x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,1.18588,5.51476,6.49052,14.17812,1.0130676641880056,125000000,shell,0.5,,0.2,0.8104541313504046,1.0130676641880056
2.39084,1.18588,5.51476,6.49052,6.62804,2.1132400000000002,0.3911141611564367,125000000,ball,0.5,,0.2,,
6.48068,5.51476,6.49052,6.62804,9.12508,1.06548,0.2777165622067368,125000000,ball,0.5,,0.2,,
4.63436,6.49052,6.62804,9.12508,6.51316,6.58396,0.6903553922771366,125000000,ball,0.5,,0.2,,
1.03972,6.62804,9.12508,6.51316,0.72732,1.99892,0.3803880247915185,125000000,gaussian,0.5,0.19019401239575925,0.2,,
8.09644,9.12508,6.51316,0.72732,3.58164,8.63484,0.790599029525716,125000000,gaussian,0.5,0.395299514762858,0.2,,
0.05188,6.51316,0.72732,3.58164,7.99228,3.8686800000000003,0.5291886656130557,125000000,shell,0.5,,0.2,0.42335093249044453,0.5291886656130557
2.09676,0.72732,3.58164,7.99228,0.16756,7.71036,0.7470788774037608,125000000,shell,0.5,,0.2,0.5976631019230086,0.7470788774037608
8.60452,3.58164,7.99228,0.16756,1.87612,7.29172,0.7265142236723555,125000000,gaussian,0.5,0.36325711183617776,0.2,,
2.50604,7.99228,0.16756,1.87612,7.55924,9.30044,0.8205043299185448,125000000,ball,0.5,,0.2,,
5.43108,0.16756,1.87612,7.55924,7.30748,3.35988,0.4931635984923481,125000000,ball,0.5,,0.2,,
1.97516,1.87612,7.55924,7.30748,7.51796,9.01276,0.8077147853363675,125000000,gaussian,0.5,0.40385739266818377,0.2,,
8.60132,7.55924,7.30748,7.51796,6.01692,6.53652,0.6878637559160449,125000000,ball,0.5,,0.2,,
6.97964,7.30748,7.51796,6.01692,8.72084,5.07004,0.6058077465467548,125000000,ball,0.5,,0.2,,
1.33828,7.51796,6.01692,8.72084,3.39068,7.45908,0.7348044235231571,125000000,shell,0.5,,0.2,0.5878435388185257,0.7348044235231571
3.70956,6.01692,8.72084,3.39068,3.20436,8.33116,0.7765722495089039,125000000,ball,0.5,,0.2,,
3.91012,8.72084,3.39068,3.20436,6.42972,9.413319999999999,0.8254685677504554,125000000,shell,0.5,,0.2,0.6603748542003643,0.8254685677504554
5.27724,3.39068,3.20436,6.42972,1.62644,3.30364,0.4890187232981602,125000000,ball,0.5,,0.2,,
1.29348,3.20436,6.42972,1.62644,1.36188,6.88628,0.7060272577114001,125000000,ball,0.5,,0.2,,
6.33996,6.42972,1.62644,1.36188,9.46676,9.10556,0.8118624589062676,125000000,shell,0.5,,0.2,0.6494899671250142,0.8118624589062676
