x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,17.47265,0.5259792848948202,81000000,shell,0.5,,0.2,0.42078342791585616,0.5259792848948202
5.48855,8.98235,2.39155,0.1945937933135564,81000000,ball,0.5,,0.2,,
0.60085,6.89345,3.58185,0.23814581219711697,81000000,shell,0.5,,0.2,0.19051664975769358,0.23814581219711697
3.29295,8.11315,7.9799500000000005,0.355458854199413,81000000,gaussian,0.5,0.1777294270997065,0.2,,
3.79965,0.78505,9.74865,0.39288141995675174,81000000,ball,0.5,,0.2,,
2.62055,3.90635,3.04355,0.21952271835608597,81000000,shell,0.5,,0.2,0.1756181746848688,0.21952271835608597
7.56485,0.64145,9.58585,0.3895870980784122,81000000,gaussian,0.5,0.1947935490392061,0.2,,
0.12095,0.90915,6.88795,0.3302434742101319,81000000,gaussian,0.5,0.16512173710506595,0.2,,
5.75565,9.47705,3.86465,0.24736846590247472,81000000,gaussian,0.5,0.12368423295123736,0.2,,
0.63255,4.99035,1.37555,0.14757997829791228,81000000,gaussian,0.5,0.07378998914895614,0.2,,
4.28885,2.70945,8.949850000000001,0.37644118322864806,81000000,gaussian,0.5,0.18822059161432403,0.2,,
2.46895,2.34515,8.51595,0.3672026468302344,81000000,shell,0.5,,0.2,0.2937621174641875,0.3672026468302344
0.75165,9.44905,5.42065,0.2929644575114687,81000000,shell,0.5,,0.2,0.23437156600917497,0.2929644575114687
8.72455,6.63435,8.58755,0.36874309017911583,81000000,gaussian,0.5,0.18437154508955791,0.2,,
9.17285,1.89745,4.07385,0.2539754676109198,81000000,ball,0.5,,0.2,,
7.13695,0.02115,7.66395,0.34834981392909725,81000000,gaussian,0.5,0.17417490696454863,0.2,,
2.38765,5.90105,4.01665,0.25218615874035,81000000,shell,0.5,,0.2,0.20174892699228,0.25218615874035
4.09655,9.23835,3.87955,0.24784486665942088,81000000,shell,0.5,,0.2,0.1982758933275367,0.24784486665942088
6.61685,9.00545,3.35785,0.23057907752233034,81000000,gaussian,0.5,0.11528953876116517,0.2,,
2.92495,5.53715,1.13195,0.13387604487655255,81000000,shell,0.5,,0.2,0.10710083590124204,0.13387604487655255
8.26365,2.03305,3.25265,0.22693836331466485,81000000,gaussian,0.5,0.11346918165733243,0.2,,
1.94855,9.20235,4.45155,0.2654879899527467,81000000,ball,0.5,,0.2,,
7.02085,6.83345,1.20185,0.1379476750792956,81000000,ball,0.5,,0.2,,
0.63295,4.49315,7.71995,0.349620182603108,81000000,shell,0.5,,0.2,0.27969614608248644,0.349620182603108
9.97965,9.04505,10.72865,0.4121561554552196,81000000,gaussian,0.5,0.2060780777276098,0.2,,
