x1,x2,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
5.28365,6.17305,17.47265,0.06074824744918696,10125000000,shell,,0.048598597959349565,0.06074824744918696
5.48855,8.98235,2.39155,0.022474710027129207,10125000000,shell,,0.017979768021703365,0.022474710027129207
0.60085,6.89345,3.58185,0.027504772799618934,10125000000,ball,,,
3.29295,8.11315,7.9799500000000005,0.04105390279244257,10125000000,ball,,,
3.79965,0.78505,9.74865,0.04537604123039434,10125000000,shell,,0.036300832984315475,0.04537604123039434
2.62055,3.90635,3.04355,0.025353889018805,10125000000,gaussian,0.0126769445094025,,
7.56485,0.64145,9.58585,0.04499556183436136,10125000000,ball,,,
0.12095,0.90915,6.88795,0.03814163953967886,10125000000,ball,,,
5.75565,9.47705,3.86465,0.028569947922519958,10125000000,gaussian,0.014284973961259979,,
0.63255,4.99035,1.37555,0.017044825333720107,10125000000,ball,,,
4.28885,2.70945,8.949850000000001,0.043477267652112135,10125000000,shell,,0.03478181412168971,0.043477267652112135
2.46895,2.34515,8.51595,0.042410258149425395,10125000000,gaussian,0.021205129074712697,,
0.75165,9.44905,5.42065,0.0338360803739303,10125000000,ball,,,
8.72455,6.63435,8.58755,0.042588172444582496,10125000000,gaussian,0.021294086222291248,,
9.17285,1.89745,4.07385,0.029333026975646707,10125000000,shell,,0.023466421580517368,0.029333026975646707
7.13695,0.02115,7.66395,0.04023284053795905,10125000000,shell,,0.032186272430367244,0.04023284053795905
2.38765,5.90105,4.01665,0.029126369829340772,10125000000,shell,,0.02330109586347262,0.029126369829340772
4.09655,9.23835,3.87955,0.028624970072439287,10125000000,gaussian,0.014312485036219643,,
6.61685,9.00545,3.35785,0.026630848894995576,10125000000,ball,,,
2.92495,5.53715,1.13195,0.015462082510161157,10125000000,ball,,,
8.26365,2.03305,3.25265,0.026210362739113487,10125000000,shell,,0.02096829019129079,0.026210362739113487
1.94855,9.20235,4.45155,0.0306626716519108,10125000000,shell,,0.02453013732152864,0.0306626716519108
7.02085,6.83345,1.20185,0.01593233753004712,10125000000,gaussian,0.00796616876502356,,
0.63295,4.49315,7.71995,0.0403795624199357,10125000000,gaussian,0.02018978120996785,,
9.97965,9.04505,10.72865,0.04760218669886598,10125000000,ball,,,
5.48055,8.92635,5.50355,0.03409383246797989,10125000000,ball,,,
6.78485,0.18145,8.00585,0.04112047180052074,10125000000,ball,,,
3.06095,6.48915,8.22795,0.04168695624891246,10125000000,shell,,0.033349564999129964,0.04168695624891246
3.13565,6.13705,8.04465,0.04121999564102747,10125000000,gaussian,0.020609997820513735,,
5.89255,6.81035,10.23555,0.046495396608621134,10125000000,shell,,0.03719631728689691,0.046495396608621134
8.30885,5.84945,10.16985,0.04634593393635637,10125000000,gaussian,0.023172966968178187,,
5.00895,5.12515,5.4559500000000005,0.03394607413829961,10125000000,ball,,,
7.33165,0.50905,10.80065,0.047761648812245094,10125000000,ball,,,
2.38455,7.25435,9.84755,0.04560563024785376,10125000000,shell,,0.03648450419828301,0.04560563024785376
9.99285,2.63745,10.09385,0.0461724359858032,10125000000,gaussian,0.0230862179929016,,
3.27695,8.00115,4.20395,0.0297977269083973,10125000000,gaussian,0.01489886345419865,,
6.16765,7.36105,8.59665,0.04261073125086919,10125000000,ball,,,
