x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,4.13607,4.86789,10.88359,0.5724085609692341,800000000,ball,0.5,,0.2,,
9.29313,3.38941,4.13607,4.86789,2.47103,1.83493,0.23503350901739442,800000000,gaussian,0.5,0.11751675450869721,0.2,,
2.36051,4.13607,4.86789,2.47103,4.34381,8.549109999999999,0.5073182510197392,800000000,gaussian,0.5,0.2536591255098696,0.2,,
5.97577,4.86789,2.47103,4.34381,2.38487,5.18797,0.3952016617324683,800000000,ball,0.5,,0.2,,
8.27979,2.47103,4.34381,2.38487,0.54549,4.2491900000000005,0.3576622541702899,800000000,ball,0.5,,0.2,,
3.57233,4.34381,2.38487,0.54549,7.68623,4.2261299999999995,0.35669043225463765,800000000,gaussian,0.5,0.17834521612731882,0.2,,
2.53891,2.38487,0.54549,7.68623,0.99421,8.15151,0.4953806821295796,800000000,gaussian,0.5,0.2476903410647898,0.2,,
4.07257,0.54549,7.68623,0.99421,7.62567,8.53277,0.5068331978971884,800000000,shell,0.5,,0.2,0.40546655831775075,0.5068331978971884
1.45339,7.68623,0.99421,7.62567,1.40709,10.71879,0.5680583070962877,800000000,shell,0.5,,0.2,0.4544466456770302,0.5680583070962877
4.37953,0.99421,7.62567,1.40709,5.66943,7.22533,0.466389621565346,800000000,shell,0.5,,0.2,0.37311169725227683,0.466389621565346
6.57331,7.62567,1.40709,5.66943,7.98061,7.76991,0.4836464764988881,800000000,ball,0.5,,0.2,,
1.48137,1.40709,5.66943,7.98061,3.13847,9.50957,0.5350575219118214,800000000,gaussian,0.5,0.2675287609559107,0.2,,
6.45099,5.66943,7.98061,3.13847,2.01269,7.6523900000000005,0.47997496073011103,800000000,shell,0.5,,0.2,0.38397996858408884,0.47997496073011103
5.23473,7.98061,3.13847,2.01269,1.54063,1.55253,0.2161922067082361,800000000,gaussian,0.5,0.10809610335411805,0.2,,
3.50371,3.13847,2.01269,1.54063,7.54301,10.84431,0.571374686488305,800000000,shell,0.5,,0.2,0.45709974919064406,0.571374686488305
0.28217,2.01269,1.54063,7.54301,7.40327,8.998370000000001,0.5204774969701104,800000000,shell,0.5,,0.2,0.4163819975760883,0.5204774969701104
5.43259,1.54063,7.54301,7.40327,7.32229,4.80999,0.3805328210538265,800000000,ball,0.5,,0.2,,
6.45793,7.54301,7.40327,7.32229,1.21983,2.72773,0.2865634018163444,800000000,gaussian,0.5,0.1432817009081722,0.2,,
5.97011,7.40327,7.32229,1.21983,3.52141,10.41471,0.559942748486563,800000000,ball,0.5,,0.2,,
9.75497,7.32229,1.21983,3.52141,2.10007,7.07917,0.4616482619377593,800000000,gaussian,0.5,0.23082413096887966,0.2,,
4.95819,1.21983,3.52141,2.10007,8.69589,10.35159,0.5582433588477211,800000000,shell,0.5,,0.2,0.44659468707817696,0.5582433588477211
7.16913,3.52141,2.10007,8.69589,3.42703,3.07093,0.30405699043813833,800000000,shell,0.5,,0.2,0.2432455923505107,0.30405699043813833
4.21251,2.10007,8.69589,3.42703,5.35581,3.12111,0.3065311196777801,800000000,shell,0.5,,0.2,0.24522489574222406,0.3065311196777801
4.37977,8.69589,3.42703,5.35581,0.10887,1.03197,0.17625992059233878,800000000,gaussian,0.5,0.08812996029616939,0.2,,
1.98779,3.42703,5.35581,0.10887,9.89349,6.83719,0.4536896359354881,800000000,ball,0.5,,0.2,,
7.28833,5.35581,0.10887,9.89349,1.68223,3.70213,0.3338457612211171,800000000,ball,0.5,,0.2,,
0.07091,0.10887,9.89349,1.68223,2.08621,3.20351,0.31055110293766164,800000000,gaussian,0.5,0.15527555146883082,0.2,,
1.83657,9.89349,1.68223,2.08621,3.50967,3.33677,0.3169444637551006,800000000,ball,0.5,,0.2,,
9.88139,1.68223,2.08621,3.50967,3.07509,7.226789999999999,0.4664367401365854,800000000,ball,0.5,,0.2,,
9.53553,2.08621,3.50967,3.07509,6.30543,6.54133,0.4437650177688175,800000000,shell,0.5,,0.2,0.355012014215054,0.4437650177688175
0.98531,3.50967,3.07509,6.30543,6.35261,6.50191,0.4424258672028095,800000000,ball,0.5,,0.2,,
1.00537,3.07509,6.30543,6.35261,1.58247,9.67357,0.5396515432059185,800000000,gaussian,0.5,0.26982577160295923,0.2,,
4.39899,6.30543,6.35261,1.58247,4.80069,10.88039,0.5723244048197081,800000000,gaussian,0.5,0.28616220240985407,0.2,,
1.43073,6.35261,1.58247,4.80069,6.41663,6.30853,0.4357968836678029,800000000,gaussian,0.5,0.21789844183390145,0.2,,
3.99571,1.58247,4.80069,6.41663,8.39501,4.45631,0.3662753831230092,800000000,gaussian,0.5,0.1831376915615046,0.2,,
9.96617,4.80069,6.41663,8.39501,8.80727,6.92237,0.45650699681053697,800000000,ball,0.5,,0.2,,
9.70059,6.41663,8.39501,8.80727,2.03029,9.55799,0.5364179719917899,800000000,shell,0.5,,0.2,0.4291343775934319,0.5364179719917899
7.29393,8.39501,8.80727,2.03029,1.93583,2.52373,0.27563951630252853,800000000,shell,0.5,,0.2,0.22051161304202282,0.27563951630252853
9.74211,8.80727,2.03029,1.93583,0.05341,8.10671,0.49401752171988744,800000000,shell,0.5,,0.2,0.39521401737591,0.49401752171988744
3.99897,2.03029,1.93583,0.05341,2.86407,1.16317,0.18712922986884126,800000000,gaussian,0.5,0.09356461493442063,0.2,,
4.34619,1.93583,0.05341,2.86407,8.12389,3.41959,0.3208537010098432,800000000,gaussian,0.5,0.1604268505049216,0.2,,
0.24513,0.05341,2.86407,8.12389,5.58303,1.50693,0.2129936095304493,800000000,gaussian,0.5,0.10649680476522465,0.2,,
6.46451,2.86407,8.12389,5.58303,8.76781,2.0931100000000002,0.2510244708569348,800000000,ball,0.5,,0.2,,
3.58377,8.12389,5.58303,8.76781,2.63287,5.6759699999999995,0.4133710706231619,800000000,ball,0.5,,0.2,,
7.29579,5.58303,8.76781,2.63287,8.84149,7.02519,0.45988481653035473,800000000,shell,0.5,,0.2,0.3679078532242838,0.45988481653035473
4.20433,8.76781,2.63287,8.84149,4.87823,8.37813,0.5022195116605802,800000000,ball,0.5,,0.2,,
4.00291,2.63287,8.84149,4.87823,1.57821,8.65551,0.5104654644658969,800000000,ball,0.5,,0.2,,
2.40057,8.84149,4.87823,1.57821,6.19367,8.94077,0.5188089929028005,800000000,ball,0.5,,0.2,,
3.90939,4.87823,1.57821,6.19367,8.34309,5.33479,0.40075476810081223,800000000,shell,0.5,,0.2,0.3206038144806498,0.40075476810081223
5.89153,1.57821,6.19367,8.34309,4.14143,9.05733,0.5221798746822258,800000000,shell,0.5,,0.2,0.4177438997457807,0.5221798746822258
