x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,1.18588,14.17812,1.1792619937474154,18984375,shell,0.5,,0.2,0.9434095949979323,1.1792619937474154
2.39084,1.18588,5.51476,2.1132400000000002,0.45527666292445484,18984375,gaussian,0.5,0.22763833146222742,0.2,,
6.48068,5.51476,6.49052,1.06548,0.32327612302885306,18984375,ball,0.5,,0.2,,
4.63436,6.49052,6.62804,6.58396,0.8036085891099296,18984375,ball,0.5,,0.2,,
1.03972,6.62804,9.12508,1.99892,0.4427908977559077,18984375,gaussian,0.5,0.22139544887795384,0.2,,
8.09644,9.12508,6.51316,8.63484,0.9202972523662019,18984375,shell,0.5,,0.2,0.7362378018929615,0.9202972523662019
0.05188,6.51316,0.72732,3.8686800000000003,0.6160023687850867,18984375,gaussian,0.5,0.30800118439254337,0.2,,
2.09676,0.72732,3.58164,7.71036,0.869637594404793,18984375,shell,0.5,,0.2,0.6957100755238345,0.869637594404793
8.60452,3.58164,7.99228,7.29172,0.8456992974703429,18984375,gaussian,0.5,0.42284964873517145,0.2,,
2.50604,7.99228,0.16756,9.30044,0.9551085343876542,18984375,gaussian,0.5,0.4775542671938271,0.2,,
5.43108,0.16756,1.87612,3.35988,0.5740673688049018,18984375,shell,0.5,,0.2,0.4592538950439215,0.5740673688049018
1.97516,1.87612,7.55924,9.01276,0.9402208577039959,18984375,gaussian,0.5,0.47011042885199794,0.2,,
8.60132,7.55924,7.30748,6.53652,0.800708198379139,18984375,shell,0.5,,0.2,0.6405665587033113,0.800708198379139
6.97964,7.30748,7.51796,5.07004,0.7051908537550313,18984375,shell,0.5,,0.2,0.5641526830040251,0.7051908537550313
1.33828,7.51796,6.01692,7.45908,0.8553495093468187,18984375,gaussian,0.5,0.4276747546734094,0.2,,
