x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,4.29453,0.7757334926217673,144000,ball,0.5,,0.2,,
3.09771,7.79647,1.37869,1.27831,0.42322646347846626,144000,gaussian,0.5,0.21161323173923313,0.2,,
4.12017,1.37869,1.62263,3.51637,0.7019432551685526,144000,ball,0.5,,0.2,,
8.65859,1.62263,4.15701,2.3959900000000003,0.5794249911549303,144000,gaussian,0.5,0.28971249557746515,0.2,,
2.75993,4.15701,4.78127,8.74973,1.1072662130096114,144000,ball,0.5,,0.2,,
4.52411,4.78127,4.12829,5.40871,0.8705657367721827,144000,shell,0.5,,0.2,0.6964525894177462,0.8705657367721827
7.51297,4.12829,0.18183,6.71717,0.9701701139755751,144000,gaussian,0.5,0.48508505698778753,0.2,,
8.02419,0.18183,5.89541,10.17759,1.1942003606431835,144000,gaussian,0.5,0.5971001803215917,0.2,,
7.15113,5.89541,6.99807,7.57293,1.0301173299146802,144000,ball,0.5,,0.2,,
8.12651,6.99807,2.54189,3.07511,0.6564249050661201,144000,gaussian,0.5,0.32821245253306003,0.2,,
