x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,4.29453,0.036745502943913634,144000000,shell,0.5,,0.2,0.02939640235513091,0.036745502943913634
3.09771,7.79647,1.37869,1.27831,0.02004769602912173,144000000,shell,0.5,,0.2,0.016038156823297383,0.02004769602912173
4.12017,1.37869,1.62263,3.51637,0.03325015381517459,144000000,shell,0.5,,0.2,0.026600123052139674,0.03325015381517459
8.65859,1.62263,4.15701,2.3959900000000003,0.02744662041895596,144000000,ball,0.5,,0.2,,
2.75993,4.15701,4.78127,8.74973,0.05244978369095506,144000000,shell,0.5,,0.2,0.04195982695276405,0.05244978369095506
4.52411,4.78127,4.12829,5.40871,0.041237585005279624,144000000,ball,0.5,,0.2,,
7.51297,4.12829,0.18183,6.71717,0.04595571690310976,144000000,ball,0.5,,0.2,,
8.02419,0.18183,5.89541,10.17759,0.0565677430264476,144000000,ball,0.5,,0.2,,
7.15113,5.89541,6.99807,7.57293,0.048795339815773976,144000000,ball,0.5,,0.2,,
8.12651,6.99807,2.54189,3.07511,0.03109400781451899,144000000,gaussian,0.5,0.015547003907259495,0.2,,
8.85777,2.54189,0.46903,6.589969999999999,0.04551851596369218,144000000,shell,0.5,,0.2,0.03641481277095374,0.04551851596369218
0.49379,0.46903,1.88981,10.50319,0.05746547310043465,144000000,ball,0.5,,0.2,,
2.15033,1.88981,9.32687,9.88413,0.05574624253889348,144000000,gaussian,0.5,0.02787312126944674,0.2,,
1.74491,9.32687,4.37949,4.51751,0.037687379152167494,144000000,ball,0.5,,0.2,,
7.83457,4.37949,4.00423,7.61477,0.04892994985803748,144000000,shell,0.5,,0.2,0.03914395988642999,0.04892994985803748
3.42739,4.00423,7.18021,10.33279,0.05699741729837938,144000000,gaussian,0.5,0.02849870864918969,0.2,,
8.47753,7.18021,5.84767,5.60333,0.04197294824200818,144000000,shell,0.5,,0.2,0.03357835859360655,0.04197294824200818
8.81931,5.84767,5.80109,1.57591,0.022259329652734666,144000000,gaussian,0.5,0.011129664826367333,0.2,,
5.32337,5.80109,9.10743,7.47157,0.04846768876541403,144000000,ball,0.5,,0.2,,
6.58499,9.10743,0.40661,3.02639,0.030846707988439973,144000000,ball,0.5,,0.2,,
1.65273,0.40661,7.84047,7.45053,0.04839939795789959,144000000,gaussian,0.5,0.024199698978949795,0.2,,
2.38971,7.84047,7.36669,1.69031,0.023053111774449415,144000000,gaussian,0.5,0.011526555887224708,0.2,,
1.40417,7.36669,2.89863,5.040369999999999,0.039808662342373576,144000000,gaussian,0.5,0.019904331171186788,0.2,,
8.12659,2.89863,7.80901,4.34399,0.03695649572562519,144000000,ball,0.5,,0.2,,
3.99593,7.80901,1.78527,2.94573,0.030432865348306432,144000000,gaussian,0.5,0.015216432674153216,0.2,,
9.09611,1.78527,0.03629,1.9007100000000001,0.024445802875428798,144000000,shell,0.5,,0.2,0.01955664230034304,0.024445802875428798
3.35697,0.03629,3.29783,8.40117,0.051394454641591855,144000000,gaussian,0.5,0.025697227320795928,0.2,,
0.61219,3.29783,7.22741,8.44559,0.05153014597647552,144000000,gaussian,0.5,0.02576507298823776,0.2,,
6.62713,7.22741,7.36207,6.40893,0.0448889182414932,144000000,shell,0.5,,0.2,0.03591113459319456,0.0448889182414932
3.17851,7.36207,1.16989,2.84711,0.02991909818314106,144000000,gaussian,0.5,0.01495954909157053,0.2,,
3.66177,1.16989,1.02503,2.83397,0.029849976933536904,144000000,gaussian,0.5,0.014924988466768452,0.2,,
7.00179,1.02503,2.10181,3.89119,0.03497740568175,144000000,ball,0.5,,0.2,,
1.46633,2.10181,5.45087,10.96013,0.0587021798007637,144000000,ball,0.5,,0.2,,
0.47691,5.45087,0.52749,2.76951,0.029508548292024494,144000000,gaussian,0.5,0.014754274146012247,0.2,,
7.99857,0.52749,1.60023,8.81877,0.05265630537479193,144000000,gaussian,0.5,0.026328152687395964,0.2,,
6.65539,1.60023,5.47221,9.64079,0.0550557504889473,144000000,gaussian,0.5,0.02752787524447365,0.2,,
3.23353,5.47221,6.13167,10.51933,0.0575096090579576,144000000,gaussian,0.5,0.0287548045289788,0.2,,
2.43131,6.13167,6.26909,1.50791,0.02177379282035428,144000000,shell,0.5,,0.2,0.017419034256283425,0.02177379282035428
3.24737,6.26909,7.34343,10.03557,0.05617167803245993,144000000,ball,0.5,,0.2,,
1.33299,7.34343,3.97861,1.05439,0.018207361488350095,144000000,shell,0.5,,0.2,0.014565889190680076,0.018207361488350095
1.44873,3.97861,6.68447,1.80653,0.023832465039077308,144000000,gaussian,0.5,0.011916232519538654,0.2,,
0.08171,6.68447,0.95469,4.50231,0.03762392264194994,144000000,shell,0.5,,0.2,0.030099138113559954,0.03762392264194994
5.48817,0.95469,9.37463,1.36437,0.020711543071936084,144000000,gaussian,0.5,0.010355771535968042,0.2,,
1.19459,9.37463,1.86101,5.89199,0.04304050676438679,144000000,gaussian,0.5,0.021520253382193395,0.2,,
2.43193,1.86101,9.58927,6.34173,0.044652959633168975,144000000,ball,0.5,,0.2,,
8.06811,9.58927,7.54429,6.79271,0.04621339903790257,144000000,ball,0.5,,0.2,,
8.00097,7.54429,9.61383,6.88517,0.04652685631228352,144000000,ball,0.5,,0.2,,
0.80019,9.61383,4.95941,10.313590000000001,0.05694443745193216,144000000,ball,0.5,,0.2,,
1.30313,4.95941,0.52607,2.4449300000000003,0.027725512985231765,144000000,gaussian,0.5,0.013862756492615882,0.2,,
8.63051,0.52607,5.39789,7.0191099999999995,0.046977229427485744,144000000,shell,0.5,,0.2,0.0375817835419886,0.046977229427485744
9.26577,5.39789,2.78103,7.8779699999999995,0.04976838373166977,144000000,gaussian,0.5,0.024884191865834886,0.2,,
5.10979,2.78103,4.71381,4.87919,0.039166993932294926,144000000,ball,0.5,,0.2,,
3.98233,4.71381,6.37487,7.236129999999999,0.04769793263204687,144000000,shell,0.5,,0.2,0.0381583461056375,0.04769793263204687
5.60891,6.37487,6.27549,1.42151,0.021140795986080665,144000000,ball,0.5,,0.2,,
0.96257,6.27549,8.39623,10.82277,0.05833317164096497,144000000,gaussian,0.5,0.029166585820482486,0.2,,
5.48339,8.39623,2.16421,10.54879,0.057590082269711726,144000000,shell,0.5,,0.2,0.046072065815769385,0.057590082269711726
9.18953,2.16421,3.21567,8.63533,0.05210577322458452,144000000,gaussian,0.5,0.02605288661229226,0.2,,
8.44331,3.21567,0.33709,7.83991,0.049648017823872806,144000000,shell,0.5,,0.2,0.03971841425909825,0.049648017823872806
5.97137,0.33709,2.77943,5.39957,0.041202727257849105,144000000,ball,0.5,,0.2,,
5.68099,2.77943,1.95061,4.68239,0.038368972341130576,144000000,gaussian,0.5,0.019184486170565288,0.2,,
0.44473,1.95061,4.32847,7.36253,0.048112720480116195,144000000,gaussian,0.5,0.024056360240058097,0.2,,
6.17371,4.32847,2.14269,9.71431,0.05526527746716368,144000000,ball,0.5,,0.2,,
6.37217,2.14269,1.05063,2.4883699999999997,0.027970733410087337,144000000,shell,0.5,,0.2,0.022376586728069872,0.027970733410087337
7.86259,1.05063,6.31301,7.0399899999999995,0.04704704997205954,144000000,shell,0.5,,0.2,0.03763763997764763,0.04704704997205954
8.06793,6.31301,8.19327,8.937729999999998,0.05301026692384245,144000000,gaussian,0.5,0.026505133461921224,0.2,,
1.44011,8.19327,6.65229,10.084710000000001,0.056309034730966455,144000000,gaussian,0.5,0.028154517365483227,0.2,,
1.44497,6.65229,9.12983,2.16917,0.026115188823182374,144000000,shell,0.5,,0.2,0.020892151058545902,0.026115188823182374
8.58819,9.12983,9.09141,5.78159,0.04263536848927036,144000000,shell,0.5,,0.2,0.03410829479141629,0.04263536848927036
1.17913,9.09141,6.49007,5.68093,0.04226258863245353,144000000,gaussian,0.5,0.021131294316226765,0.2,,
4.48251,6.49007,5.22589,5.59111,0.041927154992548794,144000000,shell,0.5,,0.2,0.033541723994039034,0.041927154992548794
5.66977,5.22589,5.73703,1.72197,0.02326800594347392,144000000,shell,0.5,,0.2,0.018614404754779136,0.02326800594347392
4.81779,5.73703,9.72581,3.46719,0.033016816519557984,144000000,gaussian,0.5,0.016508408259778992,0.2,,
9.69833,9.72581,2.09887,8.71213,0.052336966774987684,144000000,shell,0.5,,0.2,0.04186957341999015,0.052336966774987684
7.14091,2.09887,1.62349,10.473510000000001,0.05738422245876482,144000000,gaussian,0.5,0.02869211122938241,0.2,,
6.72657,1.62349,4.39223,3.62677,0.033768081157390724,144000000,gaussian,0.5,0.016884040578695362,0.2,,
9.91139,4.39223,7.25621,3.05679,0.03100124801532476,144000000,gaussian,0.5,0.01550062400766238,0.2,,
6.34553,7.25621,7.09967,9.951329999999999,0.05593542467967129,144000000,shell,0.5,,0.2,0.044748339743737035,0.05593542467967129
6.85531,7.09967,8.00509,10.57191,0.05765315841119203,144000000,ball,0.5,,0.2,,
3.49537,8.00509,5.41543,3.56357,0.03347256724153185,144000000,ball,0.5,,0.2,,
9.62899,5.41543,4.32261,3.91039,0.03506359265954219,144000000,gaussian,0.5,0.017531796329771095,0.2,,
8.64073,4.32261,0.77247,4.11853,0.03598466736295446,144000000,shell,0.5,,0.2,0.02878773389036357,0.03598466736295446
0.66571,0.77247,0.93069,7.32631,0.04799422919664378,144000000,shell,0.5,,0.2,0.03839538335731502,0.04799422919664378
4.05617,0.93069,7.92663,8.41237,0.05142870142947078,144000000,ball,0.5,,0.2,,
8.13059,7.92663,1.16501,7.787990000000001,0.04948334711731695,144000000,shell,0.5,,0.2,0.039586677693853566,0.04948334711731695
0.90393,1.16501,7.59727,10.733730000000001,0.05809271967566136,144000000,ball,0.5,,0.2,,
9.21211,7.59727,7.36029,1.77671,0.023634947881133257,144000000,ball,0.5,,0.2,,
3.68897,7.36029,1.84583,4.253170000000001,0.03656812952253881,144000000,shell,0.5,,0.2,0.029254503618031048,0.03656812952253881
3.97619,1.84583,9.62341,4.84959,0.03904800833364224,144000000,gaussian,0.5,0.01952400416682112,0.2,,
6.25513,9.62341,5.25407,6.11693,0.04385439569514002,144000000,ball,0.5,,0.2,,
0.73451,5.25407,0.65389,8.56311,0.05188742719891705,144000000,ball,0.5,,0.2,,
2.87377,0.65389,9.89303,4.36597,0.03704987517985188,144000000,shell,0.5,,0.2,0.029639900143881504,0.03704987517985188
6.12579,9.89303,7.13781,9.655190000000001,0.05509685225471287,144000000,shell,0.5,,0.2,0.0440774818037703,0.05509685225471287
8.61433,7.13781,2.62287,5.38813,0.04115905626827572,144000000,gaussian,0.5,0.02057952813413786,0.2,,
5.07291,2.62287,6.57149,9.92551,0.05586281173712089,144000000,shell,0.5,,0.2,0.044690249389696714,0.05586281173712089
5.29057,6.57149,9.58823,7.23077,0.04768026377588934,144000000,gaussian,0.5,0.02384013188794467,0.2,,
9.93939,9.58823,0.74821,7.16479,0.047462226600416275,144000000,shell,0.5,,0.2,0.03796978128033302,0.047462226600416275
4.70153,0.74821,7.78367,4.4673300000000005,0.03747748102952519,144000000,shell,0.5,,0.2,0.02998198482362015,0.03747748102952519
7.66731,7.78367,9.27309,9.70391,0.05523568644113098,144000000,gaussian,0.5,0.02761784322056549,0.2,,
5.81937,9.27309,5.25143,4.52757,0.03772931864935877,144000000,shell,0.5,,0.2,0.03018345491948702,0.03772931864935877
3.17699,5.25143,1.09461,8.73839,0.05241578416257626,144000000,ball,0.5,,0.2,,
