x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,4.13607,4.86789,10.88359,0.7342837104160859,100000000,ball,0.5,,0.2,,
9.29313,3.38941,4.13607,4.86789,2.47103,1.83493,0.30150016760961906,100000000,ball,0.5,,0.2,,
2.36051,4.13607,4.86789,2.47103,4.34381,8.549109999999999,0.6507860872831972,100000000,gaussian,0.5,0.3253930436415986,0.2,,
5.97577,4.86789,2.47103,4.34381,2.38487,5.18797,0.5069633166355052,100000000,shell,0.5,,0.2,0.4055706533084042,0.5069633166355052
8.27979,2.47103,4.34381,2.38487,0.54549,4.2491900000000005,0.4588078952265308,100000000,shell,0.5,,0.2,0.3670463161812247,0.4588078952265308
3.57233,4.34381,2.38487,0.54549,7.68623,4.2261299999999995,0.4575612454544161,100000000,ball,0.5,,0.2,,
2.53891,2.38487,0.54549,7.68623,0.99421,8.15151,0.6354726154455789,100000000,ball,0.5,,0.2,,
4.07257,0.54549,7.68623,0.99421,7.62567,8.53277,0.6501638628252464,100000000,ball,0.5,,0.2,,
1.45339,7.68623,0.99421,7.62567,1.40709,10.71879,0.7287032198838159,100000000,ball,0.5,,0.2,,
4.37953,0.99421,7.62567,1.40709,5.66943,7.22533,0.5982829838230933,100000000,ball,0.5,,0.2,,
6.57331,7.62567,1.40709,5.66943,7.98061,7.76991,0.6204200172896394,100000000,gaussian,0.5,0.3102100086448197,0.2,,
1.48137,1.40709,5.66943,7.98061,3.13847,9.50957,0.6863699274696298,100000000,ball,0.5,,0.2,,
6.45099,5.66943,7.98061,3.13847,2.01269,7.6523900000000005,0.6157102096358477,100000000,gaussian,0.5,0.30785510481792383,0.2,,
5.23473,7.98061,3.13847,2.01269,1.54063,1.55253,0.2773306105624394,100000000,gaussian,0.5,0.1386653052812197,0.2,,
3.50371,3.13847,2.01269,1.54063,7.54301,10.84431,0.7329574598291352,100000000,ball,0.5,,0.2,,
0.28217,2.01269,1.54063,7.54301,7.40327,8.998370000000001,0.6676667222030439,100000000,gaussian,0.5,0.33383336110152195,0.2,,
5.43259,1.54063,7.54301,7.40327,7.32229,4.80999,0.48814617885060324,100000000,ball,0.5,,0.2,,
6.45793,7.54301,7.40327,7.32229,1.21983,2.72773,0.367602534802883,100000000,ball,0.5,,0.2,,
5.97011,7.40327,7.32229,1.21983,3.52141,10.41471,0.7182926095359248,100000000,gaussian,0.5,0.3591463047679624,0.2,,
9.75497,7.32229,1.21983,3.52141,2.10007,7.07917,0.5922007841895548,100000000,ball,0.5,,0.2,,
4.95819,1.21983,3.52141,2.10007,8.69589,10.35159,0.7161126384199467,100000000,gaussian,0.5,0.35805631920997333,0.2,,
7.16913,3.52141,2.10007,8.69589,3.42703,3.07093,0.39004324942104523,100000000,shell,0.5,,0.2,0.3120345995368362,0.39004324942104523
4.21251,2.10007,8.69589,3.42703,5.35581,3.12111,0.3932170538013587,100000000,ball,0.5,,0.2,,
4.37977,8.69589,3.42703,5.35581,0.10887,1.03197,0.22610561287035594,100000000,ball,0.5,,0.2,,
1.98779,3.42703,5.35581,0.10887,9.89349,6.83719,0.5819914864444854,100000000,gaussian,0.5,0.2909957432222427,0.2,,
