x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,1.37869,1.62263,4.29453,0.5823042264245311,3200000,ball,0.5,,0.2,,
3.09771,7.79647,1.37869,1.62263,4.15701,1.27831,0.3176948794428049,3200000,ball,0.5,,0.2,,
4.12017,1.37869,1.62263,4.15701,4.78127,3.51637,0.5269135960771739,3200000,gaussian,0.5,0.26345679803858696,0.2,,
8.65859,1.62263,4.15701,4.78127,4.12829,2.3959900000000003,0.434945280118288,3200000,gaussian,0.5,0.217472640059144,0.2,,
2.75993,4.15701,4.78127,4.12829,0.18183,8.74973,0.8311692117784544,3200000,ball,0.5,,0.2,,
4.52411,4.78127,4.12829,0.18183,5.89541,5.40871,0.6534900358492052,3200000,shell,0.5,,0.2,0.5227920286793641,0.6534900358492052
7.51297,4.12829,0.18183,5.89541,6.99807,6.71717,0.7282580462130406,3200000,shell,0.5,,0.2,0.5826064369704325,0.7282580462130406
8.02419,0.18183,5.89541,6.99807,2.54189,10.17759,0.8964263162726206,3200000,gaussian,0.5,0.4482131581363103,0.2,,
7.15113,5.89541,6.99807,2.54189,0.46903,7.57293,0.7732574145988853,3200000,ball,0.5,,0.2,,
8.12651,6.99807,2.54189,0.46903,1.88981,3.07511,0.4927452536030898,3200000,shell,0.5,,0.2,0.39419620288247187,0.4927452536030898
8.85777,2.54189,0.46903,1.88981,9.32687,6.589969999999999,0.721329743851573,3200000,ball,0.5,,0.2,,
0.49379,0.46903,1.88981,9.32687,4.37949,10.50319,0.9106526017875846,3200000,gaussian,0.5,0.4553263008937923,0.2,,
2.15033,1.88981,9.32687,4.37949,4.00423,9.88413,0.8834080373653289,3200000,shell,0.5,,0.2,0.7067264298922632,0.8834080373653289
1.74491,9.32687,4.37949,4.00423,7.18021,4.51751,0.5972300936162817,3200000,ball,0.5,,0.2,,
7.83457,4.37949,4.00423,7.18021,5.84767,7.61477,0.7753905734958766,3200000,shell,0.5,,0.2,0.6203124587967013,0.7753905734958766
3.42739,4.00423,7.18021,5.84767,5.80109,10.33279,0.903235343894685,3200000,ball,0.5,,0.2,,
8.47753,7.18021,5.84767,5.80109,9.10743,5.60333,0.665143301865399,3200000,ball,0.5,,0.2,,
8.81931,5.84767,5.80109,9.10743,0.40661,1.57591,0.3527425316221235,3200000,shell,0.5,,0.2,0.2821940252976988,0.3527425316221235
5.32337,5.80109,9.10743,0.40661,7.84047,7.47157,0.7680651440859944,3200000,shell,0.5,,0.2,0.6144521152687955,0.7680651440859944
6.58499,9.10743,0.40661,7.84047,7.36669,3.02639,0.48882630509557684,3200000,shell,0.5,,0.2,0.3910610440764615,0.48882630509557684
