x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,8.98235,6.89345,8.11315,17.47265,1.586596056779334,32400000,shell,0.5,,0.2,1.2692768454234673,1.586596056779334
5.48855,8.98235,6.89345,8.11315,0.78505,2.39155,0.5869846094922926,32400000,ball,0.5,,0.2,,
0.60085,6.89345,8.11315,0.78505,3.90635,3.58185,0.718357580652657,32400000,ball,0.5,,0.2,,
3.29295,8.11315,0.78505,3.90635,0.64145,7.9799500000000005,1.0722278093763058,32400000,shell,0.5,,0.2,0.8577822475010447,1.0722278093763058
3.79965,0.78505,3.90635,0.64145,0.90915,9.74865,1.1851115235648448,32400000,gaussian,0.5,0.5925557617824224,0.2,,
2.62055,3.90635,0.64145,0.90915,9.47705,3.04355,0.6621817423606228,32400000,ball,0.5,,0.2,,
7.56485,0.64145,0.90915,9.47705,4.99035,9.58585,1.1751743297398436,32400000,ball,0.5,,0.2,,
0.12095,0.90915,9.47705,4.99035,2.70945,6.88795,0.996166596301753,32400000,gaussian,0.5,0.4980832981508765,0.2,,
5.75565,9.47705,4.99035,2.70945,2.34515,3.86465,0.7461773568723384,32400000,shell,0.5,,0.2,0.5969418854978708,0.7461773568723384
0.63255,4.99035,2.70945,2.34515,9.44905,1.37555,0.4451692649338276,32400000,gaussian,0.5,0.2225846324669138,0.2,,
