x1,x2,x3,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.04116204968623494,972000000,shell,,0.03292963974898796,0.04116204968623494
9.29313,3.38941,4.13607,1.83493,0.016901321251594843,972000000,shell,,0.013521057001275875,0.016901321251594843
2.36051,4.13607,4.86789,8.549109999999999,0.03648138843320112,972000000,ball,,,
5.97577,4.86789,2.47103,5.18797,0.028419055104224433,972000000,shell,,0.022735244083379548,0.028419055104224433
8.27979,2.47103,4.34381,4.2491900000000005,0.02571958646481451,972000000,ball,,,
3.57233,4.34381,2.38487,4.2261299999999995,0.025649702496079806,972000000,ball,,,
2.53891,2.38487,0.54549,8.15151,0.03562295472466682,972000000,shell,,0.028498363779733457,0.03562295472466682
4.07257,0.54549,7.68623,8.53277,0.036446508135993316,972000000,shell,,0.029157206508794654,0.036446508135993316
1.45339,7.68623,0.99421,10.71879,0.04084922178973606,972000000,ball,,,
4.37953,0.99421,7.62567,7.22533,0.03353819995897811,972000000,gaussian,0.016769099979489055,,
6.57331,7.62567,1.40709,7.76991,0.03477914492143611,972000000,gaussian,0.017389572460718056,,
1.48137,1.40709,5.66943,9.50957,0.03847612667538682,972000000,gaussian,0.01923806333769341,,
6.45099,5.66943,7.98061,7.6523900000000005,0.034515125259951145,972000000,shell,,0.027612100207960916,0.034515125259951145
5.23473,7.98061,3.13847,1.55253,0.015546438262965619,972000000,gaussian,0.0077732191314828095,,
3.50371,3.13847,2.01269,10.84431,0.04108770350126302,972000000,ball,,,
0.28217,2.01269,1.54063,8.998370000000001,0.03742767325941929,972000000,ball,,,
5.43259,1.54063,7.54301,4.80999,0.027364214925329606,972000000,shell,,0.021891371940263686,0.027364214925329606
6.45793,7.54301,7.40327,2.72773,0.020606849352231935,972000000,ball,,,
5.97011,7.40327,7.32229,10.41471,0.04026562984247483,972000000,shell,,0.032212503873979864,0.04026562984247483
9.75497,7.32229,1.21983,7.07917,0.03319724754512782,972000000,gaussian,0.01659862377256391,,
4.95819,1.21983,3.52141,10.35159,0.04014342628802092,972000000,shell,,0.03211474103041674,0.04014342628802092
7.16913,3.52141,2.10007,3.07093,0.02186481789627602,972000000,ball,,,
4.21251,2.10007,8.69589,3.12111,0.022042733178535,972000000,ball,,,
4.37977,8.69589,3.42703,1.03197,0.012674897099422714,972000000,ball,,,
1.98779,3.42703,5.35581,6.83719,0.032624940662811186,972000000,ball,,,
7.28833,5.35581,0.10887,3.70213,0.024006936212928414,972000000,ball,,,
0.07091,0.10887,9.89349,3.20351,0.02233181122866216,972000000,gaussian,0.01116590561433108,,
1.83657,9.89349,1.68223,3.33677,0.022791559481175793,972000000,ball,,,
9.88139,1.68223,2.08621,7.226789999999999,0.03354158826778889,972000000,ball,,,
9.53553,2.08621,3.50967,6.54133,0.0319112587685333,972000000,shell,,0.02552900701482664,0.0319112587685333
0.98531,3.50967,3.07509,6.50191,0.031814960100249874,972000000,gaussian,0.015907480050124937,,
1.00537,3.07509,6.30543,9.67357,0.03880648395104855,972000000,gaussian,0.019403241975524274,,
4.39899,6.30543,6.35261,10.88039,0.04115599799545952,972000000,ball,,,
1.43073,6.35261,1.58247,6.30853,0.031338268156343316,972000000,ball,,,
3.99571,1.58247,4.80069,4.45631,0.026338958825887278,972000000,shell,,0.021071167060709824,0.026338958825887278
9.96617,4.80069,6.41663,6.92237,0.032827537821956486,972000000,ball,,,
9.70059,6.41663,8.39501,9.55799,0.03857395699730319,972000000,shell,,0.030859165597842554,0.03857395699730319
7.29393,8.39501,8.80727,2.52373,0.019821309881045378,972000000,ball,,,
9.74211,8.80727,2.03029,8.10671,0.03552492950222946,972000000,ball,,,
3.99897,2.03029,1.93583,1.16317,0.013456511979075946,972000000,ball,,,
4.34619,1.93583,0.05341,3.41959,0.023072673757039402,972000000,gaussian,0.011536336878519701,,
0.24513,0.05341,2.86407,1.50693,0.015316426301342655,972000000,ball,,,
6.46451,2.86407,8.12389,2.0931100000000002,0.018051235509787125,972000000,ball,,,
3.58377,8.12389,5.58303,5.6759699999999995,0.02972562206098322,972000000,gaussian,0.01486281103049161,,
7.29579,5.58303,8.76781,7.02519,0.03307043772356323,972000000,shell,,0.026456350178850587,0.03307043772356323
4.20433,8.76781,2.63287,8.37813,0.0361147367491601,972000000,ball,,,
4.00291,2.63287,8.84149,8.65551,0.03670770537721149,972000000,shell,,0.029366164301769193,0.03670770537721149
2.40057,8.84149,4.87823,8.94077,0.037307690694511446,972000000,shell,,0.029846152555609157,0.037307690694511446
3.90939,4.87823,1.57821,5.33479,0.02881838043901621,972000000,shell,,0.02305470435121297,0.02881838043901621
5.89153,1.57821,6.19367,9.05733,0.03755009168700566,972000000,shell,,0.03004007334960453,0.03755009168700566
7.79731,6.19367,8.34309,1.63391,0.01594868834301395,972000000,shell,,0.01275895067441116,0.01594868834301395
5.32937,8.34309,4.14143,2.63757,0.020263427333037418,972000000,ball,,,
1.94699,4.14143,9.12461,9.70839,0.03887626315389243,972000000,shell,,0.031101010523113943,0.03887626315389243
6.82673,9.12461,8.82647,2.26453,0.018775864625793223,972000000,ball,,,
2.88771,8.82647,5.18869,10.468309999999999,0.04036911174469232,972000000,shell,,0.03229528939575386,0.04036911174469232
6.45017,5.18869,6.49263,9.64637,0.03875188779917225,972000000,ball,,,
7.56859,6.49263,9.64701,3.90599,0.024659057291578263,972000000,shell,,0.019727245833262613,0.024659057291578263
5.32993,9.64701,1.01127,1.51973,0.015381338307302341,972000000,shell,,0.012305070645841874,0.015381338307302341
7.91411,1.01127,8.33829,4.19871,0.025566356814422632,972000000,gaussian,0.012783178407211316,,
7.04297,8.33829,5.85183,2.04717,0.01785204037503885,972000000,shell,,0.01428163230003108,0.01785204037503885
1.33419,5.85183,2.98541,10.08759,0.03962822474112039,972000000,ball,,,
8.52113,2.98541,6.42807,7.14293,0.03334641134688838,972000000,ball,,,
9.11651,6.42807,3.15189,5.46511,0.029168249079491136,972000000,shell,,0.02333459926359291,0.029168249079491136
3.58777,3.15189,8.93903,9.11997,0.037679715148425566,972000000,gaussian,0.018839857574212783,,
4.20379,8.93903,4.57981,4.8131900000000005,0.027373315872386342,972000000,gaussian,0.013686657936193171,,
4.32033,4.57981,9.95687,8.25413,0.03584648350788595,972000000,gaussian,0.017923241753942974,,
4.33491,9.95687,7.38949,4.50751,0.026489835143856347,972000000,ball,,,
5.76457,7.38949,7.27423,5.3447700000000005,0.028845323678847075,972000000,ball,,,
3.53739,7.27423,9.47021,5.04279,0.028018594604887717,972000000,gaussian,0.014009297302443859,,
3.44753,9.47021,5.67767,4.77333,0.027259735405434287,972000000,ball,,,
7.00931,5.67767,7.21109,3.1659100000000002,0.022200368761743052,972000000,shell,,0.017760295009394442,0.022200368761743052
4.45337,7.21109,9.17743,8.40157,0.03616522165209231,972000000,shell,,0.028932177321673847,0.03616522165209231
9.09499,9.17743,6.29661,4.1363900000000005,0.025375911198130326,972000000,shell,,0.020300728958504263,0.025375911198130326
1.42273,6.29661,4.87047,9.420530000000001,0.03829557321904912,972000000,gaussian,0.01914778660952456,,
0.17971,4.87047,3.17669,8.880310000000001,0.037181334171719246,972000000,gaussian,0.018590667085859623,,
