x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
2.11346,2.46922,5.59294,2.75738,3.24526,7.58906,0.02586051747432532,42113671875,shell,,0.02068841397946026,0.02586051747432532
6.19542,5.59294,2.75738,3.24526,8.31402,1.5566200000000001,0.011712093230651395,42113671875,shell,,0.009369674584521117,0.011712093230651395
8.24034,2.75738,3.24526,8.31402,9.56254,6.03274,0.023056879080301674,42113671875,ball,,,
7.31718,3.24526,8.31402,9.56254,8.25658,3.79198,0.018280001910241164,42113671875,ball,,,
5.51986,8.31402,9.56254,8.25658,0.36366,6.499460000000001,0.023932157669376085,42113671875,gaussian,0.011966078834688042,,
9.04822,9.56254,8.25658,0.36366,1.79082,9.81742,0.029413174753262383,42113671875,ball,,,
5.02594,8.25658,0.36366,1.79082,3.99614,2.43434,0.014646499306919731,42113671875,shell,,0.011717199445535786,0.014646499306919731
6.04838,0.36366,1.79082,3.99614,5.08378,9.35518,0.02871238652111339,42113671875,ball,,,
4.30226,1.79082,3.99614,5.08378,0.93806,4.14586,0.019113953889455554,42113671875,shell,,0.015291163111564443,0.019113953889455554
6.25302,3.99614,5.08378,0.93806,3.77962,5.15022,0.021303752514139775,42113671875,shell,,0.01704300201131182,0.021303752514139775
7.71554,5.08378,0.93806,3.77962,8.65374,2.17994,0.01386007205067388,42113671875,shell,,0.011088057640539105,0.01386007205067388
0.98758,0.93806,3.77962,8.65374,8.75898,10.00638,0.029694889498512296,42113671875,shell,,0.02375591159880984,0.029694889498512296
4.30066,3.77962,8.65374,8.75898,8.00846,8.76826,0.027797128027363005,42113671875,gaussian,0.013898564013681503,,
3.48982,8.65374,8.75898,8.00846,4.36042,8.03502,0.026609499061486422,42113671875,gaussian,0.013304749530743211,,
5.66914,8.75898,8.00846,4.36042,1.69534,4.22954,0.019305888162400645,42113671875,shell,,0.015444710529920518,0.019305888162400645
6.85478,8.00846,4.36042,1.69534,1.60218,9.66558,0.029184830652011932,42113671875,gaussian,0.014592415326005966,,
6.95506,4.36042,1.69534,1.60218,8.21486,10.20666,0.02999059221544099,42113671875,gaussian,0.014995296107720496,,
7.63862,1.69534,1.60218,8.21486,0.81322,2.15182,0.013770388327256418,42113671875,gaussian,0.006885194163628209,,
0.64674,1.60218,8.21486,0.81322,5.68094,3.94314,0.018640790097776194,42113671875,shell,,0.014912632078220956,0.018640790097776194
3.16998,8.21486,0.81322,5.68094,4.73338,5.05278,0.021101261151335263,42113671875,gaussian,0.010550630575667632,,
3.30546,0.81322,5.68094,4.73338,5.79726,3.9010599999999998,0.018541058865720602,42113671875,gaussian,0.009270529432860301,,
4.77942,5.68094,4.73338,5.79726,5.61802,2.38062,0.014483991346432643,42113671875,gaussian,0.0072419956732163214,,
2.80834,4.73338,5.79726,5.61802,3.57054,9.080739999999999,0.028288103889454908,42113671875,shell,,0.022630483111563928,0.028288103889454908
6.25318,5.79726,5.61802,3.57054,0.07258,7.68798,0.026028511948139835,42113671875,gaussian,0.013014255974069917,,
7.99186,5.61802,3.57054,0.07258,6.59566,4.89146,0.020761678947445395,42113671875,ball,,,
8.19222,3.57054,0.07258,6.59566,4.45482,2.8014200000000002,0.015712031103453167,42113671875,shell,,0.012569624882762535,0.015712031103453167
6.71394,0.07258,6.59566,4.45482,4.72414,5.80234,0.022612303429879826,42113671875,shell,,0.01808984274390386,0.022612303429879826
1.22438,6.59566,4.45482,4.72414,2.33978,5.89118,0.02278475504727525,42113671875,shell,,0.018227804037820202,0.02278475504727525
3.25426,4.45482,4.72414,2.33978,2.05006,1.81786,0.012656785923852193,42113671875,ball,,,
6.35702,4.72414,2.33978,2.05006,4.20362,4.69422,0.02033878181657218,42113671875,gaussian,0.01016939090828609,,
7.32354,2.33978,2.05006,4.20362,0.90174,4.66794,0.020281769855613887,42113671875,shell,,0.01622541588449111,0.020281769855613887
4.00358,2.05006,4.20362,0.90174,1.05498,6.78238,0.02444748999275155,42113671875,gaussian,0.012223744996375775,,
2.93266,4.20362,0.90174,1.05498,3.20046,10.920259999999999,0.031021279523730037,42113671875,ball,,,
0.95382,0.90174,1.05498,3.20046,0.94442,4.53902,0.019999736137202573,42113671875,gaussian,0.009999868068601286,,
