x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.16831405214224499,2304000,shell,0.5,,0.2,0.134651241713796,0.16831405214224499
9.29313,3.38941,4.13607,1.83493,0.06911050076704701,2304000,shell,0.5,,0.2,0.055288400613637614,0.06911050076704701
2.36051,4.13607,4.86789,8.549109999999999,0.14917455184503853,2304000,ball,0.5,,0.2,,
5.97577,4.86789,2.47103,5.18797,0.11620719471230227,2304000,shell,0.5,,0.2,0.09296575576984183,0.11620719471230227
8.27979,2.47103,4.34381,4.2491900000000005,0.10516890801877204,2304000,gaussian,0.5,0.05258445400938602,0.2,,
3.57233,4.34381,2.38487,4.2261299999999995,0.10488314834336275,2304000,ball,0.5,,0.2,,
2.53891,2.38487,0.54549,8.15151,0.1456643657129028,2304000,ball,0.5,,0.2,,
4.07257,0.54549,7.68623,8.53277,0.1490319242497724,2304000,shell,0.5,,0.2,0.11922553939981793,0.1490319242497724
1.45339,7.68623,0.99421,10.71879,0.16703488039826672,2304000,gaussian,0.5,0.08351744019913336,0.2,,
4.37953,0.99421,7.62567,7.22533,0.13713968035319232,2304000,gaussian,0.5,0.06856984017659616,0.2,,
