x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,7.58906,0.6286513478891178,5832000,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,1.5566200000000001,0.28471291045749275,5832000,gaussian,0.5,0.14235645522874638,0.2,,
8.24034,2.75738,3.24526,6.03274,0.5604968317566973,5832000,gaussian,0.5,0.28024841587834864,0.2,,
7.31718,3.24526,8.31402,3.79198,0.4443742416097405,5832000,ball,0.5,,0.2,,
5.51986,8.31402,9.56254,6.499460000000001,0.5817742507157883,5832000,ball,0.5,,0.2,,
9.04822,9.56254,8.25658,9.81742,0.7150139966338385,5832000,ball,0.5,,0.2,,
5.02594,8.25658,0.36366,2.43434,0.3560462987754786,5832000,ball,0.5,,0.2,,
6.04838,0.36366,1.79082,9.35518,0.6979783179331829,5832000,gaussian,0.5,0.34898915896659144,0.2,,
4.30226,1.79082,3.99614,4.14586,0.4646470391795657,5832000,gaussian,0.5,0.23232351958978284,0.2,,
6.25302,3.99614,5.08378,5.15022,0.5178795337876183,5832000,shell,0.5,,0.2,0.41430362703009466,0.5178795337876183
7.71554,5.08378,0.93806,2.17994,0.33692879445072826,5832000,shell,0.5,,0.2,0.2695430355605826,0.33692879445072826
0.98758,0.93806,3.77962,10.00638,0.7218622878367282,5832000,gaussian,0.5,0.3609311439183641,0.2,,
4.30066,3.77962,8.65374,8.76826,0.6757290150592405,5832000,gaussian,0.5,0.3378645075296203,0.2,,
3.48982,8.65374,8.75898,8.03502,0.6468585738187776,5832000,ball,0.5,,0.2,,
5.66914,8.75898,8.00846,4.22954,0.4693128290081274,5832000,gaussian,0.5,0.2346564145040637,0.2,,
6.85478,8.00846,4.36042,9.66558,0.7094631089852776,5832000,gaussian,0.5,0.3547315544926388,0.2,,
6.95506,4.36042,1.69534,10.20666,0.7290506169858358,5832000,ball,0.5,,0.2,,
7.63862,1.69534,1.60218,2.15182,0.3347486449751396,5832000,ball,0.5,,0.2,,
0.64674,1.60218,8.21486,3.94314,0.4531447536701256,5832000,ball,0.5,,0.2,,
3.16998,8.21486,0.81322,5.05278,0.5129571083841303,5832000,gaussian,0.5,0.25647855419206517,0.2,,
