x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,8.98235,6.89345,8.11315,17.47265,1.2788653423115977,109350000,gaussian,0.5,0.6394326711557988,0.2,,
5.48855,8.98235,6.89345,8.11315,0.78505,2.39155,0.4731350934237226,109350000,gaussian,0.5,0.2365675467118613,0.2,,
0.60085,6.89345,8.11315,0.78505,3.90635,3.58185,0.5790274149227026,109350000,shell,0.5,,0.2,0.4632219319381621,0.5790274149227026
3.29295,8.11315,0.78505,3.90635,0.64145,7.9799500000000005,0.8642621911323436,109350000,shell,0.5,,0.2,0.6914097529058749,0.8642621911323436
3.79965,0.78505,3.90635,0.64145,0.90915,9.74865,0.9552513683525218,109350000,ball,0.5,,0.2,,
2.62055,3.90635,0.64145,0.90915,9.47705,3.04355,0.5337472490228732,109350000,shell,0.5,,0.2,0.42699779921829856,0.5337472490228732
7.56485,0.64145,0.90915,9.47705,4.99035,9.58585,0.9472415584652945,109350000,ball,0.5,,0.2,,
0.12095,0.90915,9.47705,4.99035,2.70945,6.88795,0.8029535493519789,109350000,ball,0.5,,0.2,,
5.75565,9.47705,4.99035,2.70945,2.34515,3.86465,0.6014513630260623,109350000,shell,0.5,,0.2,0.48116109042084987,0.6014513630260623
0.63255,4.99035,2.70945,2.34515,9.44905,1.37555,0.3588257653569741,109350000,ball,0.5,,0.2,,
4.28885,2.70945,2.34515,9.44905,6.63435,8.949850000000001,0.9152785983694333,109350000,gaussian,0.5,0.45763929918471663,0.2,,
2.46895,2.34515,9.44905,6.63435,1.89745,8.51595,0.8928160331070427,109350000,ball,0.5,,0.2,,
0.75165,9.44905,6.63435,1.89745,0.02115,5.42065,0.7123133971244836,109350000,ball,0.5,,0.2,,
8.72455,6.63435,1.89745,0.02115,5.90105,8.58755,0.8965614650418247,109350000,ball,0.5,,0.2,,
9.17285,1.89745,0.02115,5.90105,9.23835,4.07385,0.6175156183003238,109350000,shell,0.5,,0.2,0.49401249464025904,0.6175156183003238
