x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,1.37869,1.62263,4.29453,0.3782145979206743,50000000,shell,0.5,,0.2,0.3025716783365395,0.3782145979206743
3.09771,7.79647,1.37869,1.62263,4.15701,1.27831,0.20634719041574798,50000000,ball,0.5,,0.2,,
4.12017,1.37869,1.62263,4.15701,4.78127,3.51637,0.34223762225276105,50000000,gaussian,0.5,0.17111881112638053,0.2,,
8.65859,1.62263,4.15701,4.78127,4.12829,2.3959900000000003,0.28250293707726254,50000000,ball,0.5,,0.2,,
2.75993,4.15701,4.78127,4.12829,0.18183,8.74973,0.5398558261667954,50000000,ball,0.5,,0.2,,
4.52411,4.78127,4.12829,0.18183,5.89541,5.40871,0.4244507594792582,50000000,gaussian,0.5,0.2122253797396291,0.2,,
7.51297,4.12829,0.18183,5.89541,6.99807,6.71717,0.4730136097795588,50000000,gaussian,0.5,0.2365068048897794,0.2,,
8.02419,0.18183,5.89541,6.99807,2.54189,10.17759,0.5822412123922674,50000000,gaussian,0.5,0.2911206061961337,0.2,,
7.15113,5.89541,6.99807,2.54189,0.46903,7.57293,0.5022413179918782,50000000,gaussian,0.5,0.2511206589959391,0.2,,
8.12651,6.99807,2.54189,0.46903,1.88981,3.07511,0.3200448142255871,50000000,ball,0.5,,0.2,,
8.85777,2.54189,0.46903,1.88981,9.32687,6.589969999999999,0.4685135821771403,50000000,ball,0.5,,0.2,,
0.49379,0.46903,1.88981,9.32687,4.37949,10.50319,0.5914813803522095,50000000,shell,0.5,,0.2,0.47318510428176763,0.5914813803522095
2.15033,1.88981,9.32687,4.37949,4.00423,9.88413,0.5737856613261639,50000000,gaussian,0.5,0.28689283066308197,0.2,,
1.74491,9.32687,4.37949,4.00423,7.18021,4.51751,0.38790915379434177,50000000,ball,0.5,,0.2,,
7.83457,4.37949,4.00423,7.18021,5.84767,7.61477,0.503626834012396,50000000,ball,0.5,,0.2,,
3.42739,4.00423,7.18021,5.84767,5.80109,10.33279,0.5866637694121993,50000000,gaussian,0.5,0.29333188470609967,0.2,,
8.47753,7.18021,5.84767,5.80109,9.10743,5.60333,0.4320197159126332,50000000,ball,0.5,,0.2,,
8.81931,5.84767,5.80109,9.10743,0.40661,1.57591,0.22911112218120389,50000000,shell,0.5,,0.2,0.18328889774496313,0.22911112218120389
