x1,x2,x3,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
5.28365,6.17305,8.98235,17.47265,0.020284055147094047,132860250000,shell,,0.01622724411767524,0.020284055147094047
5.48855,8.98235,6.89345,2.39155,0.007504385340277629,132860250000,shell,,0.006003508272222104,0.007504385340277629
0.60085,6.89345,8.11315,3.58185,0.009183941129205855,132860250000,shell,,0.007347152903364684,0.009183941129205855
3.29295,8.11315,0.78505,7.9799500000000005,0.013708043659068369,132860250000,ball,,,
3.79965,0.78505,3.90635,9.74865,0.015151221003437371,132860250000,gaussian,0.007575610501718686,,
2.62055,3.90635,0.64145,3.04355,0.008465753410926192,132860250000,ball,,,
7.56485,0.64145,0.90915,9.58585,0.015024177584482422,132860250000,ball,,,
0.12095,0.90915,9.47705,6.88795,0.012735628636374488,132860250000,gaussian,0.006367814318187244,,
5.75565,9.47705,4.99035,3.86465,0.009539606878284618,132860250000,ball,,,
0.63255,4.99035,2.70945,1.37555,0.00569132759477478,132860250000,ball,,,
4.28885,2.70945,2.34515,8.949850000000001,0.014517213775394501,132860250000,shell,,0.011613771020315602,0.014517213775394501
2.46895,2.34515,9.44905,8.51595,0.014160935520403279,132860250000,shell,,0.011328748416322624,0.014160935520403279
0.75165,9.44905,6.63435,5.42065,0.011297987169759818,132860250000,gaussian,0.005648993584879909,,
8.72455,6.63435,1.89745,8.58755,0.01422034173417828,132860250000,gaussian,0.00711017086708914,,
9.17285,1.89745,0.02115,4.07385,0.009794401678878037,132860250000,ball,,,
7.13695,0.02115,5.90105,7.66395,0.013433888062018891,132860250000,ball,,,
2.38765,5.90105,9.23835,4.01665,0.009725398125224625,132860250000,shell,,0.007780318500179701,0.009725398125224625
4.09655,9.23835,9.00545,3.87955,0.009557978969170185,132860250000,gaussian,0.0047789894845850925,,
6.61685,9.00545,5.53715,3.35785,0.008892134839805138,132860250000,gaussian,0.004446067419902569,,
2.92495,5.53715,2.03305,1.13195,0.0051628441559135865,132860250000,ball,,,
8.26365,2.03305,9.20235,3.25265,0.008751733021931524,132860250000,shell,,0.007001386417545219,0.008751733021931524
1.94855,9.20235,6.83345,4.45155,0.01023837474924423,132860250000,gaussian,0.005119187374622115,,
7.02085,6.83345,4.49315,1.20185,0.005319863973885179,132860250000,shell,,0.004255891179108144,0.005319863973885179
0.63295,4.49315,9.04505,7.71995,0.013482879018470586,132860250000,shell,,0.01078630321477647,0.013482879018470586
9.97965,9.04505,8.92635,10.72865,0.015894538865993034,132860250000,gaussian,0.007947269432996517,,
5.48055,8.92635,0.18145,5.50355,0.011384051507572263,132860250000,gaussian,0.0056920257537861315,,
6.78485,0.18145,6.48915,8.00585,0.013730271286821322,132860250000,shell,,0.01098421702945706,0.013730271286821322
3.06095,6.48915,6.13705,8.22795,0.013919422452058806,132860250000,gaussian,0.006959711226029403,,
3.13565,6.13705,6.81035,8.04465,0.013763502649931472,132860250000,gaussian,0.006881751324965736,,
5.89255,6.81035,5.84945,10.23555,0.015524977731812791,132860250000,gaussian,0.007762488865906396,,
8.30885,5.84945,5.12515,10.16985,0.015475071615769092,132860250000,shell,,0.012380057292615274,0.015475071615769092
5.00895,5.12515,0.50905,5.4559500000000005,0.01133471447755861,132860250000,gaussian,0.005667357238779305,,
7.33165,0.50905,7.25435,10.80065,0.015947783830868107,132860250000,gaussian,0.007973891915434054,,
2.38455,7.25435,2.63745,9.84755,0.01522788159015157,132860250000,ball,,,
9.99285,2.63745,8.00115,10.09385,0.015417140035111196,132860250000,ball,,,
3.27695,8.00115,7.36105,4.20395,0.009949566633564973,132860250000,gaussian,0.0049747833167824865,,
6.16765,7.36105,0.65835,8.59665,0.014227874199557709,132860250000,ball,,,
2.15655,0.65835,1.34545,3.5395499999999998,0.00912955101275616,132860250000,ball,,,
6.23685,1.34545,6.71715,6.17785,0.012061298714873195,132860250000,ball,,,
6.66495,6.71715,9.89305,1.27195,0.005472810538279457,132860250000,gaussian,0.0027364052691397286,,
7.24365,9.89305,3.42235,5.03265,0.010886136056399973,132860250000,gaussian,0.005443068028199986,,
0.40855,3.42235,4.77345,8.51155,0.014157276729154473,132860250000,gaussian,0.007078638364577236,,
7.44085,4.77345,6.87315,2.8218500000000004,0.008151590529165555,132860250000,ball,,,
5.97295,6.87315,9.30505,5.45995,0.01133886870834985,132860250000,gaussian,0.005669434354174925,,
2.15965,9.30505,7.94635,7.7086500000000004,0.013473007689877817,132860250000,ball,,,
0.34055,7.94635,7.72145,9.96355,0.015317308032053707,132860250000,ball,,,
0.00485,7.72145,8.06915,10.42585,0.01566863378051749,132860250000,gaussian,0.007834316890258744,,
4.00095,8.06915,4.79705,7.56795,0.013349485283141328,132860250000,shell,,0.010679588226513062,0.013349485283141328
6.51565,4.79705,2.63035,8.22465,0.013916630827125812,132860250000,shell,,0.01113330466170065,0.013916630827125812
3.15255,2.63035,6.98945,1.09555,0.005079155340383049,132860250000,ball,,,
6.32885,6.98945,3.90515,5.38985,0.011265844002911371,132860250000,ball,,,
5.54895,3.90515,3.56905,10.39595,0.015646149833098543,132860250000,ball,,,
9.91165,3.56905,1.87435,2.18065,0.00716586095169151,132860250000,shell,,0.0057326887613532084,0.00716586095169151
8.04455,1.87435,1.37745,3.10755,0.008554299595718302,132860250000,gaussian,0.004277149797859151,,
4.81285,1.37745,1.98115,10.11385,0.015432406272170312,132860250000,ball,,,
7.41695,1.98115,0.82105,8.74395,0.01434925080852239,132860250000,shell,,0.011479400646817912,0.01434925080852239
5.94765,0.82105,6.07835,9.17665,0.014700004842316872,132860250000,gaussian,0.007350002421158436,,
2.21655,6.07835,1.68545,5.19955,0.01106517465398732,132860250000,gaussian,0.00553258732699366,,
9.85685,1.68545,3.89715,2.9978499999999997,0.008401954846439056,132860250000,shell,,0.006721563877151245,0.008401954846439056
8.40495,3.89715,9.75305,9.411950000000001,0.0148872746140719,132860250000,ball,,,
2.22365,9.75305,1.64235,2.81265,0.008138291477399832,132860250000,ball,,,
0.86855,1.64235,0.71345,4.57155,0.010375454516719756,132860250000,ball,,,
1.86085,0.71345,5.25315,8.441849999999999,0.014099191502647922,132860250000,ball,,,
9.31295,5.25315,1.56505,1.19995,0.005315657234469466,132860250000,shell,,0.004252525787575573,0.005315657234469466
0.33965,1.56505,0.96635,10.688649999999999,0.01586488111485166,132860250000,shell,,0.01269190489188133,0.01586488111485166
7.20055,0.96635,3.26145,6.4235500000000005,0.012298805923069946,132860250000,ball,,,
7.22485,3.26145,5.64915,6.84585,0.012696648115085767,132860250000,gaussian,0.0063483240575428835,,
2.94095,5.64915,5.45705,4.90795,0.010750420668114626,132860250000,gaussian,0.005375210334057313,,
5.89565,5.45705,2.45035,4.40465,0.010184297940640217,132860250000,ball,,,
2.41255,2.45035,6.12945,3.95555,0.009651144834995136,132860250000,shell,,0.007720915867996109,0.009651144834995136
8.34885,6.12945,8.68515,4.60985,0.010418826138356646,132860250000,shell,,0.008335060910685317,0.010418826138356646
4.08895,8.68515,8.62905,3.33595,0.008863090017364678,132860250000,gaussian,0.004431545008682339,,
8.49165,8.62905,0.49435,9.560649999999999,0.015004416247102942,132860250000,gaussian,0.007502208123551471,,
5.70455,0.49435,8.11745,8.367550000000001,0.014037008145569647,132860250000,gaussian,0.007018504072784823,,
3.63285,8.11745,1.96115,4.133850000000001,0.009866264425226407,132860250000,shell,,0.007893011540181126,0.009866264425226407
9.55695,1.96115,6.28105,1.28395,0.00549856609309723,132860250000,shell,,0.004398852874477784,0.00549856609309723
1.72765,6.28105,5.49835,5.7566500000000005,0.011642876924163605,132860250000,ball,,,
4.27655,5.49835,0.02545,8.859549999999999,0.01444379199730038,132860250000,ball,,,
7.47685,0.02545,7.07715,3.81785,0.009481669748120179,132860250000,shell,,0.007585335798496143,0.009481669748120179
8.14495,7.07715,1.61305,5.55195,0.011433999450140953,132860250000,ball,,,
3.20365,1.61305,3.86235,6.59265,0.012459637403701299,132860250000,shell,,0.00996770992296104,0.012459637403701299
3.32855,3.86235,4.65345,2.63155,0.007871929698650188,132860250000,ball,,,
0.28085,4.65345,9.63315,8.06185,0.01377820843845711,132860250000,shell,,0.011022566750765688,0.01377820843845711
0.65295,9.63315,5.82505,4.93995,0.010785410280595499,132860250000,ball,,,
4.51965,5.82505,7.98635,9.66865,0.015088925473559387,132860250000,shell,,0.01207114037884751,0.015088925473559387
6.06055,7.98635,6.80145,4.88355,0.010723664374978013,132860250000,gaussian,0.0053618321874890065,,
8.44485,6.80145,9.22915,7.2658499999999995,0.013080327197255649,132860250000,ball,,,
9.88095,9.22915,8.11705,10.24795,0.01553437886094197,132860250000,gaussian,0.007767189430470985,,
1.27565,8.11705,6.27035,6.58465,0.012452075394763526,132860250000,ball,,,
3.67255,6.27035,3.26945,8.81555,0.014407880586320589,132860250000,gaussian,0.0072039402931602945,,
4.36885,3.26945,9.46515,7.8298499999999995,0.013578509952247738,132860250000,ball,,,
0.62895,9.46515,5.68905,4.27595,0.01003440678611768,132860250000,ball,,,
3.07165,5.68905,3.11435,2.9406499999999998,0.008321412721918947,132860250000,shell,,0.006657130177535157,0.008321412721918947
5.36455,3.11435,2.85745,5.62755,0.01151158368544639,132860250000,gaussian,0.005755791842723195,,
6.45285,2.85745,7.94115,2.1538500000000003,0.007121690914822998,132860250000,shell,,0.005697352731858399,0.007121690914822998
