x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,1.37869,1.62263,4.29453,0.08093564755313228,400000000,ball,0.5,,0.2,,
3.09771,7.79647,1.37869,1.62263,4.15701,1.27831,0.04415705678438896,400000000,shell,0.5,,0.2,0.03532564542751117,0.04415705678438896
4.12017,1.37869,1.62263,4.15701,4.78127,3.51637,0.07323679129878811,400000000,ball,0.5,,0.2,,
8.65859,1.62263,4.15701,4.78127,4.12829,2.3959900000000003,0.06045392820296581,400000000,gaussian,0.5,0.030226964101482904,0.2,,
2.75993,4.15701,4.78127,4.12829,0.18183,8.74973,0.11552589750992363,400000000,ball,0.5,,0.2,,
4.52411,4.78127,4.12829,0.18183,5.89541,5.40871,0.09082990783998693,400000000,gaussian,0.5,0.045414953919993464,0.2,,
7.51297,4.12829,0.18183,5.89541,6.99807,6.71717,0.10122206551367095,400000000,ball,0.5,,0.2,,
8.02419,0.18183,5.89541,6.99807,2.54189,10.17759,0.12459611505257832,400000000,shell,0.5,,0.2,0.09967689204206266,0.12459611505257832
7.15113,5.89541,6.99807,2.54189,0.46903,7.57293,0.10747661915507804,400000000,shell,0.5,,0.2,0.08598129532406244,0.10747661915507804
8.12651,6.99807,2.54189,0.46903,1.88981,3.07511,0.06848766395527295,400000000,ball,0.5,,0.2,,
8.85777,2.54189,0.46903,1.88981,9.32687,6.589969999999999,0.10025908669156557,400000000,shell,0.5,,0.2,0.08020726935325245,0.10025908669156557
0.49379,0.46903,1.88981,9.32687,4.37949,10.50319,0.12657345538118847,400000000,gaussian,0.5,0.06328672769059424,0.2,,
2.15033,1.88981,9.32687,4.37949,4.00423,9.88413,0.12278667801678946,400000000,gaussian,0.5,0.06139333900839473,0.2,,
1.74491,9.32687,4.37949,4.00423,7.18021,4.51751,0.08301022416040502,400000000,shell,0.5,,0.2,0.06640817932832402,0.08301022416040502
7.83457,4.37949,4.00423,7.18021,5.84767,7.61477,0.10777311124431087,400000000,gaussian,0.5,0.053886555622155434,0.2,,
3.42739,4.00423,7.18021,5.84767,5.80109,10.33279,0.12554251563631233,400000000,shell,0.5,,0.2,0.10043401250904987,0.12554251563631233
8.47753,7.18021,5.84767,5.80109,9.10743,5.60333,0.09244961896061676,400000000,ball,0.5,,0.2,,
8.81931,5.84767,5.80109,9.10743,0.40661,1.57591,0.04902840117041108,400000000,ball,0.5,,0.2,,
5.32337,5.80109,9.10743,0.40661,7.84047,7.47157,0.10675493492686589,400000000,ball,0.5,,0.2,,
6.58499,9.10743,0.40661,7.84047,7.36669,3.02639,0.06794296133971663,400000000,gaussian,0.5,0.03397148066985831,0.2,,
1.65273,0.40661,7.84047,7.36669,2.89863,7.45053,0.10660451758908869,400000000,shell,0.5,,0.2,0.08528361407127096,0.10660451758908869
2.38971,7.84047,7.36669,2.89863,7.80901,1.69031,0.05077678573151351,400000000,gaussian,0.5,0.025388392865756754,0.2,,
1.40417,7.36669,2.89863,7.80901,1.78527,5.040369999999999,0.08768256267499706,400000000,gaussian,0.5,0.04384128133749853,0.2,,
8.12659,2.89863,7.80901,1.78527,0.03629,4.34399,0.081400380270029,400000000,gaussian,0.5,0.0407001901350145,0.2,,
3.99593,7.80901,1.78527,0.03629,3.29783,2.94573,0.06703143150937439,400000000,ball,0.5,,0.2,,
9.09611,1.78527,0.03629,3.29783,7.22741,1.9007100000000001,0.053844327255473556,400000000,shell,0.5,,0.2,0.04307546180437885,0.053844327255473556
3.35697,0.03629,3.29783,7.22741,7.36207,8.40117,0.11320142966627449,400000000,gaussian,0.5,0.05660071483313724,0.2,,
0.61219,3.29783,7.22741,7.36207,1.16989,8.44559,0.11350030341071395,400000000,ball,0.5,,0.2,,
6.62713,7.22741,7.36207,1.16989,1.02503,6.40893,0.0988723347012083,400000000,ball,0.5,,0.2,,
3.17851,7.36207,1.16989,1.02503,2.10181,2.84711,0.06589980791266746,400000000,ball,0.5,,0.2,,
3.66177,1.16989,1.02503,2.10181,5.45087,2.83397,0.06574756144308087,400000000,ball,0.5,,0.2,,
7.00179,1.02503,2.10181,5.45087,0.52749,3.89119,0.07704123639025998,400000000,ball,0.5,,0.2,,
1.46633,2.10181,5.45087,0.52749,1.60023,10.96013,0.12929742565252228,400000000,ball,0.5,,0.2,,
0.47691,5.45087,0.52749,1.60023,5.47221,2.76951,0.06499553069155813,400000000,ball,0.5,,0.2,,
7.99857,0.52749,1.60023,5.47221,6.13167,8.81877,0.11598078218630467,400000000,gaussian,0.5,0.057990391093152335,0.2,,
6.65539,1.60023,5.47221,6.13167,6.26909,9.64079,0.12126580017554765,400000000,gaussian,0.5,0.060632900087773826,0.2,,
3.23353,5.47221,6.13167,6.26909,7.34343,10.51933,0.1266706692445543,400000000,shell,0.5,,0.2,0.10133653539564345,0.1266706692445543
2.43131,6.13167,6.26909,7.34343,3.97861,1.50791,0.0479589577068236,400000000,gaussian,0.5,0.0239794788534118,0.2,,
3.24737,6.26909,7.34343,3.97861,6.68447,10.03557,0.12372374226697659,400000000,gaussian,0.5,0.061861871133488296,0.2,,
