x1,x2,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
1.05673,1.23461,4.29453,0.02567111277512613,216000000,ball,,,
3.09771,7.79647,1.27831,0.014005704764214585,216000000,gaussian,0.007002852382107292,,
4.12017,1.37869,3.51637,0.023229194867259766,216000000,gaussian,0.011614597433629883,,
8.65859,1.62263,2.3959900000000003,0.019174735181786442,216000000,gaussian,0.009587367590893221,,
2.75993,4.15701,8.74973,0.03664242435915543,216000000,gaussian,0.018321212179577714,,
4.52411,4.78127,5.40871,0.028809367417291745,216000000,gaussian,0.014404683708645873,,
7.51297,4.12829,6.71717,0.032105544808630974,216000000,gaussian,0.016052772404315487,,
8.02419,0.18183,10.17759,0.03951930969301973,216000000,ball,,,
7.15113,5.89541,7.57293,0.03408935981154712,216000000,ball,,,
8.12651,6.99807,3.07511,0.021722869937459473,216000000,gaussian,0.010861434968729737,,
8.85777,2.54189,6.589969999999999,0.03180010785112598,216000000,ball,,,
0.49379,0.46903,10.50319,0.04014648113236891,216000000,gaussian,0.020073240566184456,,
2.15033,1.88981,9.88413,0.038945393704088734,216000000,ball,,,
1.74491,9.32687,4.51751,0.02632912555016417,216000000,ball,,,
7.83457,4.37949,7.61477,0.03418340096757336,216000000,shell,,0.027346720774058687,0.03418340096757336
3.42739,4.00423,10.33279,0.039819488376331445,216000000,gaussian,0.019909744188165723,,
8.47753,7.18021,5.60333,0.029323106271527986,216000000,ball,,,
8.81931,5.84767,1.57591,0.0155507944111215,216000000,gaussian,0.00777539720556075,,
5.32337,5.80109,7.47157,0.03386045650663068,216000000,gaussian,0.01693022825331534,,
6.58499,9.10743,3.02639,0.02155010153817444,216000000,gaussian,0.01077505076908722,,
1.65273,0.40661,7.45053,0.033812747239352896,216000000,shell,,0.02705019779148232,0.033812747239352896
2.38971,7.84047,1.69031,0.01610534581831059,216000000,gaussian,0.008052672909155295,,
1.40417,7.36669,5.040369999999999,0.0278110946522575,216000000,gaussian,0.01390554732612875,,
8.12659,2.89863,4.34399,0.025818516377202883,216000000,gaussian,0.012909258188601442,,
3.99593,7.80901,2.94573,0.02126098313633246,216000000,gaussian,0.01063049156816623,,
9.09611,1.78527,1.9007100000000001,0.01707830651961671,216000000,ball,,,
3.35697,0.03629,8.40117,0.03590515125440516,216000000,shell,,0.02872412100352413,0.03590515125440516
0.61219,3.29783,8.44559,0.03599994782218442,216000000,ball,,,
6.62713,7.22741,6.40893,0.031360258812885795,216000000,gaussian,0.015680129406442898,,
3.17851,7.36207,2.84711,0.020902055545730474,216000000,shell,,0.01672164443658438,0.020902055545730474
3.66177,1.16989,2.83397,0.02085376611568908,216000000,ball,,,
7.00179,1.02503,3.89119,0.024435886133006852,216000000,shell,,0.019548708906405483,0.024435886133006852
