x1,x2,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
1.05673,1.23461,4.29453,0.03097875645554467,125000000,shell,,0.02478300516443574,0.03097875645554467
3.09771,7.79647,1.27831,0.01690146121360466,125000000,ball,,,
4.12017,1.37869,3.51637,0.028031958596999036,125000000,ball,,,
8.65859,1.62263,2.3959900000000003,0.023139217084180635,125000000,ball,,,
2.75993,4.15701,8.74973,0.044218447018895005,125000000,gaussian,0.022109223509447502,,
4.52411,4.78127,5.40871,0.03476586249597043,125000000,gaussian,0.017382931247985216,,
7.51297,4.12829,6.71717,0.03874354268206314,125000000,shell,,0.030994834145650515,0.03874354268206314
8.02419,0.18183,10.17759,0.047690144209780516,125000000,shell,,0.03815211536782442,0.047690144209780516
7.15113,5.89541,7.57293,0.04113752234186747,125000000,gaussian,0.020568761170933734,,
8.12651,6.99807,3.07511,0.02621419270769121,125000000,ball,,,
8.85777,2.54189,6.589969999999999,0.03837495495460639,125000000,ball,,,
0.49379,0.46903,10.50319,0.04844698679177787,125000000,gaussian,0.024223493395888935,,
2.15033,1.88981,9.88413,0.04699756793532064,125000000,ball,,,
1.74491,9.32687,4.51751,0.03177281698891944,125000000,ball,,,
7.83457,4.37949,7.61477,0.04125100702384656,125000000,shell,,0.03300080561907725,0.04125100702384656
3.42739,4.00423,10.33279,0.04805238648594979,125000000,ball,,,
8.47753,7.18021,5.60333,0.03538581968234358,125000000,shell,,0.028308655745874867,0.03538581968234358
8.81931,5.84767,1.57591,0.018766006638370636,125000000,ball,,,
5.32337,5.80109,7.47157,0.0408612920203776,125000000,ball,,,
6.58499,9.10743,3.02639,0.026005703492145735,125000000,shell,,0.02080456279371659,0.026005703492145735
1.65273,0.40661,7.45053,0.040803718599832194,125000000,gaussian,0.020401859299916097,,
2.38971,7.84047,1.69031,0.01943521459736633,125000000,ball,,,
1.40417,7.36669,5.040369999999999,0.033561191349257856,125000000,ball,,,
8.12659,2.89863,4.34399,0.031156636562628705,125000000,gaussian,0.015578318281314353,,
3.99593,7.80901,2.94573,0.02565680827143846,125000000,gaussian,0.01282840413571923,,
9.09611,1.78527,1.9007100000000001,0.020609340272034524,125000000,gaussian,0.010304670136017262,,
3.35697,0.03629,8.40117,0.04332873864694581,125000000,gaussian,0.021664369323472904,,
0.61219,3.29783,8.44559,0.04344313492621037,125000000,ball,,,
6.62713,7.22741,6.40893,0.03784416470985895,125000000,gaussian,0.018922082354929474,,
3.17851,7.36207,2.84711,0.02522367042845379,125000000,ball,,,
3.66177,1.16989,2.83397,0.02516539689330424,125000000,gaussian,0.01258269844665212,,
7.00179,1.02503,3.89119,0.029488139915123772,125000000,gaussian,0.014744069957561886,,
1.46633,2.10181,10.96013,0.049489607863937655,125000000,ball,,,
0.47691,5.45087,2.76951,0.024877551201043485,125000000,gaussian,0.012438775600521743,,
7.99857,0.52749,8.81877,0.04439255771092001,125000000,shell,,0.03551404616873601,0.04439255771092001
6.65539,1.60023,9.64079,0.04641543996492867,125000000,ball,,,
3.23353,5.47221,10.51933,0.048484196163523924,125000000,gaussian,0.024242098081761962,,
2.43131,6.13167,1.50791,0.0183566687309955,125000000,gaussian,0.00917833436549775,,
3.24737,6.26909,10.03557,0.04735623665630279,125000000,ball,,,
1.33299,7.34343,1.05439,0.015349944130757538,125000000,gaussian,0.007674972065378769,,
1.44873,3.97861,1.80653,0.020092258127688733,125000000,ball,,,
0.08171,6.68447,4.50231,0.03171931918325466,125000000,shell,,0.025375455346603727,0.03171931918325466
5.48817,0.95469,1.36437,0.01746112577703352,125000000,shell,,0.013968900621626815,0.01746112577703352
1.19459,9.37463,5.89199,0.03628583826467969,125000000,gaussian,0.018142919132339844,,
2.43193,1.86101,6.34173,0.03764523684997845,125000000,gaussian,0.018822618424989224,,
8.06811,9.58927,6.79271,0.03896078483299725,125000000,ball,,,
8.00097,7.54429,6.88517,0.039225048913885945,125000000,ball,,,
0.80019,9.61383,10.313590000000001,0.04800772116288574,125000000,shell,,0.038406176930308594,0.04800772116288574
1.30313,4.95941,2.4449300000000003,0.023374340955014766,125000000,ball,,,
8.63051,0.52607,7.0191099999999995,0.039604741609105557,125000000,gaussian,0.019802370804552778,,
9.26577,5.39789,7.8779699999999995,0.041957859201512446,125000000,gaussian,0.020978929600756223,,
5.10979,2.78103,4.87919,0.03302022475992082,125000000,gaussian,0.01651011237996041,,
3.98233,4.71381,7.236129999999999,0.040212339471758514,125000000,gaussian,0.020106169735879257,,
5.60891,6.37487,1.42151,0.017823012822243238,125000000,gaussian,0.008911506411121619,,
0.96257,6.27549,10.82277,0.04917851091338123,125000000,ball,,,
5.48339,8.39623,10.54879,0.04855204011253536,125000000,shell,,0.03884163209002829,0.04855204011253536
9.18953,2.16421,8.63533,0.04392842468685298,125000000,shell,,0.035142739749482385,0.04392842468685298
8.44331,3.21567,7.83991,0.04185638321548814,125000000,shell,,0.03348510657239051,0.04185638321548814
5.97137,0.33709,5.39957,0.034736475235442606,125000000,ball,,,
5.68099,2.77943,4.68239,0.03234744266311075,125000000,shell,,0.0258779541304886,0.03234744266311075
0.44473,1.95061,7.36253,0.04056203156185378,125000000,ball,,,
6.17371,4.32847,9.71431,0.04659208430801845,125000000,shell,,0.03727366744641476,0.04659208430801845
6.37217,2.14269,2.4883699999999997,0.023581077105316508,125000000,shell,,0.018864861684253206,0.023581077105316508
7.86259,1.05063,7.0399899999999995,0.039663604693637194,125000000,shell,,0.031730883754909754,0.039663604693637194
8.06793,6.31301,8.937729999999998,0.04469096942784222,125000000,gaussian,0.02234548471392111,,
1.44011,8.19327,10.084710000000001,0.04747203694122653,125000000,gaussian,0.023736018470613265,,
1.44497,6.65229,2.16917,0.022016737002586894,125000000,ball,,,
8.58819,9.12983,5.78159,0.03594428136791308,125000000,ball,,,
1.17913,9.09141,5.68093,0.03563000464094902,125000000,gaussian,0.01781500232047451,,
4.48251,6.49007,5.59111,0.03534721310987469,125000000,gaussian,0.017673606554937344,,
5.66977,5.22589,1.72197,0.019616383817885313,125000000,shell,,0.01569310705430825,0.019616383817885313
4.81779,5.73703,3.46719,0.027835240667625872,125000000,ball,,,
9.69833,9.72581,8.71213,0.0441233353049758,125000000,shell,,0.03529866824398064,0.0441233353049758
7.14091,2.09887,10.473510000000001,0.04837848742073951,125000000,gaussian,0.024189243710369755,,
6.72657,1.62349,3.62677,0.02846860372934818,125000000,ball,,,
9.91139,4.39223,3.05679,0.02613599039726184,125000000,gaussian,0.01306799519863092,,
6.34553,7.25621,9.951329999999999,0.047157060308410194,125000000,shell,,0.03772564824672816,0.047157060308410194
6.85531,7.09967,10.57191,0.04860521724357249,125000000,ball,,,
3.49537,8.00509,3.56357,0.028219467021583167,125000000,shell,,0.022575573617266535,0.028219467021583167
9.62899,5.41543,3.91039,0.029560800926152493,125000000,ball,,,
8.64073,4.32261,4.11853,0.03033732449035365,125000000,ball,,,
0.66571,0.77247,7.32631,0.04046213600134398,125000000,shell,,0.03236970880107519,0.04046213600134398
4.05617,0.93069,8.41237,0.04335761083037203,125000000,gaussian,0.021678805415186016,,
8.13059,7.92663,7.787990000000001,0.04171755551399926,125000000,shell,,0.03337404441119941,0.04171755551399926
0.90393,1.16501,10.733730000000001,0.048975794872624705,125000000,gaussian,0.024487897436312352,,
9.21211,7.59727,1.77671,0.019925738813989867,125000000,ball,,,
3.68897,7.36029,4.253170000000001,0.030829219571239557,125000000,gaussian,0.015414609785619779,,
3.97619,1.84583,4.84959,0.03291991246080751,125000000,shell,,0.02633592996864601,0.03291991246080751
6.25513,9.62341,6.11693,0.036971997520851854,125000000,gaussian,0.018485998760425927,,
0.73451,5.25407,8.56311,0.04374434533536028,125000000,shell,,0.03499547626828822,0.04374434533536028
2.87377,0.65389,4.36597,0.031235361280993724,125000000,ball,,,
6.12579,9.89303,9.655190000000001,0.04645009132331361,125000000,shell,,0.03716007305865089,0.04645009132331361
8.61433,7.13781,5.38813,0.03469965786074967,125000000,ball,,,
5.07291,2.62287,9.92551,0.04709584305779255,125000000,ball,,,
5.29057,6.57149,7.23077,0.040197443521291114,125000000,ball,,,
9.93939,9.58823,7.16479,0.04001362454982284,125000000,shell,,0.03201089963985827,0.04001362454982284
4.70153,0.74821,4.4673300000000005,0.031595859747873184,125000000,shell,,0.025276687798298548,0.031595859747873184
7.66731,7.78367,9.70391,0.04656713722292519,125000000,gaussian,0.023283568611462593,,
5.81937,9.27309,4.52757,0.03180817460727453,125000000,gaussian,0.015904087303637265,,
3.17699,5.25143,8.73839,0.04418978329068702,125000000,shell,,0.03535182663254962,0.04418978329068702
6.03673,1.09461,2.07453,0.02153109016974301,125000000,gaussian,0.010765545084871505,,
3.55771,6.01647,7.33831,0.040495259563680046,125000000,shell,,0.03239620765094404,0.040495259563680046
8.54017,7.31869,9.136370000000001,0.045184866083804634,125000000,shell,,0.03614789286704371,0.045184866083804634
1.99859,0.00263,8.13599,0.04263942730480754,125000000,ball,,,
0.93993,6.41701,1.72973,0.01966053442058135,125000000,gaussian,0.009830267210290676,,
1.38411,7.80127,1.86871,0.02043511634937108,125000000,ball,,,
4.73297,9.66829,3.13717,0.026477390862493316,125000000,gaussian,0.013238695431246658,,
6.96419,7.76183,7.51759,0.04098693830195136,125000000,ball,,,
6.53113,6.55541,3.75293,0.028959522181568543,125000000,gaussian,0.014479761090784271,,
7.38651,6.81807,5.93511,0.03641837354514521,125000000,shell,,0.02913469883611617,0.03641837354514521
0.87777,1.68189,5.80997,0.036032392936931175,125000000,gaussian,0.018016196468465587,,
9.03379,5.24903,3.44319,0.027738735161278085,125000000,gaussian,0.013869367580639043,,
0.73033,6.94981,7.26413,0.040290064609635426,125000000,ball,,,
9.40491,7.94687,9.77751,0.046743399528510296,125000000,shell,,0.037394719622808235,0.046743399528510296
6.65457,1.11949,1.63477,0.01911324776423482,125000000,gaussian,0.00955662388211741,,
5.56739,3.98423,2.87279,0.0253371696956819,125000000,ball,,,
4.25753,2.64021,2.1833299999999998,0.022088481004826577,125000000,gaussian,0.011044240502413288,,
0.87931,5.26767,5.23591,0.03420599645403422,125000000,ball,,,
2.94337,4.14109,8.29157,0.04304518173241286,125000000,ball,,,
6.32499,2.28743,9.16639,0.04525903871810211,125000000,gaussian,0.022629519359051053,,
2.63273,2.26661,1.23053,0.01658258618004442,125000000,gaussian,0.00829129309002221,,
4.84971,0.06047,9.75031,0.046678336647541244,125000000,shell,,0.037342669318033,0.046678336647541244
9.82417,1.30669,4.66037,0.0322712924396742,125000000,gaussian,0.0161356462198371,,
9.46659,7.27863,8.08399,0.04250294702427339,125000000,ball,,,
8.17593,2.06901,1.9257300000000002,0.020744542340080923,125000000,gaussian,0.010372271170040461,,
