x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
5.28365,6.17305,8.98235,6.89345,8.11315,17.47265,0.03943230143793093,874800000000,gaussian,0.019716150718965465,,
5.48855,8.98235,6.89345,8.11315,0.78505,2.39155,0.014588561443869422,874800000000,gaussian,0.007294280721934711,,
0.60085,6.89345,8.11315,0.78505,3.90635,3.58185,0.0178536260313283,874800000000,ball,,,
3.29295,8.11315,0.78505,3.90635,0.64145,7.9799500000000005,0.026648503258784567,874800000000,ball,,,
3.79965,0.78505,3.90635,0.64145,0.90915,9.74865,0.02945404700528261,874800000000,gaussian,0.014727023502641306,,
2.62055,3.90635,0.64145,0.90915,9.47705,3.04355,0.01645746562894048,874800000000,gaussian,0.00822873281447024,,
7.56485,0.64145,0.90915,9.47705,4.99035,9.58585,0.02920707398358608,874800000000,ball,,,
0.12095,0.90915,9.47705,4.99035,2.70945,6.88795,0.024758123745439033,874800000000,gaussian,0.012379061872719517,,
5.75565,9.47705,4.99035,2.70945,2.34515,3.86465,0.01854504196996178,874800000000,shell,,0.014836033575969423,0.01854504196996178
0.63255,4.99035,2.70945,2.34515,9.44905,1.37555,0.01106396840630385,874800000000,ball,,,
4.28885,2.70945,2.34515,9.44905,6.63435,8.949850000000001,0.02822153388358588,874800000000,gaussian,0.01411076694179294,,
2.46895,2.34515,9.44905,6.63435,1.89745,8.51595,0.027528927230492328,874800000000,ball,,,
0.75165,9.44905,6.63435,1.89745,0.02115,5.42065,0.021963341772104662,874800000000,gaussian,0.010981670886052331,,
8.72455,6.63435,1.89745,0.02115,5.90105,8.58755,0.02764441319776439,874800000000,shell,,0.022115530558211513,0.02764441319776439
9.17285,1.89745,0.02115,5.90105,9.23835,4.07385,0.019040364296240137,874800000000,gaussian,0.009520182148120069,,
7.13695,0.02115,5.90105,9.23835,9.00545,7.66395,0.026115543450434823,874800000000,shell,,0.02089243476034786,0.026115543450434823
2.38765,5.90105,9.23835,9.00545,5.53715,4.01665,0.01890622105376628,874800000000,shell,,0.015124976843013026,0.01890622105376628
4.09655,9.23835,9.00545,5.53715,2.03305,3.87955,0.018580757403616005,874800000000,shell,,0.014864605922892805,0.018580757403616005
6.61685,9.00545,5.53715,2.03305,9.20235,3.35785,0.017286353191568658,874800000000,gaussian,0.008643176595784329,,
2.92495,5.53715,2.03305,9.20235,6.83345,1.13195,0.010036594041808768,874800000000,shell,,0.008029275233447014,0.010036594041808768
8.26365,2.03305,9.20235,6.83345,4.49315,3.25265,0.017013411377681954,874800000000,shell,,0.013610729102145565,0.017013411377681954
1.94855,9.20235,6.83345,4.49315,9.04505,4.45155,0.019903450095112636,874800000000,shell,,0.01592276007609011,0.019903450095112636
7.02085,6.83345,4.49315,9.04505,8.92635,1.20185,0.01034184132836389,874800000000,gaussian,0.005170920664181945,,
0.63295,4.49315,9.04505,8.92635,0.18145,7.71995,0.026210782107031184,874800000000,gaussian,0.013105391053515592,,
9.97965,9.04505,8.92635,0.18145,6.48915,10.72865,0.030899060529843675,874800000000,shell,,0.02471924842387494,0.030899060529843675
5.48055,8.92635,0.18145,6.48915,6.13705,5.50355,0.022130651261605946,874800000000,ball,,,
6.78485,0.18145,6.48915,6.13705,6.81035,8.00585,0.026691713874780656,874800000000,ball,,,
3.06095,6.48915,6.13705,6.81035,5.84945,8.22795,0.027059424656026926,874800000000,gaussian,0.013529712328013463,,
3.13565,6.13705,6.81035,5.84945,5.12515,8.04465,0.02675631580560022,874800000000,shell,,0.02140505264448018,0.02675631580560022
5.89255,6.81035,5.84945,5.12515,0.50905,10.23555,0.030180631895280103,874800000000,ball,,,
8.30885,5.84945,5.12515,0.50905,7.25435,10.16985,0.030083614164004936,874800000000,shell,,0.02406689133120395,0.030083614164004936
5.00895,5.12515,0.50905,7.25435,2.63745,5.4559500000000005,0.02203473983632917,874800000000,gaussian,0.011017369918164585,,
7.33165,0.50905,7.25435,2.63745,8.00115,10.80065,0.03100256899941647,874800000000,shell,,0.024802055199533178,0.03100256899941647
2.38455,7.25435,2.63745,8.00115,7.36105,9.84755,0.029603075557108255,874800000000,gaussian,0.014801537778554127,,
9.99285,2.63745,8.00115,7.36105,0.65835,10.09385,0.029970994890653906,874800000000,gaussian,0.014985497445326953,,
3.27695,8.00115,7.36105,0.65835,1.34545,4.20395,0.01934200571958712,874800000000,gaussian,0.00967100285979356,,
6.16765,7.36105,0.65835,1.34545,6.71715,8.59665,0.027659056346940356,874800000000,shell,,0.022127245077552288,0.027659056346940356
2.15655,0.65835,1.34545,6.71715,9.89305,3.5395499999999998,0.017747891381548676,874800000000,gaussian,0.008873945690774338,,
6.23685,1.34545,6.71715,9.89305,3.42235,6.17785,0.023447223112383685,874800000000,ball,,,
6.66495,6.71715,9.89305,3.42235,4.77345,1.27195,0.010639170190238688,874800000000,ball,,,
