x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
1.05673,1.23461,7.79647,1.37869,1.62263,4.29453,0.6648170097706526,1350000,ball,0.5,,0.2,,
3.09771,7.79647,1.37869,1.62263,4.15701,1.27831,0.36271239360133173,1350000,ball,0.5,,0.2,,
4.12017,1.37869,1.62263,4.15701,4.78127,3.51637,0.6015775009953988,1350000,shell,0.5,,0.2,0.48126200079631903,0.6015775009953988
8.65859,1.62263,4.15701,4.78127,4.12829,2.3959900000000003,0.4965772313170309,1350000,shell,0.5,,0.2,0.39726178505362475,0.4965772313170309
2.75993,4.15701,4.78127,4.12829,0.18183,8.74973,0.9489462808486043,1350000,shell,0.5,,0.2,0.7591570246788835,0.9489462808486043
4.52411,4.78127,4.12829,0.18183,5.89541,5.40871,0.746089881943338,1350000,gaussian,0.5,0.373044940971669,0.2,,
7.51297,4.12829,0.18183,5.89541,6.99807,6.71717,0.8314525546166893,1350000,gaussian,0.5,0.41572627730834466,0.2,,
8.02419,0.18183,5.89541,6.99807,2.54189,10.17759,1.0234503478077084,1350000,gaussian,0.5,0.5117251739038542,0.2,,
7.15113,5.89541,6.99807,2.54189,0.46903,7.57293,0.8828283547126939,1350000,gaussian,0.5,0.44141417735634697,0.2,,
8.12651,6.99807,2.54189,0.46903,1.88981,3.07511,0.5625674882879188,1350000,shell,0.5,,0.2,0.4500539906303351,0.5625674882879188
8.85777,2.54189,0.46903,1.88981,9.32687,6.589969999999999,0.8235425085450336,1350000,shell,0.5,,0.2,0.658834006836027,0.8235425085450336
0.49379,0.46903,1.88981,9.32687,4.37949,10.50319,1.0396925046855234,1350000,ball,0.5,,0.2,,
2.15033,1.88981,9.32687,4.37949,4.00423,9.88413,1.0085873726432517,1350000,shell,0.5,,0.2,0.8068698981146014,1.0085873726432517
1.74491,9.32687,4.37949,4.00423,7.18021,4.51751,0.6818578793785939,1350000,shell,0.5,,0.2,0.5454863035028751,0.6818578793785939
7.83457,4.37949,4.00423,7.18021,5.84767,7.61477,0.8852637832308263,1350000,gaussian,0.5,0.44263189161541316,0.2,,
