x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,8.98235,17.47265,0.06988362174578513,11664000000,ball,0.5,,0.2,,
5.48855,8.98235,6.89345,2.39155,0.025854476471866065,11664000000,shell,0.5,,0.2,0.020683581177492853,0.025854476471866065
0.60085,6.89345,8.11315,3.58185,0.03164096445975833,11664000000,ball,0.5,,0.2,,
3.29295,8.11315,0.78505,7.9799500000000005,0.04722762440735542,11664000000,gaussian,0.5,0.02361381220367771,0.2,,
3.79965,0.78505,3.90635,9.74865,0.05219972978345517,11664000000,shell,0.5,,0.2,0.04175978382676414,0.05219972978345517
2.62055,3.90635,0.64145,3.04355,0.02916662890492156,11664000000,gaussian,0.5,0.01458331445246078,0.2,,
7.56485,0.64145,0.90915,9.58585,0.05176203356486591,11664000000,gaussian,0.5,0.025881016782432955,0.2,,
0.12095,0.90915,9.47705,6.88795,0.043877412473249444,11664000000,ball,0.5,,0.2,,
5.75565,9.47705,4.99035,3.86465,0.03286632154424212,11664000000,ball,0.5,,0.2,,
0.63255,4.99035,2.70945,1.37555,0.01960804099477958,11664000000,ball,0.5,,0.2,,
4.28885,2.70945,2.34515,8.949850000000001,0.05001541698271872,11664000000,ball,0.5,,0.2,,
2.46895,2.34515,9.44905,8.51595,0.048787949662821295,11664000000,gaussian,0.5,0.024393974831410647,0.2,,
0.75165,9.44905,6.63435,5.42065,0.03892437957472922,11664000000,gaussian,0.5,0.01946218978736461,0.2,,
8.72455,6.63435,1.89745,8.58755,0.04899261886445262,11664000000,gaussian,0.5,0.02449630943222631,0.2,,
9.17285,1.89745,0.02115,4.07385,0.033744153089184166,11664000000,gaussian,0.5,0.016872076544592083,0.2,,
7.13695,0.02115,5.90105,7.66395,0.0462830900967967,11664000000,gaussian,0.5,0.02314154504839835,0.2,,
2.38765,5.90105,9.23835,4.01665,0.03350641866144471,11664000000,shell,0.5,,0.2,0.026805134929155768,0.03350641866144471
4.09655,9.23835,9.00545,3.87955,0.03292961797293035,11664000000,ball,0.5,,0.2,,
6.61685,9.00545,5.53715,3.35785,0.03063561911812715,11664000000,shell,0.5,,0.2,0.02450849529450172,0.03063561911812715
2.92495,5.53715,2.03305,1.13195,0.017787283928578323,11664000000,shell,0.5,,0.2,0.01422982714286266,0.017787283928578323
8.26365,2.03305,9.20235,3.25265,0.030151899888340602,11664000000,ball,0.5,,0.2,,
1.94855,9.20235,6.83345,4.45155,0.03527375088852908,11664000000,shell,0.5,,0.2,0.02821900071082327,0.03527375088852908
7.02085,6.83345,4.49315,1.20185,0.018328256307431814,11664000000,shell,0.5,,0.2,0.014662605045945451,0.018328256307431814
0.63295,4.49315,9.04505,7.71995,0.046451876143019065,11664000000,ball,0.5,,0.2,,
9.97965,9.04505,8.92635,10.72865,0.054760644944010096,11664000000,gaussian,0.5,0.027380322472005048,0.2,,
5.48055,8.92635,0.18145,5.50355,0.039220892652901754,11664000000,ball,0.5,,0.2,,
6.78485,0.18145,6.48915,8.00585,0.04730420412077708,11664000000,shell,0.5,,0.2,0.03784336329662166,0.04730420412077708
