x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,10.88359,0.10548313856223648,128000000,ball,0.5,,0.2,,
9.29313,3.38941,1.83493,0.0433118473219044,128000000,ball,0.5,,0.2,,
2.36051,4.13607,8.549109999999999,0.09348833161554142,128000000,gaussian,0.5,0.04674416580777071,0.2,,
5.97577,4.86789,5.18797,0.07282754746708386,128000000,gaussian,0.5,0.03641377373354193,0.2,,
8.27979,2.47103,4.2491900000000005,0.06590980584085693,128000000,ball,0.5,,0.2,,
3.57233,4.34381,4.2261299999999995,0.06573071902633935,128000000,gaussian,0.5,0.03286535951316968,0.2,,
2.53891,2.38487,8.15151,0.09128848290747042,128000000,gaussian,0.5,0.04564424145373521,0.2,,
4.07257,0.54549,8.53277,0.09339894628970101,128000000,shell,0.5,,0.2,0.07471915703176081,0.09339894628970101
1.45339,7.68623,10.71879,0.10468147614250622,128000000,ball,0.5,,0.2,,
4.37953,0.99421,7.22533,0.085946026020758,128000000,shell,0.5,,0.2,0.0687568208166064,0.085946026020758
6.57331,7.62567,7.76991,0.08912610987034436,128000000,shell,0.5,,0.2,0.07130088789627549,0.08912610987034436
1.48137,1.40709,9.50957,0.09860010938170623,128000000,ball,0.5,,0.2,,
6.45099,5.66943,7.6523900000000005,0.0884495249396166,128000000,ball,0.5,,0.2,,
5.23473,7.98061,1.55253,0.03983978237094579,128000000,ball,0.5,,0.2,,
3.50371,3.13847,10.84431,0.10529261673470976,128000000,shell,0.5,,0.2,0.08423409338776781,0.10529261673470976
0.28217,2.01269,8.998370000000001,0.09591331030839532,128000000,ball,0.5,,0.2,,
5.43259,1.54063,4.80999,0.07012438147803482,128000000,ball,0.5,,0.2,,
6.45793,7.54301,2.72773,0.052807747964978426,128000000,gaussian,0.5,0.026403873982489213,0.2,,
5.97011,7.40327,10.41471,0.10318594541199091,128000000,ball,0.5,,0.2,,
9.75497,7.32229,7.07917,0.08507229084509382,128000000,ball,0.5,,0.2,,
4.95819,1.21983,10.35159,0.10287278281281234,128000000,ball,0.5,,0.2,,
7.16913,3.52141,3.07093,0.056031456969992136,128000000,gaussian,0.5,0.028015728484996068,0.2,,
4.21251,2.10007,3.12111,0.056487388161803986,128000000,gaussian,0.5,0.028243694080901993,0.2,,
4.37977,8.69589,1.03197,0.032481082385156325,128000000,gaussian,0.5,0.016240541192578162,0.2,,
1.98779,3.42703,6.83719,0.08360567957020112,128000000,gaussian,0.5,0.04180283978510056,0.2,,
7.28833,5.35581,3.70213,0.06152091546233033,128000000,ball,0.5,,0.2,,
0.07091,0.10887,3.20351,0.05722818849243137,128000000,gaussian,0.5,0.028614094246215686,0.2,,
1.83657,9.89349,3.33677,0.058406353549645705,128000000,ball,0.5,,0.2,,
9.88139,1.68223,7.226789999999999,0.08595470900546123,128000000,gaussian,0.5,0.042977354502730616,0.2,,
9.53553,2.08621,6.54133,0.08177677632759488,128000000,shell,0.5,,0.2,0.06542142106207591,0.08177677632759488
0.98531,3.50967,6.50191,0.08152999838900023,128000000,shell,0.5,,0.2,0.06522399871120019,0.08152999838900023
1.00537,3.07509,9.67357,0.09944669312934021,128000000,shell,0.5,,0.2,0.07955735450347218,0.09944669312934021
4.39899,6.30543,10.88039,0.10546763031273322,128000000,gaussian,0.5,0.05273381515636661,0.2,,
1.43073,6.35261,6.30853,0.08030841290543253,128000000,shell,0.5,,0.2,0.06424673032434602,0.08030841290543253
3.99571,1.58247,4.45631,0.06749702856379404,128000000,shell,0.5,,0.2,0.05399762285103524,0.06749702856379404
9.96617,4.80069,6.92237,0.08412486130126991,128000000,shell,0.5,,0.2,0.06729988904101593,0.08412486130126991
9.70059,6.41663,9.55799,0.09885081238315913,128000000,shell,0.5,,0.2,0.0790806499065273,0.09885081238315913
7.29393,8.39501,2.52373,0.050794700278653244,128000000,ball,0.5,,0.2,,
9.74211,8.80727,8.10671,0.09103728044792887,128000000,shell,0.5,,0.2,0.0728298243583431,0.09103728044792887
3.99897,2.03029,1.16317,0.03448407279212674,128000000,gaussian,0.5,0.01724203639606337,0.2,,
4.34619,1.93583,3.41959,0.05912674566662669,128000000,gaussian,0.5,0.029563372833313346,0.2,,
0.24513,0.05341,1.50693,0.03925034662117649,128000000,shell,0.5,,0.2,0.03140027729694119,0.03925034662117649
6.46451,2.86407,2.0931100000000002,0.04625865308002851,128000000,shell,0.5,,0.2,0.03700692246402281,0.04625865308002851
3.58377,8.12389,5.6759699999999995,0.07617579626400214,128000000,gaussian,0.5,0.03808789813200107,0.2,,
7.29579,5.58303,7.02519,0.08474732408369315,128000000,shell,0.5,,0.2,0.06779785926695452,0.08474732408369315
4.20433,8.76781,8.37813,0.09254873869714723,128000000,shell,0.5,,0.2,0.07403899095771779,0.09254873869714723
4.00291,2.63287,8.65551,0.09406829839916861,128000000,shell,0.5,,0.2,0.0752546387193349,0.09406829839916861
2.40057,8.84149,8.94077,0.09560583928555509,128000000,ball,0.5,,0.2,,
3.90939,4.87823,5.33479,0.07385087089102256,128000000,ball,0.5,,0.2,,
5.89153,1.57821,9.05733,0.09622702354809298,128000000,gaussian,0.5,0.04811351177404649,0.2,,
