x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.16831405214224499,7776000,shell,0.5,,0.2,0.134651241713796,0.16831405214224499
9.29313,3.38941,4.13607,1.83493,0.06911050076704701,7776000,shell,0.5,,0.2,0.055288400613637614,0.06911050076704701
2.36051,4.13607,4.86789,8.549109999999999,0.14917455184503853,7776000,shell,0.5,,0.2,0.11933964147603082,0.14917455184503853
5.97577,4.86789,2.47103,5.18797,0.11620719471230227,7776000,shell,0.5,,0.2,0.09296575576984183,0.11620719471230227
8.27979,2.47103,4.34381,4.2491900000000005,0.10516890801877204,7776000,gaussian,0.5,0.05258445400938602,0.2,,
3.57233,4.34381,2.38487,4.2261299999999995,0.10488314834336275,7776000,gaussian,0.5,0.052441574171681375,0.2,,
2.53891,2.38487,0.54549,8.15151,0.1456643657129028,7776000,gaussian,0.5,0.0728321828564514,0.2,,
4.07257,0.54549,7.68623,8.53277,0.1490319242497724,7776000,ball,0.5,,0.2,,
1.45339,7.68623,0.99421,10.71879,0.16703488039826672,7776000,ball,0.5,,0.2,,
4.37953,0.99421,7.62567,7.22533,0.13713968035319232,7776000,ball,0.5,,0.2,,
6.57331,7.62567,1.40709,7.76991,0.14221397759322166,7776000,ball,0.5,,0.2,,
1.48137,1.40709,5.66943,9.50957,0.15733115432389058,7776000,gaussian,0.5,0.07866557716194529,0.2,,
6.45099,5.66943,7.98061,7.6523900000000005,0.1411343856047639,7776000,gaussian,0.5,0.07056719280238195,0.2,,
5.23473,7.98061,3.13847,1.55253,0.06357030420897715,7776000,ball,0.5,,0.2,,
3.50371,3.13847,2.01269,10.84431,0.1680100462011092,7776000,shell,0.5,,0.2,0.13440803696088738,0.1680100462011092
