x1,x2,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
3.17019,3.70383,10.88359,0.03343887269263997,2000000000,shell,,0.026751098154111974,0.03343887269263997
9.29313,3.38941,1.83493,0.013730150319955678,2000000000,gaussian,0.006865075159977839,,
2.36051,4.13607,8.549109999999999,0.02963643727091918,2000000000,shell,,0.023709149816735345,0.02963643727091918
5.97577,4.86789,5.18797,0.02308682810790815,2000000000,shell,,0.018469462486326523,0.02308682810790815
8.27979,2.47103,4.2491900000000005,0.020893856940070784,2000000000,ball,,,
3.57233,4.34381,4.2261299999999995,0.02083708520125823,2000000000,ball,,,
2.53891,2.38487,8.15151,0.02893907026141507,2000000000,shell,,0.023151256209132057,0.02893907026141507
4.07257,0.54549,8.53277,0.02960810151439821,2000000000,ball,,,
1.45339,7.68623,10.71879,0.03318474025060974,2000000000,ball,,,
4.37953,0.99421,7.22533,0.02724547507515418,2000000000,ball,,,
6.57331,7.62567,7.76991,0.02825358329460669,2000000000,ball,,,
1.48137,1.40709,9.50957,0.031256905606292046,2000000000,ball,,,
6.45099,5.66943,7.6523900000000005,0.02803910126768998,2000000000,shell,,0.022431281014151986,0.02803910126768998
5.23473,7.98061,1.55253,0.012629482104559523,2000000000,shell,,0.01010358568364762,0.012629482104559523
3.50371,3.13847,10.84431,0.03337847597689306,2000000000,ball,,,
0.28217,2.01269,8.998370000000001,0.030405172017514373,2000000000,shell,,0.0243241376140115,0.030405172017514373
5.43259,1.54063,4.80999,0.022229906095471506,2000000000,shell,,0.017783924876377206,0.022229906095471506
6.45793,7.54301,2.72773,0.016740415439421782,2000000000,shell,,0.013392332351537426,0.016740415439421782
5.97011,7.40327,10.41471,0.03271064683257851,2000000000,ball,,,
9.75497,7.32229,7.07917,0.026968495079068098,2000000000,gaussian,0.013484247539534049,,
4.95819,1.21983,10.35159,0.032611372157699076,2000000000,shell,,0.026089097726159263,0.032611372157699076
7.16913,3.52141,3.07093,0.017762353129995606,2000000000,ball,,,
4.21251,2.10007,3.12111,0.01790688642022004,2000000000,shell,,0.014325509136176032,0.01790688642022004
4.37977,8.69589,1.03197,0.010296724136204584,2000000000,shell,,0.008237379308963668,0.010296724136204584
1.98779,3.42703,6.83719,0.026503569325253974,2000000000,ball,,,
7.28833,5.35581,3.70213,0.01950254882552399,2000000000,ball,,,
0.07091,0.10887,3.20351,0.018141725165863726,2000000000,ball,,,
1.83657,9.89349,3.33677,0.018515211505918564,2000000000,gaussian,0.009257605752959282,,
9.88139,1.68223,7.226789999999999,0.027248227640389165,2000000000,gaussian,0.013624113820194583,,
9.53553,2.08621,6.54133,0.02592379455243013,2000000000,ball,,,
0.98531,3.50967,6.50191,0.025845564266675503,2000000000,shell,,0.020676451413340402,0.025845564266675503
1.00537,3.07509,9.67357,0.0315252784149385,2000000000,gaussian,0.01576263920746925,,
4.39899,6.30543,10.88039,0.03343395647202031,2000000000,shell,,0.02674716517761625,0.03343395647202031
1.43073,6.35261,6.30853,0.025458313356008906,2000000000,shell,,0.020366650684807128,0.025458313356008906
3.99571,1.58247,4.45631,0.02139701734362518,2000000000,ball,,,
9.96617,4.80069,6.92237,0.026668153466816186,2000000000,shell,,0.02133452277345295,0.026668153466816186
9.70059,6.41663,9.55799,0.031336380163681135,2000000000,ball,,,
7.29393,8.39501,2.52373,0.016102265624913514,2000000000,shell,,0.012881812499930811,0.016102265624913514
9.74211,8.80727,8.10671,0.028859437372413272,2000000000,gaussian,0.014429718686206636,,
3.99897,2.03029,1.16317,0.010931685724721831,2000000000,ball,,,
4.34619,1.93583,3.41959,0.018743580708967027,2000000000,gaussian,0.009371790354483513,,
0.24513,0.05341,1.50693,0.012442626961020189,2000000000,shell,,0.009954101568816152,0.012442626961020189
