x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
1.05673,1.23461,7.79647,1.37869,1.62263,4.29453,0.08093564755313228,8318750000,gaussian,0.04046782377656614,,
3.09771,7.79647,1.37869,1.62263,4.15701,1.27831,0.04415705678438896,8318750000,ball,,,
4.12017,1.37869,1.62263,4.15701,4.78127,3.51637,0.07323679129878811,8318750000,shell,,0.0585894330390305,0.07323679129878811
8.65859,1.62263,4.15701,4.78127,4.12829,2.3959900000000003,0.06045392820296581,8318750000,shell,,0.048363142562372646,0.06045392820296581
2.75993,4.15701,4.78127,4.12829,0.18183,8.74973,0.11552589750992363,8318750000,gaussian,0.05776294875496182,,
4.52411,4.78127,4.12829,0.18183,5.89541,5.40871,0.09082990783998693,8318750000,gaussian,0.045414953919993464,,
7.51297,4.12829,0.18183,5.89541,6.99807,6.71717,0.10122206551367095,8318750000,gaussian,0.050611032756835476,,
8.02419,0.18183,5.89541,6.99807,2.54189,10.17759,0.12459611505257832,8318750000,gaussian,0.06229805752628916,,
7.15113,5.89541,6.99807,2.54189,0.46903,7.57293,0.10747661915507804,8318750000,shell,,0.08598129532406244,0.10747661915507804
8.12651,6.99807,2.54189,0.46903,1.88981,3.07511,0.06848766395527295,8318750000,gaussian,0.034243831977636474,,
8.85777,2.54189,0.46903,1.88981,9.32687,6.589969999999999,0.10025908669156557,8318750000,shell,,0.08020726935325245,0.10025908669156557
0.49379,0.46903,1.88981,9.32687,4.37949,10.50319,0.12657345538118847,8318750000,gaussian,0.06328672769059424,,
2.15033,1.88981,9.32687,4.37949,4.00423,9.88413,0.12278667801678946,8318750000,shell,,0.09822934241343156,0.12278667801678946
1.74491,9.32687,4.37949,4.00423,7.18021,4.51751,0.08301022416040502,8318750000,ball,,,
7.83457,4.37949,4.00423,7.18021,5.84767,7.61477,0.10777311124431087,8318750000,gaussian,0.053886555622155434,,
3.42739,4.00423,7.18021,5.84767,5.80109,10.33279,0.12554251563631233,8318750000,shell,,0.10043401250904987,0.12554251563631233
8.47753,7.18021,5.84767,5.80109,9.10743,5.60333,0.09244961896061676,8318750000,ball,,,
8.81931,5.84767,5.80109,9.10743,0.40661,1.57591,0.04902840117041108,8318750000,shell,,0.039222720936328864,0.04902840117041108
5.32337,5.80109,9.10743,0.40661,7.84047,7.47157,0.10675493492686589,8318750000,gaussian,0.05337746746343294,,
6.58499,9.10743,0.40661,7.84047,7.36669,3.02639,0.06794296133971663,8318750000,ball,,,
1.65273,0.40661,7.84047,7.36669,2.89863,7.45053,0.10660451758908869,8318750000,ball,,,
2.38971,7.84047,7.36669,2.89863,7.80901,1.69031,0.05077678573151351,8318750000,gaussian,0.025388392865756754,,
1.40417,7.36669,2.89863,7.80901,1.78527,5.040369999999999,0.08768256267499706,8318750000,gaussian,0.04384128133749853,,
8.12659,2.89863,7.80901,1.78527,0.03629,4.34399,0.081400380270029,8318750000,ball,,,
3.99593,7.80901,1.78527,0.03629,3.29783,2.94573,0.06703143150937439,8318750000,gaussian,0.033515715754687196,,
9.09611,1.78527,0.03629,3.29783,7.22741,1.9007100000000001,0.053844327255473556,8318750000,gaussian,0.026922163627736778,,
3.35697,0.03629,3.29783,7.22741,7.36207,8.40117,0.11320142966627449,8318750000,ball,,,
0.61219,3.29783,7.22741,7.36207,1.16989,8.44559,0.11350030341071395,8318750000,gaussian,0.05675015170535697,,
6.62713,7.22741,7.36207,1.16989,1.02503,6.40893,0.0988723347012083,8318750000,gaussian,0.04943616735060415,,
3.17851,7.36207,1.16989,1.02503,2.10181,2.84711,0.06589980791266746,8318750000,shell,,0.05271984633013397,0.06589980791266746
3.66177,1.16989,1.02503,2.10181,5.45087,2.83397,0.06574756144308087,8318750000,gaussian,0.03287378072154044,,
7.00179,1.02503,2.10181,5.45087,0.52749,3.89119,0.07704123639025998,8318750000,shell,,0.061632989112207985,0.07704123639025998
1.46633,2.10181,5.45087,0.52749,1.60023,10.96013,0.12929742565252228,8318750000,shell,,0.10343794052201782,0.12929742565252228
0.47691,5.45087,0.52749,1.60023,5.47221,2.76951,0.06499553069155813,8318750000,gaussian,0.03249776534577906,,
7.99857,0.52749,1.60023,5.47221,6.13167,8.81877,0.11598078218630467,8318750000,shell,,0.09278462574904374,0.11598078218630467
6.65539,1.60023,5.47221,6.13167,6.26909,9.64079,0.12126580017554765,8318750000,shell,,0.09701264014043813,0.12126580017554765
3.23353,5.47221,6.13167,6.26909,7.34343,10.51933,0.1266706692445543,8318750000,gaussian,0.06333533462227715,,
2.43131,6.13167,6.26909,7.34343,3.97861,1.50791,0.0479589577068236,8318750000,ball,,,
3.24737,6.26909,7.34343,3.97861,6.68447,10.03557,0.12372374226697659,8318750000,gaussian,0.061861871133488296,,
1.33299,7.34343,3.97861,6.68447,0.95469,1.05439,0.04010353578621141,8318750000,gaussian,0.020051767893105706,,
1.44873,3.97861,6.68447,0.95469,9.37463,1.80653,0.05249338929090919,8318750000,shell,,0.04199471143272735,0.05249338929090919
0.08171,6.68447,0.95469,9.37463,1.86101,4.50231,0.08287045484621823,8318750000,shell,,0.06629636387697459,0.08287045484621823
5.48817,0.95469,9.37463,1.86101,9.58927,1.36437,0.04561924633091442,8318750000,shell,,0.03649539706473154,0.04561924633091442
1.19459,9.37463,1.86101,9.58927,7.54429,5.89199,0.09480102344245117,8318750000,ball,,,
2.43193,1.86101,9.58927,7.54429,9.61383,6.34173,0.09835261225273327,8318750000,ball,,,
8.06811,9.58927,7.54429,9.61383,4.95941,6.79271,0.10178963620318263,8318750000,ball,,,
8.00097,7.54429,9.61383,4.95941,0.52607,6.88517,0.1024800572193539,8318750000,ball,,,
0.80019,9.61383,4.95941,0.52607,5.39789,10.313590000000001,0.1254258222225355,8318750000,shell,,0.10034065777802842,0.1254258222225355
1.30313,4.95941,0.52607,5.39789,2.78103,2.4449300000000003,0.06106821699046016,8318750000,gaussian,0.03053410849523008,,
8.63051,0.52607,5.39789,2.78103,4.71381,7.0191099999999995,0.10347204907683509,8318750000,shell,,0.08277763926146808,0.10347204907683509
9.26577,5.39789,2.78103,4.71381,6.37487,7.8779699999999995,0.10961984575755149,8318750000,gaussian,0.054809922878775744,,
5.10979,2.78103,4.71381,6.37487,6.27549,4.87919,0.08626922378660648,8318750000,shell,,0.06901537902928519,0.08626922378660648
3.98233,4.71381,6.37487,6.27549,8.39623,7.236129999999999,0.10505947000950827,8318750000,gaussian,0.052529735004754136,,
5.60891,6.37487,6.27549,8.39623,2.16421,1.42151,0.046564718831954593,8318750000,ball,,,
0.96257,6.27549,8.39623,2.16421,3.21567,10.82277,0.1284846482519439,8318750000,shell,,0.10278771860155511,0.1284846482519439
5.48339,8.39623,2.16421,3.21567,0.33709,10.54879,0.12684791954682778,8318750000,ball,,,
9.18953,2.16421,3.21567,0.33709,2.77943,8.63533,0.11476818003077383,8318750000,gaussian,0.05738409001538691,,
8.44331,3.21567,0.33709,2.77943,1.95061,7.83991,0.10935472779996801,8318750000,shell,,0.08748378223997441,0.10935472779996801
5.97137,0.33709,2.77943,1.95061,4.32847,5.39957,0.09075313016286984,8318750000,ball,,,
5.68099,2.77943,1.95061,4.32847,2.14269,4.68239,0.0845115013697749,8318750000,ball,,,
