x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
5.28365,6.17305,8.98235,6.89345,8.11315,17.47265,0.42925930770678594,109350000000,gaussian,0.21462965385339297,,
5.48855,8.98235,6.89345,8.11315,0.78505,2.39155,0.15881081137733075,109350000000,ball,,,
0.60085,6.89345,8.11315,0.78505,3.90635,3.58185,0.19435424438330653,109350000000,gaussian,0.09717712219165327,,
3.29295,8.11315,0.78505,3.90635,0.64145,7.9799500000000005,0.2900951160127903,109350000000,ball,,,
3.79965,0.78505,3.90635,0.64145,0.90915,9.74865,0.3206362136014896,109350000000,gaussian,0.1603181068007448,,
2.62055,3.90635,0.64145,0.90915,9.47705,3.04355,0.17915566793906873,109350000000,shell,,0.143324534351255,0.17915566793906873
7.56485,0.64145,0.90915,9.47705,4.99035,9.58585,0.31794766983280837,109350000000,gaussian,0.15897383491640418,,
0.12095,0.90915,9.47705,4.99035,2.70945,6.88795,0.2695164794227072,109350000000,gaussian,0.1347582397113536,,
5.75565,9.47705,4.99035,2.70945,2.34515,3.86465,0.20188098556584752,109350000000,ball,,,
0.63255,4.99035,2.70945,2.34515,9.44905,1.37555,0.12044215644008187,109350000000,gaussian,0.060221078220040934,,
4.28885,2.70945,2.34515,9.44905,6.63435,8.949850000000001,0.30721909844294737,109350000000,shell,,0.2457752787543579,0.30721909844294737
2.46895,2.34515,9.44905,6.63435,1.89745,8.51595,0.299679395164709,109350000000,gaussian,0.1498396975823545,,
0.75165,9.44905,6.63435,1.89745,0.02115,5.42065,0.2390925342985986,109350000000,gaussian,0.1195462671492993,,
8.72455,6.63435,1.89745,0.02115,5.90105,8.58755,0.300936573278928,109350000000,ball,,,
9.17285,1.89745,0.02115,5.90105,9.23835,4.07385,0.20727305529336884,109350000000,shell,,0.16581844423469508,0.20727305529336884
7.13695,0.02115,5.90105,9.23835,9.00545,7.66395,0.284293325348153,109350000000,gaussian,0.1421466626740765,,
2.38765,5.90105,9.23835,9.00545,5.53715,4.01665,0.2058127744246879,109350000000,gaussian,0.10290638721234395,,
4.09655,9.23835,9.00545,5.53715,2.03305,3.87955,0.20226978311926938,109350000000,gaussian,0.10113489155963469,,
6.61685,9.00545,5.53715,2.03305,9.20235,3.35785,0.18817892269026806,109350000000,ball,,,
2.92495,5.53715,2.03305,9.20235,6.83345,1.13195,0.1092581780168839,109350000000,gaussian,0.05462908900844195,,
8.26365,2.03305,9.20235,6.83345,4.49315,3.25265,0.18520768312775704,109350000000,gaussian,0.09260384156387852,,
1.94855,9.20235,6.83345,4.49315,9.04505,4.45155,0.2166685914149097,109350000000,shell,,0.17333487313192777,0.2166685914149097
7.02085,6.83345,4.49315,9.04505,8.92635,1.20185,0.11258109436028518,109350000000,gaussian,0.05629054718014259,,
0.63295,4.49315,9.04505,8.92635,0.18145,7.71995,0.28533009161100553,109350000000,shell,,0.22826407328880444,0.28533009161100553
9.97965,9.04505,8.92635,0.18145,6.48915,10.72865,0.3363666042345698,109350000000,ball,,,
5.48055,8.92635,0.18145,6.48915,6.13705,5.50355,0.24091386232199957,109350000000,gaussian,0.12045693116099979,,
6.78485,0.18145,6.48915,6.13705,6.81035,8.00585,0.2905655059832378,109350000000,gaussian,0.1452827529916189,,
3.06095,6.48915,6.13705,6.81035,5.84945,8.22795,0.29456839878021424,109350000000,gaussian,0.14728419939010712,,
3.13565,6.13705,6.81035,5.84945,5.12515,8.04465,0.2912687614131492,109350000000,ball,,,
5.89255,6.81035,5.84945,5.12515,0.50905,10.23555,0.32854580334129907,109350000000,gaussian,0.16427290167064953,,
