x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
3.17019,3.70383,3.38941,4.13607,4.86789,10.88359,0.4236418380175236,2700000000,ball,,,
9.29313,3.38941,4.13607,4.86789,2.47103,1.83493,0.17394922882921185,2700000000,gaussian,0.08697461441460592,,
2.36051,4.13607,4.86789,2.47103,4.34381,8.549109999999999,0.3754682424000107,2700000000,ball,,,
5.97577,4.86789,2.47103,4.34381,2.38487,5.18797,0.29249031160615574,2700000000,gaussian,0.14624515580307787,,
8.27979,2.47103,4.34381,2.38487,0.54549,4.2491900000000005,0.26470724772115395,2700000000,ball,,,
3.57233,4.34381,2.38487,0.54549,7.68623,4.2261299999999995,0.2639879984809338,2700000000,ball,,,
2.53891,2.38487,0.54549,7.68623,0.99421,8.15151,0.366633200489518,2700000000,ball,,,
4.07257,0.54549,7.68623,0.99421,7.62567,8.53277,0.3751092526671779,2700000000,shell,,0.3000874021337423,0.3751092526671779
1.45339,7.68623,0.99421,7.62567,1.40709,10.71879,0.42042219793482233,2700000000,shell,,0.3363377583478579,0.42042219793482233
4.37953,0.99421,7.62567,1.40709,5.66943,7.22533,0.3451768019990535,2700000000,gaussian,0.17258840099952674,,
6.57331,7.62567,1.40709,5.66943,7.98061,7.76991,0.35794866853100854,2700000000,shell,,0.28635893482480684,0.35794866853100854
1.48137,1.40709,5.66943,7.98061,3.13847,9.50957,0.3959981864072935,2700000000,ball,,,
6.45099,5.66943,7.98061,3.13847,2.01269,7.6523900000000005,0.35523136520144033,2700000000,gaussian,0.17761568260072017,,
5.23473,7.98061,3.13847,2.01269,1.54063,1.55253,0.16000470653314391,2700000000,ball,,,
3.50371,3.13847,2.01269,1.54063,7.54301,10.84431,0.42287666342852276,2700000000,ball,,,
0.28217,2.01269,1.54063,7.54301,7.40327,8.998370000000001,0.3852074523305896,2700000000,ball,,,
5.43259,1.54063,7.54301,7.40327,7.32229,4.80999,0.28163384465156727,2700000000,gaussian,0.14081692232578363,,
6.45793,7.54301,7.40327,7.32229,1.21983,2.72773,0.21208670612554886,2700000000,gaussian,0.10604335306277443,,
5.97011,7.40327,7.32229,1.21983,3.52141,10.41471,0.41441584093670003,2700000000,shell,,0.33153267274936005,0.41441584093670003
9.75497,7.32229,1.21983,3.52141,2.10007,7.07917,0.3416677030017712,2700000000,ball,,,
4.95819,1.21983,3.52141,2.10007,8.69589,10.35159,0.41315811594934504,2700000000,shell,,0.33052649275947604,0.41315811594934504
7.16913,3.52141,2.10007,8.69589,3.42703,3.07093,0.2250337801957034,2700000000,shell,,0.18002702415656271,0.2250337801957034
4.21251,2.10007,8.69589,3.42703,5.35581,3.12111,0.22686489302322635,2700000000,gaussian,0.11343244651161317,,
4.37977,8.69589,3.42703,5.35581,0.10887,1.03197,0.1304506637743571,2700000000,ball,,,
1.98779,3.42703,5.35581,0.10887,9.89349,6.83719,0.33577749244659144,2700000000,gaussian,0.16788874622329572,,
7.28833,5.35581,0.10887,9.89349,1.68223,3.70213,0.24708056717145255,2700000000,ball,,,
0.07091,0.10887,9.89349,1.68223,2.08621,3.20351,0.22984009852003484,2700000000,ball,,,
1.83657,9.89349,1.68223,2.08621,3.50967,3.33677,0.23457185012630516,2700000000,ball,,,
9.88139,1.68223,2.08621,3.50967,3.07509,7.226789999999999,0.3452116746398309,2700000000,shell,,0.2761693397118647,0.3452116746398309
9.53553,2.08621,3.50967,3.07509,6.30543,6.54133,0.32843224332133175,2700000000,gaussian,0.16421612166066588,,
0.98531,3.50967,3.07509,6.30543,6.35261,6.50191,0.32744113269537395,2700000000,ball,,,
1.00537,3.07509,6.30543,6.35261,1.58247,9.67357,0.39939823972170846,2700000000,shell,,0.3195185917773668,0.39939823972170846
