x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,10.88359,0.319762116822279,1024000,shell,0.5,,0.2,0.25580969345782323,0.319762116822279
9.29313,3.38941,1.83493,0.1312957518320724,1024000,shell,0.5,,0.2,0.10503660146565792,0.1312957518320724
2.36051,4.13607,8.549109999999999,0.2834009987096737,1024000,ball,0.5,,0.2,,
5.97577,4.86789,5.18797,0.22076979371740826,1024000,gaussian,0.5,0.11038489685870413,0.2,,
8.27979,2.47103,4.2491900000000005,0.19979931695512654,1024000,ball,0.5,,0.2,,
3.57233,4.34381,4.2261299999999995,0.19925643228478362,1024000,shell,0.5,,0.2,0.15940514582782692,0.19925643228478362
2.53891,2.38487,8.15151,0.27673236627069386,1024000,gaussian,0.5,0.13836618313534693,0.2,,
4.07257,0.54549,8.53277,0.28313003558330907,1024000,gaussian,0.5,0.14156501779165453,0.2,,
1.45339,7.68623,10.71879,0.3173319533307123,1024000,gaussian,0.5,0.15866597666535615,0.2,,
4.37953,0.99421,7.22533,0.2605372155915263,1024000,gaussian,0.5,0.13026860779576316,0.2,,
