x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,1.18588,5.51476,6.49052,14.17812,0.6583790884809343,1953125000,shell,0.5,,0.2,0.5267032707847474,0.6583790884809343
2.39084,1.18588,5.51476,6.49052,6.62804,2.1132400000000002,0.2541798480169166,1953125000,shell,0.5,,0.2,0.2033438784135333,0.2541798480169166
6.48068,5.51476,6.49052,6.62804,9.12508,1.06548,0.18048426925982505,1953125000,ball,0.5,,0.2,,
4.63436,6.49052,6.62804,9.12508,6.51316,6.58396,0.4486527109318235,1953125000,ball,0.5,,0.2,,
1.03972,6.62804,9.12508,6.51316,0.72732,1.99892,0.24720907584394705,1953125000,ball,0.5,,0.2,,
8.09644,9.12508,6.51316,0.72732,3.58164,8.63484,0.5137997063900511,1953125000,ball,0.5,,0.2,,
0.05188,6.51316,0.72732,3.58164,7.99228,3.8686800000000003,0.3439126167155089,1953125000,gaussian,0.5,0.17195630835775444,0.2,,
2.09676,0.72732,3.58164,7.99228,0.16756,7.71036,0.48551654318439263,1953125000,ball,0.5,,0.2,,
8.60452,3.58164,7.99228,0.16756,1.87612,7.29172,0.47215185052147884,1953125000,ball,0.5,,0.2,,
2.50604,7.99228,0.16756,1.87612,7.55924,9.30044,0.5332347600487425,1953125000,gaussian,0.5,0.26661738002437124,0.2,,
5.43108,0.16756,1.87612,7.55924,7.30748,3.35988,0.32050040873391616,1953125000,ball,0.5,,0.2,,
1.97516,1.87612,7.55924,7.30748,7.51796,9.01276,0.5249230065482009,1953125000,shell,0.5,,0.2,0.41993840523856074,0.5249230065482009
8.60132,7.55924,7.30748,7.51796,6.01692,6.53652,0.44703342987663713,1953125000,ball,0.5,,0.2,,
6.97964,7.30748,7.51796,6.01692,8.72084,5.07004,0.3937063298588536,1953125000,gaussian,0.5,0.1968531649294268,0.2,,
1.33828,7.51796,6.01692,8.72084,3.39068,7.45908,0.4775395402228082,1953125000,ball,0.5,,0.2,,
3.70956,6.01692,8.72084,3.39068,3.20436,8.33116,0.5046838901733788,1953125000,gaussian,0.5,0.2523419450866894,0.2,,
