x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,2.75738,3.24526,7.58906,0.8970054762260861,6834375,shell,0.5,,0.2,0.7176043809808689,0.8970054762260861
6.19542,5.59294,2.75738,3.24526,8.31402,1.5566200000000001,0.4062490929036934,6834375,gaussian,0.5,0.2031245464518467,0.2,,
8.24034,2.75738,3.24526,8.31402,9.56254,6.03274,0.7997576545112373,6834375,gaussian,0.5,0.39987882725561863,0.2,,
7.31718,3.24526,8.31402,9.56254,8.25658,3.79198,0.6340654952163686,6834375,ball,0.5,,0.2,,
5.51986,8.31402,9.56254,8.25658,0.36366,6.499460000000001,0.8301178237693612,6834375,gaussian,0.5,0.4150589118846806,0.2,,
9.04822,9.56254,8.25658,0.36366,1.79082,9.81742,1.020233986155358,6834375,ball,0.5,,0.2,,
5.02594,8.25658,0.36366,1.79082,3.99614,2.43434,0.5080327607091447,6834375,shell,0.5,,0.2,0.4064262085673158,0.5080327607091447
6.04838,0.36366,1.79082,3.99614,5.08378,9.35518,0.9959262404756153,6834375,ball,0.5,,0.2,,
4.30226,1.79082,3.99614,5.08378,0.93806,4.14586,0.6629921975922037,6834375,gaussian,0.5,0.33149609879610187,0.2,,
6.25302,3.99614,5.08378,0.93806,3.77962,5.15022,0.7389481934505326,6834375,ball,0.5,,0.2,,
7.71554,5.08378,0.93806,3.77962,8.65374,2.17994,0.48075451478052617,6834375,shell,0.5,,0.2,0.38460361182442093,0.48075451478052617
0.98758,0.93806,3.77962,8.65374,8.75898,10.00638,1.0300056262423631,6834375,shell,0.5,,0.2,0.8240045009938906,1.0300056262423631
4.30066,3.77962,8.65374,8.75898,8.00846,8.76826,0.9641793165452792,6834375,gaussian,0.5,0.4820896582726396,0.2,,
3.48982,8.65374,8.75898,8.00846,4.36042,8.03502,0.9229848707197588,6834375,gaussian,0.5,0.4614924353598794,0.2,,
5.66914,8.75898,8.00846,4.36042,1.69534,4.22954,0.6696496859459518,6834375,ball,0.5,,0.2,,
