x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,14.17812,0.4444135066135127,39062500,shell,0.5,,0.2,0.35553080529081016,0.4444135066135127
2.39084,1.18588,2.1132400000000002,0.17157433998749919,39062500,gaussian,0.5,0.08578716999374959,0.2,,
6.48068,5.51476,1.06548,0.12182897117130874,39062500,gaussian,0.5,0.06091448558565437,0.2,,
4.63436,6.49052,6.58396,0.3028457738184136,39062500,gaussian,0.5,0.1514228869092068,0.2,,
1.03972,6.62804,1.99892,0.166868988071871,39062500,ball,0.5,,0.2,,
8.09644,9.12508,8.63484,0.34682074994307516,39062500,shell,0.5,,0.2,0.27745659995446015,0.34682074994307516
0.05188,6.51316,3.8686800000000003,0.23214499767271127,39062500,ball,0.5,,0.2,,
2.09676,0.72732,7.71036,0.3277292873521989,39062500,ball,0.5,,0.2,,
8.60452,3.58164,7.29172,0.3187079650850513,39062500,shell,0.5,,0.2,0.254966372068041,0.3187079650850513
2.50604,7.99228,9.30044,0.359939636157413,39062500,shell,0.5,,0.2,0.2879517089259304,0.359939636157413
5.43108,0.16756,3.35988,0.21634148624790123,39062500,shell,0.5,,0.2,0.173073188998321,0.21634148624790123
1.97516,1.87612,9.01276,0.35432910632147063,39062500,gaussian,0.5,0.17716455316073532,0.2,,
8.60132,7.55924,6.53652,0.3017527403601539,39062500,gaussian,0.5,0.15087637018007696,0.2,,
6.97964,7.30748,5.07004,0.26575633049374453,39062500,shell,0.5,,0.2,0.21260506439499563,0.26575633049374453
1.33828,7.51796,7.45908,0.3223447180053753,39062500,shell,0.5,,0.2,0.25787577440430026,0.3223447180053753
3.70956,6.01692,8.33116,0.340667468465313,39062500,shell,0.5,,0.2,0.2725339747722504,0.340667468465313
3.91012,8.72084,9.413319999999999,0.3621173528297847,39062500,shell,0.5,,0.2,0.28969388226382775,0.3621173528297847
5.27724,3.39068,3.30364,0.21452320837304592,39062500,ball,0.5,,0.2,,
1.29348,3.20436,6.88628,0.30972072296447933,39062500,ball,0.5,,0.2,,
6.33996,6.42972,9.10556,0.35614861179050056,39062500,shell,0.5,,0.2,0.28491888943240046,0.35614861179050056
6.61092,1.62644,6.8021199999999995,0.30782229394909955,39062500,ball,0.5,,0.2,,
9.55884,1.36188,3.76124,0.2288987645823526,39062500,gaussian,0.5,0.1144493822911763,0.2,,
5.61668,9.46676,7.16148,0.31584886263660206,39062500,gaussian,0.5,0.15792443131830103,0.2,,
2.50636,1.59452,4.37596,0.24689630897631873,39062500,shell,0.5,,0.2,0.197517047181055,0.24689630897631873
5.98372,1.23604,8.78292,0.3497819456179722,39062500,shell,0.5,,0.2,0.2798255564943778,0.3497819456179722
