x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,17.47265,0.5371233838210637,41472000,shell,0.5,,0.2,0.429698707056851,0.5371233838210637
5.48855,8.98235,2.39155,0.1987167170586482,41472000,gaussian,0.5,0.0993583585293241,0.2,,
0.60085,6.89345,3.58185,0.2431914871242693,41472000,ball,0.5,,0.2,,
3.29295,8.11315,7.9799500000000005,0.36299007976127057,41472000,gaussian,0.5,0.18149503988063528,0.2,,
3.79965,0.78505,9.74865,0.40120552992841463,41472000,ball,0.5,,0.2,,
2.62055,3.90635,3.04355,0.22417381956895474,41472000,gaussian,0.5,0.11208690978447737,0.2,,
7.56485,0.64145,9.58585,0.3978414101512578,41472000,gaussian,0.5,0.1989207050756289,0.2,,
0.12095,0.90915,6.88795,0.33724045308750356,41472000,ball,0.5,,0.2,,
5.75565,9.47705,3.86465,0.2526095442765053,41472000,ball,0.5,,0.2,,
0.63255,4.99035,1.37555,0.1507068046291312,41472000,ball,0.5,,0.2,,
4.28885,2.70945,8.949850000000001,0.38441696840933465,41472000,ball,0.5,,0.2,,
2.46895,2.34515,8.51595,0.374982692052116,41472000,gaussian,0.5,0.187491346026058,0.2,,
0.75165,9.44905,5.42065,0.2991715934009248,41472000,ball,0.5,,0.2,,
8.72455,6.63435,8.58755,0.3765557732891485,41472000,gaussian,0.5,0.18827788664457426,0.2,,
9.17285,1.89745,4.07385,0.2593565307386455,41472000,gaussian,0.5,0.12967826536932275,0.2,,
7.13695,0.02115,7.66395,0.3557304178784347,41472000,gaussian,0.5,0.17786520893921734,0.2,,
2.38765,5.90105,4.01665,0.25752931118292927,41472000,ball,0.5,,0.2,,
4.09655,9.23835,3.87955,0.2530960386955336,41472000,ball,0.5,,0.2,,
6.61685,9.00545,3.35785,0.23546443351262314,41472000,ball,0.5,,0.2,,
2.92495,5.53715,1.13195,0.13671252138960927,41472000,gaussian,0.5,0.06835626069480463,0.2,,
