x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,8.98235,6.89345,8.11315,17.47265,0.5142287899485766,32400000000,shell,0.5,,0.2,0.4113830319588613,0.5142287899485766
5.48855,8.98235,6.89345,8.11315,0.78505,2.39155,0.19024652441805495,32400000000,ball,0.5,,0.2,,
0.60085,6.89345,8.11315,0.78505,3.90635,3.58185,0.23282558145219157,32400000000,ball,0.5,,0.2,,
3.29295,8.11315,0.78505,3.90635,0.64145,7.9799500000000005,0.3475178238398181,32400000000,gaussian,0.5,0.17375891191990905,0.2,,
3.79965,0.78505,3.90635,0.64145,0.90915,9.74865,0.384104361102432,32400000000,shell,0.5,,0.2,0.3072834888819456,0.384104361102432
2.62055,3.90635,0.64145,0.90915,9.47705,3.04355,0.2146185316956842,32400000000,shell,0.5,,0.2,0.17169482535654737,0.2146185316956842
7.56485,0.64145,0.90915,9.47705,4.99035,9.58585,0.380883635112171,32400000000,shell,0.5,,0.2,0.3047069080897368,0.380883635112171
0.12095,0.90915,9.47705,4.99035,2.70945,6.88795,0.3228657610830606,32400000000,shell,0.5,,0.2,0.2582926088664485,0.3228657610830606
5.75565,9.47705,4.99035,2.70945,2.34515,3.86465,0.2418421990096097,32400000000,ball,0.5,,0.2,,
0.63255,4.99035,2.70945,2.34515,9.44905,1.37555,0.14428300855222517,32400000000,gaussian,0.5,0.07214150427611259,0.2,,
4.28885,2.70945,2.34515,9.44905,6.63435,8.949850000000001,0.3680314029423945,32400000000,gaussian,0.5,0.18401570147119725,0.2,,
2.46895,2.34515,9.44905,6.63435,1.89745,8.51595,0.35899925751483813,32400000000,gaussian,0.5,0.17949962875741907,0.2,,
0.75165,9.44905,6.63435,1.89745,0.02115,5.42065,0.28641956596102314,32400000000,shell,0.5,,0.2,0.22913565276881853,0.28641956596102314
8.72455,6.63435,1.89745,0.02115,5.90105,8.58755,0.3605052870145322,32400000000,ball,0.5,,0.2,,
9.17285,1.89745,0.02115,5.90105,9.23835,4.07385,0.24830159882114655,32400000000,shell,0.5,,0.2,0.19864127905691725,0.24830159882114655
