x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma,inner_radius,outer_radius
4.22692,4.93844,1.18588,5.51476,6.49052,14.17812,0.26333457211396866,30517578125,shell,,0.21066765769117493,0.26333457211396866
2.39084,1.18588,5.51476,6.49052,6.62804,2.1132400000000002,0.10166535160155933,30517578125,gaussian,0.050832675800779666,,
6.48068,5.51476,6.49052,6.62804,9.12508,1.06548,0.07218903007460066,30517578125,shell,,0.05775122405968053,0.07218903007460066
4.63436,6.49052,6.62804,9.12508,6.51316,6.58396,0.17944945659437533,30517578125,shell,,0.14355956527550026,0.17944945659437533
1.03972,6.62804,9.12508,6.51316,0.72732,1.99892,0.09887722339458932,30517578125,shell,,0.07910177871567146,0.09887722339458932
8.09644,9.12508,6.51316,0.72732,3.58164,8.63484,0.20550656635629908,30517578125,gaussian,0.10275328317814954,,
0.05188,6.51316,0.72732,3.58164,7.99228,3.8686800000000003,0.13755613346762066,30517578125,gaussian,0.06877806673381033,,
2.09676,0.72732,3.58164,7.99228,0.16756,7.71036,0.1941940340916792,30517578125,ball,,,
8.60452,3.58164,7.99228,0.16756,1.87612,7.29172,0.188848503400625,30517578125,shell,,0.1510788027205,0.188848503400625
2.50604,7.99228,0.16756,1.87612,7.55924,9.30044,0.2132800841194954,30517578125,gaussian,0.1066400420597477,,
5.43108,0.16756,1.87612,7.55924,7.30748,3.35988,0.12819185705158062,30517578125,gaussian,0.06409592852579031,,
1.97516,1.87612,7.55924,7.30748,7.51796,9.01276,0.20995559813584724,30517578125,ball,,,
8.60132,7.55924,7.30748,7.51796,6.01692,6.53652,0.17880178613937409,30517578125,ball,,,
6.97964,7.30748,7.51796,6.01692,8.72084,5.07004,0.15747232821618473,30517578125,shell,,0.1259778625729478,0.15747232821618473
1.33828,7.51796,6.01692,8.72084,3.39068,7.45908,0.19100343964784985,30517578125,gaussian,0.09550171982392493,,
3.70956,6.01692,8.72084,3.39068,3.20436,8.33116,0.20186047612517458,30517578125,gaussian,0.10093023806258729,,
3.91012,8.72084,3.39068,3.20436,6.42972,9.413319999999999,0.21457047714214306,30517578125,shell,,0.17165638171371445,0.21457047714214306
5.27724,3.39068,3.20436,6.42972,1.62644,3.30364,0.12711444734410357,30517578125,ball,,,
1.29348,3.20436,6.42972,1.62644,1.36188,6.88628,0.18352316669711294,30517578125,ball,,,
6.33996,6.42972,1.62644,1.36188,9.46676,9.10556,0.21103373524692906,30517578125,gaussian,0.10551686762346453,,
6.61092,1.62644,1.36188,9.46676,1.59452,6.8021199999999995,0.18239826390947433,30517578125,gaussian,0.09119913195473717,,
9.55884,1.36188,9.46676,1.59452,1.23604,3.76124,0.13563259741592448,30517578125,gaussian,0.06781629870796224,,
5.61668,9.46676,1.59452,1.23604,7.14108,7.16148,0.18715435930129376,30517578125,shell,,0.149723487441035,0.18715435930129376
2.50636,1.59452,1.23604,7.14108,0.14516,4.37596,0.14629693497893392,30517578125,ball,,,
5.98372,1.23604,7.14108,0.14516,3.19132,8.78292,0.2072612051879062,30517578125,shell,,0.16580896415032498,0.2072612051879062
6.38444,7.14108,0.14516,3.19132,8.90964,4.6028400000000005,0.15004153376732315,30517578125,shell,,0.12003322701385853,0.15004153376732315
3.42788,0.14516,3.19132,8.90964,9.44828,10.60468,0.22774420743977947,30517578125,ball,,,
2.44876,3.19132,8.90964,9.44828,4.67956,10.78236,0.22964419391514682,30517578125,ball,,,
6.50852,8.90964,9.44828,4.67956,4.10012,2.63572,0.1135398174718524,30517578125,gaussian,0.0567699087359262,,
2.71404,9.44828,4.67956,4.10012,8.40724,8.38844,0.20255322250154284,30517578125,shell,,0.16204257800123428,0.20255322250154284
4.64708,4.67956,4.10012,8.40724,1.80348,8.33588,0.20191764982826496,30517578125,gaussian,0.10095882491413248,,
8.00716,4.10012,8.40724,1.80348,2.10996,2.56476,0.11200100549647007,30517578125,gaussian,0.05600050274823504,,
5.86532,8.40724,1.80348,2.10996,6.40092,10.84052,0.23026271082776273,30517578125,shell,,0.18421016866221018,0.23026271082776273
1.90764,1.80348,2.10996,6.40092,1.88884,8.07804,0.1987703284532643,30517578125,ball,,,
1.99428,2.10996,6.40092,1.88884,4.52668,2.27508,0.10548650222281121,30517578125,gaussian,0.052743251111405605,,
6.62156,6.40092,1.88884,4.52668,5.07636,5.56316,0.16495266294131597,30517578125,ball,,,
2.93412,1.88884,4.52668,5.07636,9.37372,9.07732,0.2107062309179493,30517578125,shell,,0.16856498473435944,0.2107062309179493
9.72524,4.52668,5.07636,9.37372,5.91444,3.0316400000000003,0.12176917677631988,30517578125,ball,,,
2.98948,5.07636,9.37372,5.91444,6.73788,7.1422799999999995,0.1869033095606239,30517578125,ball,,,
5.33196,9.37372,5.91444,6.73788,3.81876,1.21756,0.0771691544508428,30517578125,shell,,0.06173532356067424,0.0771691544508428
5.79492,5.91444,6.73788,3.81876,7.49852,4.22612,0.14377039568274497,30517578125,gaussian,0.07188519784137248,,
0.32684,6.73788,3.81876,7.49852,7.44404,5.00924,0.1565252750561663,30517578125,shell,,0.12522022004493305,0.1565252750561663
1.95268,3.81876,7.49852,7.44404,8.35708,2.45748,0.10963356884848297,30517578125,gaussian,0.05481678442424148,,
4.77836,7.49852,7.44404,8.35708,0.17716,10.56796,0.22734956945288765,30517578125,shell,,0.18187965556231012,0.22734956945288765
9.72772,7.44404,8.35708,0.17716,8.45532,2.3669200000000004,0.10759456780365147,30517578125,gaussian,0.05379728390182573,,
2.27244,8.35708,0.17716,8.45532,9.83764,4.17084,0.14282700213221314,30517578125,ball,,,
2.00388,0.17716,8.45532,9.83764,2.10428,4.54068,0.14902495657197623,30517578125,ball,,,
3.20076,8.45532,9.83764,2.10428,1.59156,8.25436,0.2009279062211836,30517578125,gaussian,0.1004639531105918,,
5.21252,9.83764,2.10428,1.59156,1.12412,6.77972,0.18209768921186142,30517578125,gaussian,0.09104884460593071,,
4.52204,2.10428,1.59156,1.12412,8.85524,5.07644,0.15757168690497753,30517578125,gaussian,0.07878584345248876,,
7.06308,1.59156,1.12412,8.85524,5.49948,8.51188,0.20403811462363416,30517578125,ball,,,
0.43916,1.12412,8.85524,5.49948,5.10196,6.5167600000000006,0.17853132131182148,30517578125,gaussian,0.08926566065591074,,
5.92932,8.85524,5.49948,5.10196,3.58492,5.94452,0.17051278662638059,30517578125,gaussian,0.08525639331319029,,
2.43564,5.49948,5.10196,3.58492,8.65684,2.68604,0.1146185192673601,30517578125,gaussian,0.05730925963368005,,
3.85028,5.10196,3.58492,8.65684,2.86268,10.291080000000001,0.22435152856600984,30517578125,ball,,,
1.93356,3.58492,8.65684,2.86268,1.34836,9.19516,0.21206949440179576,30517578125,ball,,,
6.75812,8.65684,2.86268,1.34836,1.11772,1.54132,0.08682503410900658,30517578125,gaussian,0.04341251705450329,,
3.77324,2.86268,1.34836,1.11772,7.80244,8.359639999999999,0.20220521092349347,30517578125,gaussian,0.10110260546174674,,
3.88548,1.34836,1.11772,7.80244,7.31388,8.598279999999999,0.20507104642684787,30517578125,gaussian,0.10253552321342393,,
2.72396,1.11772,7.80244,7.31388,8.57076,5.72956,0.1674014407884447,30517578125,gaussian,0.08370072039422236,,
1.77892,7.80244,7.31388,8.57076,4.20252,6.45012,0.17761615034448686,30517578125,shell,,0.14209292027558948,0.17761615034448686
4.69484,7.31388,8.57076,4.20252,5.25204,5.85724,0.1692563867779396,30517578125,gaussian,0.0846281933889698,,
5.48868,8.57076,4.20252,5.25204,2.77308,6.95348,0.18441645126508657,30517578125,ball,,,
1.45036,4.20252,5.25204,2.77308,6.60916,5.15996,0.15886262088798886,30517578125,gaussian,0.07943131044399443,,
2.27172,5.25204,2.77308,6.60916,6.51932,2.75092,0.11599453709602754,30517578125,ball,,,
5.76044,2.77308,6.60916,6.51932,6.36564,7.33884,0.18945770204462337,30517578125,shell,,0.1515661616356987,0.18945770204462337
5.77988,6.60916,6.51932,6.36564,5.96028,5.676679999999999,0.16662714852761762,30517578125,ball,,,
4.35276,6.51932,6.36564,5.96028,0.90356,10.12636,0.2225487898705723,30517578125,ball,,,
4.71652,6.36564,5.96028,0.90356,2.94812,9.72372,0.21807946747309315,30517578125,gaussian,0.10903973373654657,,
7.93004,5.96028,0.90356,2.94812,8.90324,9.36444,0.21401265823442212,30517578125,ball,,,
2.67908,0.90356,2.94812,8.90324,8.39548,3.88788,0.1378970519457368,30517578125,shell,,0.11031764155658944,0.1378970519457368
9.27116,2.94812,8.90324,8.39548,6.49396,10.86876,0.23056243766574958,30517578125,ball,,,
8.79332,8.90324,8.39548,6.49396,7.56892,1.84852,0.09508469824448035,30517578125,shell,,0.07606775859558429,0.09508469824448035
8.56364,8.39548,6.49396,7.56892,9.02484,8.89404,0.2085682008501327,30517578125,gaussian,0.10428410042506635,,
6.90628,6.49396,7.56892,9.02484,8.39868,1.50708,0.08585522069547567,30517578125,gaussian,0.042927610347737837,,
9.64556,7.56892,9.02484,8.39868,2.02036,9.22716,0.21243818455519137,30517578125,gaussian,0.10621909227759568,,
5.38212,9.02484,8.39868,2.02036,1.66172,6.80532,0.1824411627273776,30517578125,shell,,0.14595293018190209,0.1824411627273776
7.42124,8.39868,2.02036,1.66172,7.29044,9.28764,0.21313326713938893,30517578125,shell,,0.17050661371151116,0.21313326713938893
3.98148,2.02036,1.66172,7.29044,3.08988,1.25428,0.0783241705389719,30517578125,ball,,,
8.51596,1.66172,7.29044,3.08988,3.72276,2.64156,0.11366553371745435,30517578125,shell,,0.09093242697396348,0.11366553371745435
4.56292,7.29044,3.08988,3.72276,1.70652,3.47412,0.13035297980819183,30517578125,ball,,,
2.66284,3.08988,3.72276,1.70652,4.66004,6.3052399999999995,0.1756100500624471,30517578125,gaussian,0.08780502503122355,,
6.22468,3.72276,1.70652,4.66004,0.38908,10.64948,0.2282247588325037,30517578125,shell,,0.18257980706600296,0.2282247588325037
2.52236,1.70652,4.66004,0.38908,9.44116,8.15196,0.19967770465016244,30517578125,shell,,0.15974216372012995,0.19967770465016244
3.61572,4.66004,0.38908,9.44116,7.38332,9.93492,0.22043509707336723,30517578125,gaussian,0.11021754853668361,,
6.84844,0.38908,9.44116,7.38332,8.49364,4.10684,0.14172695204346522,30517578125,gaussian,0.07086347602173261,,
4.75588,9.44116,7.38332,8.49364,1.01628,4.01268,0.1400928012436294,30517578125,ball,,,
5.90476,7.38332,8.49364,1.01628,2.61556,6.39836,0.1769020605437864,30517578125,shell,,0.14152164843502912,0.1769020605437864
