x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.04116204968623494,2304000000,gaussian,0.5,0.02058102484311747,0.2,,
9.29313,3.38941,4.13607,1.83493,0.016901321251594843,2304000000,shell,0.5,,0.2,0.013521057001275875,0.016901321251594843
2.36051,4.13607,4.86789,8.549109999999999,0.03648138843320112,2304000000,gaussian,0.5,0.01824069421660056,0.2,,
5.97577,4.86789,2.47103,5.18797,0.028419055104224433,2304000000,ball,0.5,,0.2,,
8.27979,2.47103,4.34381,4.2491900000000005,0.02571958646481451,2304000000,ball,0.5,,0.2,,
3.57233,4.34381,2.38487,4.2261299999999995,0.025649702496079806,2304000000,gaussian,0.5,0.012824851248039903,0.2,,
2.53891,2.38487,0.54549,8.15151,0.03562295472466682,2304000000,ball,0.5,,0.2,,
4.07257,0.54549,7.68623,8.53277,0.036446508135993316,2304000000,ball,0.5,,0.2,,
1.45339,7.68623,0.99421,10.71879,0.04084922178973606,2304000000,gaussian,0.5,0.02042461089486803,0.2,,
4.37953,0.99421,7.62567,7.22533,0.03353819995897811,2304000000,gaussian,0.5,0.016769099979489055,0.2,,
6.57331,7.62567,1.40709,7.76991,0.03477914492143611,2304000000,shell,0.5,,0.2,0.02782331593714889,0.03477914492143611
1.48137,1.40709,5.66943,9.50957,0.03847612667538682,2304000000,ball,0.5,,0.2,,
6.45099,5.66943,7.98061,7.6523900000000005,0.034515125259951145,2304000000,gaussian,0.5,0.017257562629975572,0.2,,
5.23473,7.98061,3.13847,1.55253,0.015546438262965619,2304000000,shell,0.5,,0.2,0.012437150610372497,0.015546438262965619
3.50371,3.13847,2.01269,10.84431,0.04108770350126302,2304000000,shell,0.5,,0.2,0.03287016280101042,0.04108770350126302
0.28217,2.01269,1.54063,8.998370000000001,0.03742767325941929,2304000000,ball,0.5,,0.2,,
5.43259,1.54063,7.54301,4.80999,0.027364214925329606,2304000000,shell,0.5,,0.2,0.021891371940263686,0.027364214925329606
6.45793,7.54301,7.40327,2.72773,0.020606849352231935,2304000000,ball,0.5,,0.2,,
5.97011,7.40327,7.32229,10.41471,0.04026562984247483,2304000000,shell,0.5,,0.2,0.032212503873979864,0.04026562984247483
9.75497,7.32229,1.21983,7.07917,0.03319724754512782,2304000000,shell,0.5,,0.2,0.026557798036102254,0.03319724754512782
4.95819,1.21983,3.52141,10.35159,0.04014342628802092,2304000000,shell,0.5,,0.2,0.03211474103041674,0.04014342628802092
7.16913,3.52141,2.10007,3.07093,0.02186481789627602,2304000000,shell,0.5,,0.2,0.017491854317020817,0.02186481789627602
4.21251,2.10007,8.69589,3.12111,0.022042733178535,2304000000,gaussian,0.5,0.0110213665892675,0.2,,
4.37977,8.69589,3.42703,1.03197,0.012674897099422714,2304000000,shell,0.5,,0.2,0.010139917679538172,0.012674897099422714
1.98779,3.42703,5.35581,6.83719,0.032624940662811186,2304000000,ball,0.5,,0.2,,
7.28833,5.35581,0.10887,3.70213,0.024006936212928414,2304000000,ball,0.5,,0.2,,
0.07091,0.10887,9.89349,3.20351,0.02233181122866216,2304000000,gaussian,0.5,0.01116590561433108,0.2,,
1.83657,9.89349,1.68223,3.33677,0.022791559481175793,2304000000,shell,0.5,,0.2,0.018233247584940635,0.022791559481175793
9.88139,1.68223,2.08621,7.226789999999999,0.03354158826778889,2304000000,ball,0.5,,0.2,,
9.53553,2.08621,3.50967,6.54133,0.0319112587685333,2304000000,gaussian,0.5,0.01595562938426665,0.2,,
0.98531,3.50967,3.07509,6.50191,0.031814960100249874,2304000000,ball,0.5,,0.2,,
1.00537,3.07509,6.30543,9.67357,0.03880648395104855,2304000000,gaussian,0.5,0.019403241975524274,0.2,,
4.39899,6.30543,6.35261,10.88039,0.04115599799545952,2304000000,ball,0.5,,0.2,,
1.43073,6.35261,1.58247,6.30853,0.031338268156343316,2304000000,ball,0.5,,0.2,,
3.99571,1.58247,4.80069,4.45631,0.026338958825887278,2304000000,ball,0.5,,0.2,,
9.96617,4.80069,6.41663,6.92237,0.032827537821956486,2304000000,gaussian,0.5,0.016413768910978243,0.2,,
9.70059,6.41663,8.39501,9.55799,0.03857395699730319,2304000000,shell,0.5,,0.2,0.030859165597842554,0.03857395699730319
7.29393,8.39501,8.80727,2.52373,0.019821309881045378,2304000000,shell,0.5,,0.2,0.015857047904836302,0.019821309881045378
9.74211,8.80727,2.03029,8.10671,0.03552492950222946,2304000000,ball,0.5,,0.2,,
3.99897,2.03029,1.93583,1.16317,0.013456511979075946,2304000000,ball,0.5,,0.2,,
4.34619,1.93583,0.05341,3.41959,0.023072673757039402,2304000000,gaussian,0.5,0.011536336878519701,0.2,,
0.24513,0.05341,2.86407,1.50693,0.015316426301342655,2304000000,shell,0.5,,0.2,0.012253141041074125,0.015316426301342655
6.46451,2.86407,8.12389,2.0931100000000002,0.018051235509787125,2304000000,ball,0.5,,0.2,,
3.58377,8.12389,5.58303,5.6759699999999995,0.02972562206098322,2304000000,shell,0.5,,0.2,0.023780497648786578,0.02972562206098322
7.29579,5.58303,8.76781,7.02519,0.03307043772356323,2304000000,ball,0.5,,0.2,,
4.20433,8.76781,2.63287,8.37813,0.0361147367491601,2304000000,ball,0.5,,0.2,,
4.00291,2.63287,8.84149,8.65551,0.03670770537721149,2304000000,ball,0.5,,0.2,,
2.40057,8.84149,4.87823,8.94077,0.037307690694511446,2304000000,gaussian,0.5,0.018653845347255723,0.2,,
3.90939,4.87823,1.57821,5.33479,0.02881838043901621,2304000000,shell,0.5,,0.2,0.02305470435121297,0.02881838043901621
5.89153,1.57821,6.19367,9.05733,0.03755009168700566,2304000000,ball,0.5,,0.2,,
