x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,10.88359,0.10548313856223648,8192000,gaussian,0.5,0.05274156928111824,0.2,,
9.29313,3.38941,1.83493,0.0433118473219044,8192000,shell,0.5,,0.2,0.03464947785752352,0.0433118473219044
2.36051,4.13607,8.549109999999999,0.09348833161554142,8192000,shell,0.5,,0.2,0.07479066529243314,0.09348833161554142
5.97577,4.86789,5.18797,0.07282754746708386,8192000,ball,0.5,,0.2,,
8.27979,2.47103,4.2491900000000005,0.06590980584085693,8192000,ball,0.5,,0.2,,
3.57233,4.34381,4.2261299999999995,0.06573071902633935,8192000,gaussian,0.5,0.03286535951316968,0.2,,
2.53891,2.38487,8.15151,0.09128848290747042,8192000,ball,0.5,,0.2,,
4.07257,0.54549,8.53277,0.09339894628970101,8192000,gaussian,0.5,0.046699473144850505,0.2,,
1.45339,7.68623,10.71879,0.10468147614250622,8192000,shell,0.5,,0.2,0.08374518091400499,0.10468147614250622
4.37953,0.99421,7.22533,0.085946026020758,8192000,shell,0.5,,0.2,0.0687568208166064,0.085946026020758
6.57331,7.62567,7.76991,0.08912610987034436,8192000,shell,0.5,,0.2,0.07130088789627549,0.08912610987034436
1.48137,1.40709,9.50957,0.09860010938170623,8192000,shell,0.5,,0.2,0.07888008750536499,0.09860010938170623
6.45099,5.66943,7.6523900000000005,0.0884495249396166,8192000,ball,0.5,,0.2,,
5.23473,7.98061,1.55253,0.03983978237094579,8192000,gaussian,0.5,0.019919891185472896,0.2,,
3.50371,3.13847,10.84431,0.10529261673470976,8192000,ball,0.5,,0.2,,
0.28217,2.01269,8.998370000000001,0.09591331030839532,8192000,ball,0.5,,0.2,,
5.43259,1.54063,4.80999,0.07012438147803482,8192000,ball,0.5,,0.2,,
6.45793,7.54301,2.72773,0.052807747964978426,8192000,ball,0.5,,0.2,,
5.97011,7.40327,10.41471,0.10318594541199091,8192000,gaussian,0.5,0.05159297270599546,0.2,,
9.75497,7.32229,7.07917,0.08507229084509382,8192000,shell,0.5,,0.2,0.06805783267607506,0.08507229084509382
