x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,7.58906,1.2676506379769168,729000,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,1.5566200000000001,0.5741123498638618,729000,shell,0.5,,0.2,0.4592898798910895,0.5741123498638618
8.24034,2.75738,3.24526,6.03274,1.1302197454060645,729000,ball,0.5,,0.2,,
7.31718,3.24526,8.31402,3.79198,0.89606312428754,729000,shell,0.5,,0.2,0.716850499430032,0.89606312428754
5.51986,8.31402,9.56254,6.499460000000001,1.173124821182266,729000,gaussian,0.5,0.586562410591133,0.2,,
9.04822,9.56254,8.25658,9.81742,1.4417975115121844,729000,shell,0.5,,0.2,1.1534380092097476,1.4417975115121844
5.02594,8.25658,0.36366,2.43434,0.7179533127664011,729000,ball,0.5,,0.2,,
6.04838,0.36366,1.79082,9.35518,1.4074457375984428,729000,shell,0.5,,0.2,1.1259565900787543,1.4074457375984428
4.30226,1.79082,3.99614,4.14586,0.936942420672185,729000,ball,0.5,,0.2,,
6.25302,3.99614,5.08378,5.15022,1.044283645625548,729000,gaussian,0.5,0.522141822812774,0.2,,
