x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,4.13607,4.86789,10.88359,0.7342837104160859,21600000,gaussian,0.5,0.36714185520804293,0.2,,
9.29313,3.38941,4.13607,4.86789,2.47103,1.83493,0.30150016760961906,21600000,shell,0.5,,0.2,0.24120013408769525,0.30150016760961906
2.36051,4.13607,4.86789,2.47103,4.34381,8.549109999999999,0.6507860872831972,21600000,shell,0.5,,0.2,0.5206288698265578,0.6507860872831972
5.97577,4.86789,2.47103,4.34381,2.38487,5.18797,0.5069633166355052,21600000,shell,0.5,,0.2,0.4055706533084042,0.5069633166355052
8.27979,2.47103,4.34381,2.38487,0.54549,4.2491900000000005,0.4588078952265308,21600000,shell,0.5,,0.2,0.3670463161812247,0.4588078952265308
3.57233,4.34381,2.38487,0.54549,7.68623,4.2261299999999995,0.4575612454544161,21600000,ball,0.5,,0.2,,
2.53891,2.38487,0.54549,7.68623,0.99421,8.15151,0.6354726154455789,21600000,gaussian,0.5,0.31773630772278944,0.2,,
4.07257,0.54549,7.68623,0.99421,7.62567,8.53277,0.6501638628252464,21600000,shell,0.5,,0.2,0.5201310902601971,0.6501638628252464
1.45339,7.68623,0.99421,7.62567,1.40709,10.71879,0.7287032198838159,21600000,shell,0.5,,0.2,0.5829625759070528,0.7287032198838159
4.37953,0.99421,7.62567,1.40709,5.66943,7.22533,0.5982829838230933,21600000,ball,0.5,,0.2,,
6.57331,7.62567,1.40709,5.66943,7.98061,7.76991,0.6204200172896394,21600000,gaussian,0.5,0.3102100086448197,0.2,,
1.48137,1.40709,5.66943,7.98061,3.13847,9.50957,0.6863699274696298,21600000,shell,0.5,,0.2,0.5490959419757039,0.6863699274696298
6.45099,5.66943,7.98061,3.13847,2.01269,7.6523900000000005,0.6157102096358477,21600000,gaussian,0.5,0.30785510481792383,0.2,,
5.23473,7.98061,3.13847,2.01269,1.54063,1.55253,0.2773306105624394,21600000,gaussian,0.5,0.1386653052812197,0.2,,
3.50371,3.13847,2.01269,1.54063,7.54301,10.84431,0.7329574598291352,21600000,shell,0.5,,0.2,0.5863659678633082,0.7329574598291352
