x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,7.58906,0.12560503662816988,91125000,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,1.5566200000000001,0.05688586474300197,91125000,shell,0.5,,0.2,0.045508691794401576,0.05688586474300197
8.24034,2.75738,3.24526,6.03274,0.11198771038854208,91125000,gaussian,0.5,0.05599385519427104,0.2,,
7.31718,3.24526,8.31402,3.79198,0.08878632501373637,91125000,shell,0.5,,0.2,0.0710290600109891,0.08878632501373637
5.51986,8.31402,9.56254,6.499460000000001,0.11623895552892619,91125000,gaussian,0.5,0.05811947776446309,0.2,,
9.04822,9.56254,8.25658,9.81742,0.14286036216801062,91125000,shell,0.5,,0.2,0.11428828973440851,0.14286036216801062
5.02594,8.25658,0.36366,2.43434,0.07113833216008038,91125000,gaussian,0.5,0.03556916608004019,0.2,,
6.04838,0.36366,1.79082,9.35518,0.1394566200868611,91125000,ball,0.5,,0.2,,
4.30226,1.79082,3.99614,4.14586,0.09283684600579906,91125000,gaussian,0.5,0.04641842300289953,0.2,,
6.25302,3.99614,5.08378,5.15022,0.10347274054019306,91125000,gaussian,0.5,0.05173637027009653,0.2,,
7.71554,5.08378,0.93806,2.17994,0.06731863967232483,91125000,ball,0.5,,0.2,,
0.98758,0.93806,3.77962,10.00638,0.14422865616796413,91125000,gaussian,0.5,0.07211432808398206,0.2,,
4.30066,3.77962,8.65374,8.76826,0.1350111917714418,91125000,gaussian,0.5,0.0675055958857209,0.2,,
3.48982,8.65374,8.75898,8.03502,0.12924285477247405,91125000,gaussian,0.5,0.06462142738623702,0.2,,
5.66914,8.75898,8.00846,4.22954,0.09376907450460631,91125000,gaussian,0.5,0.046884537252303154,0.2,,
6.85478,8.00846,4.36042,9.66558,0.14175129042457532,91125000,shell,0.5,,0.2,0.11340103233966026,0.14175129042457532
6.95506,4.36042,1.69534,10.20666,0.14566489001857258,91125000,gaussian,0.5,0.07283244500928629,0.2,,
7.63862,1.69534,1.60218,2.15182,0.06688304408240732,91125000,ball,0.5,,0.2,,
0.64674,1.60218,8.21486,3.94314,0.0905386802616675,91125000,gaussian,0.5,0.04526934013083375,0.2,,
3.16998,8.21486,0.81322,5.05278,0.10248923605049366,91125000,shell,0.5,,0.2,0.08199138884039493,0.10248923605049366
3.30546,0.81322,5.68094,3.9010599999999998,0.09005428372676631,91125000,shell,0.5,,0.2,0.07204342698141306,0.09005428372676631
4.77942,5.68094,4.73338,2.38062,0.07034902783352871,91125000,ball,0.5,,0.2,,
2.80834,4.73338,5.79726,9.080739999999999,0.13739587108819665,91125000,gaussian,0.5,0.06869793554409832,0.2,,
6.25318,5.79726,5.61802,7.68798,0.12642098905672247,91125000,ball,0.5,,0.2,,
7.99186,5.61802,3.57054,4.89146,0.10083987867780349,91125000,gaussian,0.5,0.050419939338901744,0.2,,
8.19222,3.57054,0.07258,2.8014200000000002,0.0763136408314918,91125000,ball,0.5,,0.2,,
6.71394,0.07258,6.59566,5.80234,0.10982839780283422,91125000,gaussian,0.5,0.05491419890141711,0.2,,
1.22438,6.59566,4.45482,5.89118,0.11066599866449696,91125000,gaussian,0.5,0.05533299933224848,0.2,,
3.25426,4.45482,4.72414,1.81786,0.06147425553795246,91125000,ball,0.5,,0.2,,
6.35702,4.72414,2.33978,4.69422,0.09878585908341546,91125000,gaussian,0.5,0.04939292954170773,0.2,,
7.32354,2.33978,2.05006,4.66794,0.09850895087956689,91125000,gaussian,0.5,0.049254475439783445,0.2,,
4.00358,2.05006,4.20362,6.78238,0.11874193465212118,91125000,gaussian,0.5,0.05937096732606059,0.2,,
2.93266,4.20362,0.90174,10.920259999999999,0.15067095833249416,91125000,gaussian,0.5,0.07533547916624708,0.2,,
0.95382,0.90174,1.05498,4.53902,0.09713910762076117,91125000,gaussian,0.5,0.048569553810380584,0.2,,
5.99714,1.05498,3.20046,6.6375399999999996,0.11746720543479444,91125000,shell,0.5,,0.2,0.09397376434783555,0.11746720543479444
3.31078,3.20046,0.94442,8.28158,0.1312108237513699,91125000,gaussian,0.5,0.06560541187568494,0.2,,
6.46706,0.94442,2.26334,10.03866,0.14446110548080449,91125000,gaussian,0.5,0.07223055274040224,0.2,,
4.86262,2.26334,2.53818,2.01582,0.06473496777695067,91125000,shell,0.5,,0.2,0.05178797422156054,0.06473496777695067
6.49474,2.53818,4.68686,9.07114,0.13732322562357124,91125000,shell,0.5,,0.2,0.109858580498857,0.13732322562357124
2.66598,4.68686,7.95722,1.10878,0.04801044739916723,91125000,ball,0.5,,0.2,,
2.89746,7.95722,3.36894,2.61306,0.07370343895804772,91125000,shell,0.5,,0.2,0.058962751166438176,0.07370343895804772
0.16342,3.36894,1.90938,8.00462,0.12899813191568124,91125000,shell,0.5,,0.2,0.103198505532545,0.12899813191568124
0.97634,1.90938,8.74926,1.72874,0.05994844214400956,91125000,gaussian,0.5,0.02997422107200478,0.2,,
2.38918,8.74926,3.72202,10.78398,0.1497278533547009,91125000,shell,0.5,,0.2,0.11978228268376073,0.1497278533547009
4.86386,3.72202,9.17854,1.6834600000000002,0.05915813337180354,91125000,ball,0.5,,0.2,,
6.13622,9.17854,5.08858,2.58542,0.07331259855891555,91125000,shell,0.5,,0.2,0.05865007884713244,0.07331259855891555
6.00194,5.08858,9.22766,2.77034,0.07588913411873524,91125000,ball,0.5,,0.2,,
1.60038,9.22766,9.91882,9.62718,0.14146943115508703,91125000,ball,0.5,,0.2,,
2.60626,9.91882,1.05214,3.88986,0.08992491722755051,91125000,ball,0.5,,0.2,,
7.26102,1.05214,0.79578,3.03822,0.07947356052195201,91125000,gaussian,0.5,0.039736780260976004,0.2,,
