x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.16831405214224499,18432000,gaussian,0.5,0.08415702607112249,0.2,,
9.29313,3.38941,4.13607,1.83493,0.06911050076704701,18432000,gaussian,0.5,0.03455525038352351,0.2,,
2.36051,4.13607,4.86789,8.549109999999999,0.14917455184503853,18432000,shell,0.5,,0.2,0.11933964147603082,0.14917455184503853
5.97577,4.86789,2.47103,5.18797,0.11620719471230227,18432000,gaussian,0.5,0.058103597356151136,0.2,,
8.27979,2.47103,4.34381,4.2491900000000005,0.10516890801877204,18432000,shell,0.5,,0.2,0.08413512641501764,0.10516890801877204
3.57233,4.34381,2.38487,4.2261299999999995,0.10488314834336275,18432000,gaussian,0.5,0.052441574171681375,0.2,,
2.53891,2.38487,0.54549,8.15151,0.1456643657129028,18432000,gaussian,0.5,0.0728321828564514,0.2,,
4.07257,0.54549,7.68623,8.53277,0.1490319242497724,18432000,shell,0.5,,0.2,0.11922553939981793,0.1490319242497724
1.45339,7.68623,0.99421,10.71879,0.16703488039826672,18432000,shell,0.5,,0.2,0.13362790431861338,0.16703488039826672
4.37953,0.99421,7.62567,7.22533,0.13713968035319232,18432000,gaussian,0.5,0.06856984017659616,0.2,,
6.57331,7.62567,1.40709,7.76991,0.14221397759322166,18432000,gaussian,0.5,0.07110698879661083,0.2,,
1.48137,1.40709,5.66943,9.50957,0.15733115432389058,18432000,shell,0.5,,0.2,0.12586492345911246,0.15733115432389058
6.45099,5.66943,7.98061,7.6523900000000005,0.1411343856047639,18432000,shell,0.5,,0.2,0.11290750848381113,0.1411343856047639
5.23473,7.98061,3.13847,1.55253,0.06357030420897715,18432000,shell,0.5,,0.2,0.050856243367181725,0.06357030420897715
3.50371,3.13847,2.01269,10.84431,0.1680100462011092,18432000,ball,0.5,,0.2,,
0.28217,2.01269,1.54063,8.998370000000001,0.15304396638575232,18432000,gaussian,0.5,0.07652198319287616,0.2,,
5.43259,1.54063,7.54301,4.80999,0.11189389092336069,18432000,shell,0.5,,0.2,0.08951511273868856,0.11189389092336069
6.45793,7.54301,7.40327,2.72773,0.08426262401405227,18432000,shell,0.5,,0.2,0.06741009921124182,0.08426262401405227
5.97011,7.40327,7.32229,10.41471,0.16464853845976093,18432000,shell,0.5,,0.2,0.13171883076780874,0.16464853845976093
9.75497,7.32229,1.21983,7.07917,0.13574550579676797,18432000,ball,0.5,,0.2,,
