x1,x2,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,14.17812,0.48487014469963946,8437500,gaussian,0.5,0.24243507234981973,0.2,,
2.39084,1.18588,2.1132400000000002,0.18719339943201083,8437500,shell,0.5,,0.2,0.14975471954560868,0.18719339943201083
6.48068,5.51476,1.06548,0.13291952202481636,8437500,ball,0.5,,0.2,,
4.63436,6.49052,6.58396,0.3304149671146464,8437500,ball,0.5,,0.2,,
1.03972,6.62804,1.99892,0.18205970158025434,8437500,ball,0.5,,0.2,,
8.09644,9.12508,8.63484,0.3783931512144172,8437500,shell,0.5,,0.2,0.3027145209715338,0.3783931512144172
0.05188,6.51316,3.8686800000000003,0.2532780325930861,8437500,ball,0.5,,0.2,,
2.09676,0.72732,7.71036,0.3575637207600989,8437500,ball,0.5,,0.2,,
8.60452,3.58164,7.29172,0.3477211534934429,8437500,ball,0.5,,0.2,,
2.50604,7.99228,9.30044,0.39270629913270483,8437500,ball,0.5,,0.2,,
5.43108,0.16756,3.35988,0.23603586790349237,8437500,ball,0.5,,0.2,,
1.97516,1.87612,9.01276,0.3865850215997048,8437500,shell,0.5,,0.2,0.3092680172797639,0.3865850215997048
8.60132,7.55924,6.53652,0.3292224306971409,8437500,gaussian,0.5,0.16461121534857046,0.2,,
6.97964,7.30748,5.07004,0.2899491318417754,8437500,shell,0.5,,0.2,0.23195930547342034,0.2899491318417754
1.33828,7.51796,7.45908,0.35168897375199293,8437500,gaussian,0.5,0.17584448687599646,0.2,,
