x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
5.28365,6.17305,8.98235,17.47265,0.9179405691260291,182250000,shell,0.5,,0.2,0.7343524553008233,0.9179405691260291
5.48855,8.98235,6.89345,2.39155,0.3396056508544029,182250000,gaussian,0.5,0.16980282542720146,0.2,,
0.60085,6.89345,8.11315,3.58185,0.4156127601620586,182250000,shell,0.5,,0.2,0.3324902081296469,0.4156127601620586
3.29295,8.11315,0.78505,7.9799500000000005,0.6203478203327787,182250000,shell,0.5,,0.2,0.49627825626622296,0.6203478203327787
3.79965,0.78505,3.90635,9.74865,0.6856577903182262,182250000,gaussian,0.5,0.3428288951591131,0.2,,
2.62055,3.90635,0.64145,3.04355,0.3831116829328634,182250000,ball,0.5,,0.2,,
7.56485,0.64145,0.90915,9.58585,0.6799085302489973,182250000,shell,0.5,,0.2,0.5439268241991979,0.6799085302489973
0.12095,0.90915,9.47705,6.88795,0.5763418662528224,182250000,gaussian,0.5,0.2881709331264112,0.2,,
5.75565,9.47705,4.99035,3.86465,0.4317081620804845,182250000,ball,0.5,,0.2,,
0.63255,4.99035,2.70945,1.37555,0.25755700492555034,182250000,shell,0.5,,0.2,0.20604560394044028,0.25755700492555034
4.28885,2.70945,2.34515,8.949850000000001,0.6569662416353157,182250000,gaussian,0.5,0.32848312081765785,0.2,,
2.46895,2.34515,9.44905,8.51595,0.6408431211950361,182250000,ball,0.5,,0.2,,
0.75165,9.44905,6.63435,5.42065,0.5112824184997182,182250000,shell,0.5,,0.2,0.4090259347997746,0.5112824184997182
8.72455,6.63435,1.89745,8.58755,0.6435315073824528,182250000,shell,0.5,,0.2,0.5148252059059623,0.6435315073824528
9.17285,1.89745,0.02115,4.07385,0.4432387205694553,182250000,gaussian,0.5,0.22161936028472765,0.2,,
7.13695,0.02115,5.90105,7.66395,0.60794110269374,182250000,gaussian,0.5,0.30397055134687,0.2,,
2.38765,5.90105,9.23835,4.01665,0.4401160135538709,182250000,ball,0.5,,0.2,,
4.09655,9.23835,9.00545,3.87955,0.43253957805925386,182250000,shell,0.5,,0.2,0.34603166244740313,0.43253957805925386
6.61685,9.00545,5.53715,3.35785,0.4024072729246891,182250000,shell,0.5,,0.2,0.3219258183397513,0.4024072729246891
2.92495,5.53715,2.03305,1.13195,0.23364086068693515,182250000,shell,0.5,,0.2,0.18691268854954812,0.23364086068693515
8.26365,2.03305,9.20235,3.25265,0.39605348796055695,182250000,shell,0.5,,0.2,0.3168427903684456,0.39605348796055695
1.94855,9.20235,6.83345,4.45155,0.46333040785452756,182250000,shell,0.5,,0.2,0.37066432628362206,0.46333040785452756
7.02085,6.83345,4.49315,1.20185,0.240746681491882,182250000,ball,0.5,,0.2,,
0.63295,4.49315,9.04505,7.71995,0.610158153777519,182250000,ball,0.5,,0.2,,
9.97965,9.04505,8.92635,10.72865,0.7192961144525223,182250000,shell,0.5,,0.2,0.5754368915620178,0.7192961144525223
