x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,2.75738,3.24526,7.58906,0.7730979100054649,16200000,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,3.24526,8.31402,1.5566200000000001,0.3501320036381822,16200000,ball,0.5,,0.2,,
8.24034,2.75738,3.24526,8.31402,9.56254,6.03274,0.6892833852194598,16200000,gaussian,0.5,0.3446416926097299,0.2,,
7.31718,3.24526,8.31402,9.56254,8.25658,3.79198,0.5464790596605047,16200000,gaussian,0.5,0.27323952983025235,0.2,,
5.51986,8.31402,9.56254,8.25658,0.36366,6.499460000000001,0.7154497621513124,16200000,ball,0.5,,0.2,,
9.04822,9.56254,8.25658,0.36366,1.79082,9.81742,0.8793042889009668,16200000,shell,0.5,,0.2,0.7034434311207735,0.8793042889009668
5.02594,8.25658,0.36366,1.79082,3.99614,2.43434,0.43785581685741365,16200000,ball,0.5,,0.2,,
6.04838,0.36366,1.79082,3.99614,5.08378,9.35518,0.8583542859410997,16200000,ball,0.5,,0.2,,
4.30226,1.79082,3.99614,5.08378,0.93806,4.14586,0.5714099812020268,16200000,gaussian,0.5,0.2857049906010134,0.2,,
6.25302,3.99614,5.08378,0.93806,3.77962,5.15022,0.6368738197256362,16200000,gaussian,0.5,0.3184369098628181,0.2,,
7.71554,5.08378,0.93806,3.77962,8.65374,2.17994,0.4143456427559628,16200000,ball,0.5,,0.2,,
0.98758,0.93806,3.77962,8.65374,8.75898,10.00638,0.8877261265918274,16200000,gaussian,0.5,0.4438630632959137,0.2,,
4.30066,3.77962,8.65374,8.75898,8.00846,8.76826,0.8309927132527082,16200000,ball,0.5,,0.2,,
3.48982,8.65374,8.75898,8.00846,4.36042,8.03502,0.7954886491019156,16200000,shell,0.5,,0.2,0.6363909192815326,0.7954886491019156
5.66914,8.75898,8.00846,4.36042,1.69534,4.22954,0.5771478395190378,16200000,shell,0.5,,0.2,0.46171827161523027,0.5771478395190378
6.85478,8.00846,4.36042,1.69534,1.60218,9.66558,0.8724779619485359,16200000,shell,0.5,,0.2,0.6979823695588288,0.8724779619485359
6.95506,4.36042,1.69534,1.60218,8.21486,10.20666,0.8965661334736493,16200000,ball,0.5,,0.2,,
7.63862,1.69534,1.60218,8.21486,0.81322,2.15182,0.41166455568164645,16200000,gaussian,0.5,0.20583227784082322,0.2,,
0.64674,1.60218,8.21486,0.81322,5.68094,3.94314,0.5572647909984375,16200000,ball,0.5,,0.2,,
3.16998,8.21486,0.81322,5.68094,4.73338,5.05278,0.6308203581298368,16200000,shell,0.5,,0.2,0.5046562865038695,0.6308203581298368
