x1,x2,x3,x4,x5,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,2.75738,3.24526,7.58906,0.5070845120153791,253125000,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,3.24526,8.31402,1.5566200000000001,0.2296559257346582,253125000,shell,0.5,,0.2,0.1837247405877266,0.2296559257346582
8.24034,2.75738,3.24526,8.31402,9.56254,6.03274,0.4521095252111696,253125000,ball,0.5,,0.2,,
7.31718,3.24526,8.31402,9.56254,8.25658,3.79198,0.3584423961159219,253125000,shell,0.5,,0.2,0.2867539168927375,0.3584423961159219
5.51986,8.31402,9.56254,8.25658,0.36366,6.499460000000001,0.4692723765214327,253125000,shell,0.5,,0.2,0.3754179012171462,0.4692723765214327
9.04822,9.56254,8.25658,0.36366,1.79082,9.81742,0.5767465937751983,253125000,shell,0.5,,0.2,0.4613972750201587,0.5767465937751983
5.02594,8.25658,0.36366,1.79082,3.99614,2.43434,0.28719506332990513,253125000,ball,0.5,,0.2,,
6.04838,0.36366,1.79082,3.99614,5.08378,9.35518,0.5630052268795745,253125000,ball,0.5,,0.2,,
4.30226,1.79082,3.99614,5.08378,0.93806,4.14586,0.37479489690574697,253125000,ball,0.5,,0.2,,
6.25302,3.99614,5.08378,0.93806,3.77962,5.15022,0.4177334408893459,253125000,gaussian,0.5,0.20886672044467294,0.2,,
7.71554,5.08378,0.93806,3.77962,8.65374,2.17994,0.27177444841510534,253125000,gaussian,0.5,0.13588722420755267,0.2,,
0.98758,0.93806,3.77962,8.65374,8.75898,10.00638,0.582270581617453,253125000,ball,0.5,,0.2,,
4.30066,3.77962,8.65374,8.75898,8.00846,8.76826,0.5450584318422315,253125000,shell,0.5,,0.2,0.4360467454737852,0.5450584318422315
3.48982,8.65374,8.75898,8.00846,4.36042,8.03502,0.5217708756200965,253125000,ball,0.5,,0.2,,
5.66914,8.75898,8.00846,4.36042,1.69534,4.22954,0.3785584293730309,253125000,shell,0.5,,0.2,0.3028467434984248,0.3785584293730309
6.85478,8.00846,4.36042,1.69534,1.60218,9.66558,0.5722691212238801,253125000,shell,0.5,,0.2,0.45781529697910406,0.5722691212238801
6.95506,4.36042,1.69534,1.60218,8.21486,10.20666,0.5880688518208346,253125000,ball,0.5,,0.2,,
7.63862,1.69534,1.60218,8.21486,0.81322,2.15182,0.2700158901352869,253125000,gaussian,0.5,0.13500794506764344,0.2,,
0.64674,1.60218,8.21486,0.81322,5.68094,3.94314,0.36551689113322966,253125000,ball,0.5,,0.2,,
3.16998,8.21486,0.81322,5.68094,4.73338,5.05278,0.4137629003153996,253125000,ball,0.5,,0.2,,
3.30546,0.81322,5.68094,4.73338,5.79726,3.9010599999999998,0.3635613168416552,253125000,gaussian,0.5,0.1817806584208276,0.2,,
4.77942,5.68094,4.73338,5.79726,5.61802,2.38062,0.2840085350663457,253125000,shell,0.5,,0.2,0.22720682805307657,0.2840085350663457
2.80834,4.73338,5.79726,5.61802,3.57054,9.080739999999999,0.5546857046022364,253125000,ball,0.5,,0.2,,
6.25318,5.79726,5.61802,3.57054,0.07258,7.68798,0.5103786222689766,253125000,gaussian,0.5,0.2551893111344883,0.2,,
7.99186,5.61802,3.57054,0.07258,6.59566,4.89146,0.4071042216435764,253125000,shell,0.5,,0.2,0.32568337731486113,0.4071042216435764
8.19222,3.57054,0.07258,6.59566,4.45482,2.8014200000000002,0.3080884840287933,253125000,shell,0.5,,0.2,0.24647078722303464,0.3080884840287933
6.71394,0.07258,6.59566,4.45482,4.72414,5.80234,0.4433920884092224,253125000,ball,0.5,,0.2,,
1.22438,6.59566,4.45482,4.72414,2.33978,5.89118,0.44677359631369645,253125000,shell,0.5,,0.2,0.3574188770509572,0.44677359631369645
3.25426,4.45482,4.72414,2.33978,2.05006,1.81786,0.24817987962737584,253125000,gaussian,0.5,0.12408993981368792,0.2,,
6.35702,4.72414,2.33978,2.05006,4.20362,4.69422,0.3988118668809754,253125000,gaussian,0.5,0.1994059334404877,0.2,,
7.32354,2.33978,2.05006,4.20362,0.90174,4.66794,0.3976939510298994,253125000,gaussian,0.5,0.1988469755149497,0.2,,
4.00358,2.05006,4.20362,0.90174,1.05498,6.78238,0.4793772415916711,253125000,ball,0.5,,0.2,,
2.93266,4.20362,0.90174,1.05498,3.20046,10.920259999999999,0.6082790263188154,253125000,ball,0.5,,0.2,,
0.95382,0.90174,1.05498,3.20046,0.94442,4.53902,0.3921637086202311,253125000,gaussian,0.5,0.19608185431011554,0.2,,
5.99714,1.05498,3.20046,0.94442,2.26334,6.6375399999999996,0.4742309874248624,253125000,shell,0.5,,0.2,0.37938478993988994,0.4742309874248624
3.31078,3.20046,0.94442,2.26334,2.53818,8.28158,0.5297158324157303,253125000,shell,0.5,,0.2,0.4237726659325842,0.5297158324157303
6.46706,0.94442,2.26334,2.53818,4.68686,10.03866,0.583209010915626,253125000,shell,0.5,,0.2,0.46656720873250085,0.583209010915626
4.86262,2.26334,2.53818,4.68686,7.95722,2.01582,0.26134381571562154,253125000,ball,0.5,,0.2,,
6.49474,2.53818,4.68686,7.95722,3.36894,9.07114,0.5543924250414115,253125000,ball,0.5,,0.2,,
2.66598,4.68686,7.95722,3.36894,1.90938,1.10878,0.19382466614867194,253125000,ball,0.5,,0.2,,
2.89746,7.95722,3.36894,1.90938,8.74926,2.61306,0.2975507462215487,253125000,ball,0.5,,0.2,,
0.16342,3.36894,1.90938,8.74926,3.72202,8.00462,0.5207828963658637,253125000,gaussian,0.5,0.26039144818293186,0.2,,
0.97634,1.90938,8.74926,3.72202,9.17854,1.72874,0.24201996469829137,253125000,ball,0.5,,0.2,,
2.38918,8.74926,3.72202,9.17854,5.08858,10.78398,0.6044715840355946,253125000,gaussian,0.5,0.3022357920177973,0.2,,
4.86386,3.72202,9.17854,5.08858,9.22766,1.6834600000000002,0.2388293813518455,253125000,ball,0.5,,0.2,,
6.13622,9.17854,5.08858,9.22766,9.91882,2.58542,0.29597287069688694,253125000,gaussian,0.5,0.14798643534844347,0.2,,
6.00194,5.08858,9.22766,9.91882,1.05214,2.77034,0.3063746930450556,253125000,gaussian,0.5,0.1531873465225278,0.2,,
