x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
4.22692,4.93844,1.18588,14.17812,0.11905921506874806,703125000,gaussian,0.5,0.05952960753437403,0.2,,
2.39084,1.18588,5.51476,2.1132400000000002,0.045965088686233585,703125000,ball,0.5,,0.2,,
6.48068,5.51476,6.49052,1.06548,0.032638210730402954,703125000,shell,0.5,,0.2,0.026110568584322365,0.032638210730402954
4.63436,6.49052,6.62804,6.58396,0.08113295293940019,703125000,ball,0.5,,0.2,,
1.03972,6.62804,9.12508,1.99892,0.04470451604980353,703125000,gaussian,0.5,0.022352258024901765,0.2,,
8.09644,9.12508,6.51316,8.63484,0.09291393182990527,703125000,gaussian,0.5,0.04645696591495264,0.2,,
0.05188,6.51316,0.72732,3.8686800000000003,0.06219208190962072,703125000,shell,0.5,,0.2,0.04975366552769658,0.06219208190962072
2.09676,0.72732,3.58164,7.71036,0.08779929306047464,703125000,gaussian,0.5,0.04389964653023732,0.2,,
8.60452,3.58164,7.99228,7.29172,0.08538246384168384,703125000,ball,0.5,,0.2,,
2.50604,7.99228,0.16756,9.30044,0.09642850614416801,703125000,gaussian,0.5,0.048214253072084004,0.2,,
5.43108,0.16756,1.87612,3.35988,0.05795829144743257,703125000,gaussian,0.5,0.028979145723716286,0.2,,
1.97516,1.87612,7.55924,9.01276,0.0949254346388098,703125000,gaussian,0.5,0.0474627173194049,0.2,,
8.60132,7.55924,7.30748,6.53652,0.08084012721820208,703125000,shell,0.5,,0.2,0.06467210177456166,0.08084012721820208
6.97964,7.30748,7.51796,5.07004,0.07119662124862602,703125000,ball,0.5,,0.2,,
1.33828,7.51796,6.01692,7.45908,0.08635675679554157,703125000,gaussian,0.5,0.043178378397770785,0.2,,
3.70956,6.01692,8.72084,8.33116,0.09126545613792648,703125000,shell,0.5,,0.2,0.07301236491034119,0.09126545613792648
3.91012,8.72084,3.39068,9.413319999999999,0.09701192054043699,703125000,shell,0.5,,0.2,0.0776095364323496,0.09701192054043699
5.27724,3.39068,3.20436,3.30364,0.05747117138169296,703125000,shell,0.5,,0.2,0.045976937105354374,0.05747117138169296
1.29348,3.20436,6.42972,6.88628,0.0829747647583195,703125000,shell,0.5,,0.2,0.0663798118066556,0.0829747647583195
6.33996,6.42972,1.62644,9.10556,0.09541288357933986,703125000,shell,0.5,,0.2,0.07633030686347189,0.09541288357933986
6.61092,1.62644,1.36188,6.8021199999999995,0.0824661720511419,703125000,gaussian,0.5,0.04123308602557095,0.2,,
9.55884,1.36188,9.46676,3.76124,0.06132240995339815,703125000,ball,0.5,,0.2,,
5.61668,9.46676,1.59452,7.16148,0.08461650491323584,703125000,shell,0.5,,0.2,0.06769320393058868,0.08461650491323584
2.50636,1.59452,1.23604,4.37596,0.06614398597848066,703125000,shell,0.5,,0.2,0.052915188782784534,0.06614398597848066
5.98372,1.23604,7.14108,8.78292,0.093707241725918,703125000,shell,0.5,,0.2,0.0749657933807344,0.093707241725918
6.38444,7.14108,0.14516,4.6028400000000005,0.06783699950463497,703125000,gaussian,0.5,0.033918499752317484,0.2,,
3.42788,0.14516,3.19132,10.60468,0.1029680469091584,703125000,ball,0.5,,0.2,,
