x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
3.17019,3.70383,3.38941,10.88359,0.16831405214224499,36000000,ball,0.5,,0.2,,
9.29313,3.38941,4.13607,1.83493,0.06911050076704701,36000000,ball,0.5,,0.2,,
2.36051,4.13607,4.86789,8.549109999999999,0.14917455184503853,36000000,shell,0.5,,0.2,0.11933964147603082,0.14917455184503853
5.97577,4.86789,2.47103,5.18797,0.11620719471230227,36000000,gaussian,0.5,0.058103597356151136,0.2,,
8.27979,2.47103,4.34381,4.2491900000000005,0.10516890801877204,36000000,shell,0.5,,0.2,0.08413512641501764,0.10516890801877204
3.57233,4.34381,2.38487,4.2261299999999995,0.10488314834336275,36000000,ball,0.5,,0.2,,
2.53891,2.38487,0.54549,8.15151,0.1456643657129028,36000000,shell,0.5,,0.2,0.11653149257032225,0.1456643657129028
4.07257,0.54549,7.68623,8.53277,0.1490319242497724,36000000,gaussian,0.5,0.0745159621248862,0.2,,
1.45339,7.68623,0.99421,10.71879,0.16703488039826672,36000000,ball,0.5,,0.2,,
4.37953,0.99421,7.62567,7.22533,0.13713968035319232,36000000,ball,0.5,,0.2,,
6.57331,7.62567,1.40709,7.76991,0.14221397759322166,36000000,shell,0.5,,0.2,0.11377118207457733,0.14221397759322166
1.48137,1.40709,5.66943,9.50957,0.15733115432389058,36000000,shell,0.5,,0.2,0.12586492345911246,0.15733115432389058
6.45099,5.66943,7.98061,7.6523900000000005,0.1411343856047639,36000000,ball,0.5,,0.2,,
5.23473,7.98061,3.13847,1.55253,0.06357030420897715,36000000,shell,0.5,,0.2,0.050856243367181725,0.06357030420897715
3.50371,3.13847,2.01269,10.84431,0.1680100462011092,36000000,shell,0.5,,0.2,0.13440803696088738,0.1680100462011092
0.28217,2.01269,1.54063,8.998370000000001,0.15304396638575232,36000000,ball,0.5,,0.2,,
5.43259,1.54063,7.54301,4.80999,0.11189389092336069,36000000,ball,0.5,,0.2,,
6.45793,7.54301,7.40327,2.72773,0.08426262401405227,36000000,ball,0.5,,0.2,,
5.97011,7.40327,7.32229,10.41471,0.16464853845976093,36000000,shell,0.5,,0.2,0.13171883076780874,0.16464853845976093
9.75497,7.32229,1.21983,7.07917,0.13574550579676797,36000000,shell,0.5,,0.2,0.10859640463741438,0.13574550579676797
4.95819,1.21983,3.52141,10.35159,0.16414884090842152,36000000,gaussian,0.5,0.08207442045421076,0.2,,
7.16913,3.52141,2.10007,3.07093,0.0894065316845769,36000000,shell,0.5,,0.2,0.07152522534766152,0.0894065316845769
4.21251,2.10007,8.69589,3.12111,0.0901340377811709,36000000,gaussian,0.5,0.04506701889058545,0.2,,
4.37977,8.69589,3.42703,1.03197,0.05182840280189558,36000000,shell,0.5,,0.2,0.04146272224151647,0.05182840280189558
1.98779,3.42703,5.35581,6.83719,0.13340530915530144,36000000,ball,0.5,,0.2,,
