x1,x2,x3,weight,radius,rng_seed,kind,sigma_factor,sigma,shell_thickness,inner_radius,outer_radius
2.11346,2.46922,5.59294,7.58906,0.6286513478891178,11390625,ball,0.5,,0.2,,
6.19542,5.59294,2.75738,1.5566200000000001,0.28471291045749275,11390625,gaussian,0.5,0.14235645522874638,0.2,,
8.24034,2.75738,3.24526,6.03274,0.5604968317566973,11390625,shell,0.5,,0.2,0.44839746540535785,0.5604968317566973
7.31718,3.24526,8.31402,3.79198,0.4443742416097405,11390625,gaussian,0.5,0.22218712080487024,0.2,,
5.51986,8.31402,9.56254,6.499460000000001,0.5817742507157883,11390625,gaussian,0.5,0.2908871253578941,0.2,,
9.04822,9.56254,8.25658,9.81742,0.7150139966338385,11390625,shell,0.5,,0.2,0.5720111973070708,0.7150139966338385
5.02594,8.25658,0.36366,2.43434,0.3560462987754786,11390625,shell,0.5,,0.2,0.2848370390203829,0.3560462987754786
6.04838,0.36366,1.79082,9.35518,0.6979783179331829,11390625,ball,0.5,,0.2,,
4.30226,1.79082,3.99614,4.14586,0.4646470391795657,11390625,ball,0.5,,0.2,,
6.25302,3.99614,5.08378,5.15022,0.5178795337876183,11390625,shell,0.5,,0.2,0.41430362703009466,0.5178795337876183
7.71554,5.08378,0.93806,2.17994,0.33692879445072826,11390625,ball,0.5,,0.2,,
0.98758,0.93806,3.77962,10.00638,0.7218622878367282,11390625,ball,0.5,,0.2,,
4.30066,3.77962,8.65374,8.76826,0.6757290150592405,11390625,gaussian,0.5,0.3378645075296203,0.2,,
3.48982,8.65374,8.75898,8.03502,0.6468585738187776,11390625,ball,0.5,,0.2,,
5.66914,8.75898,8.00846,4.22954,0.4693128290081274,11390625,ball,0.5,,0.2,,
6.85478,8.00846,4.36042,9.66558,0.7094631089852776,11390625,ball,0.5,,0.2,,
6.95506,4.36042,1.69534,10.20666,0.7290506169858358,11390625,shell,0.5,,0.2,0.5832404935886687,0.7290506169858358
7.63862,1.69534,1.60218,2.15182,0.3347486449751396,11390625,ball,0.5,,0.2,,
0.64674,1.60218,8.21486,3.94314,0.4531447536701256,11390625,ball,0.5,,0.2,,
3.16998,8.21486,0.81322,5.05278,0.5129571083841303,11390625,ball,0.5,,0.2,,
3.30546,0.81322,5.68094,3.9010599999999998,0.4507203561877227,11390625,shell,0.5,,0.2,0.3605762849501782,0.4507203561877227
4.77942,5.68094,4.73338,2.38062,0.35209584231209395,11390625,ball,0.5,,0.2,,
2.80834,4.73338,5.79726,9.080739999999999,0.6876642997182397,11390625,shell,0.5,,0.2,0.5501314397745918,0.6876642997182397
6.25318,5.79726,5.61802,7.68798,0.632735177708311,11390625,shell,0.5,,0.2,0.5061881421666489,0.632735177708311
7.99186,5.61802,3.57054,4.89146,0.5047020991637438,11390625,shell,0.5,,0.2,0.40376167933099505,0.5047020991637438
